chrom,start,end,num,list,ENCFF110FKC_MAX_sorted.bed,ENCFF204YUM_MAX_sorted.bed,ENCFF608XFL_MAX_sorted.bed,ENCFF770REJ_MAX_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr3,123067040,123067326,3,"3,4,5",0,0,1,1,1
chr3,123067326,123067348,2,"4,5",0,0,0,1,1
chr3,123201616,123201716,2,"4,5",0,0,0,1,1
chr3,123201716,123202036,3,"2,4,5",0,1,0,1,1
chr3,123202036,123202186,2,"4,5",0,0,0,1,1
chr3,123584846,123585296,2,"3,5",0,0,1,0,1
chr3,123585418,123585440,2,"4,5",0,0,0,1,1
chr3,123585440,123585577,3,"3,4,5",0,0,1,1,1
chr3,123585577,123585865,4,"1,3,4,5",1,0,1,1,1
chr3,123605215,123605492,2,"3,5",0,0,1,0,1
chr3,123605897,123606234,3,"3,4,5",0,0,1,1,1
chr3,123961168,123961431,2,"4,5",0,0,0,1,1
chr3,124730275,124730303,2,"1,5",1,0,0,0,1
chr3,124730303,124730376,3,"1,4,5",1,0,0,1,1
chr3,124730376,124730509,4,"1,3,4,5",1,0,1,1,1
chr3,124730509,124730585,3,"1,4,5",1,0,0,1,1
chr3,124730585,124730592,2,"4,5",0,0,0,1,1
chr3,124730746,124730774,2,"4,5",0,0,0,1,1
chr3,124859048,124859362,3,"3,4,5",0,0,1,1,1
chr3,124860635,124860998,3,"3,4,5",0,0,1,1,1
chr3,125062949,125062965,2,"4,5",0,0,0,1,1
chr3,125062965,125063415,3,"3,4,5",0,0,1,1,1
chr3,125063415,125063519,2,"4,5",0,0,0,1,1
chr3,125519838,125520266,2,"4,5",0,0,0,1,1
chr3,126084104,126084504,2,"4,5",0,0,0,1,1
chr3,126267115,126267775,2,"4,5",0,0,0,1,1
chr3,126389124,126389205,2,"4,5",0,0,0,1,1
chr3,126389205,126389597,3,"3,4,5",0,0,1,1,1
chr3,126654629,126655079,2,"3,5",0,0,1,0,1
chr3,126703664,126703802,2,"4,5",0,0,0,1,1
chr3,126703802,126703917,3,"3,4,5",0,0,1,1,1
chr3,126703917,126704227,4,"1,3,4,5",1,0,1,1,1
chr3,126704227,126704465,3,"3,4,5",0,0,1,1,1
chr3,126704465,126704470,2,"4,5",0,0,0,1,1
chr3,126982507,126982558,2,"4,5",0,0,0,1,1
chr3,126982558,126982759,3,"3,4,5",0,0,1,1,1
chr3,126982759,126982949,2,"4,5",0,0,0,1,1
chr3,127575009,127575349,2,"3,5",0,0,1,0,1
chr3,127591041,127591084,2,"3,5",0,0,1,0,1
chr3,127591084,127591297,3,"1,3,5",1,0,1,0,1
chr3,127591297,127591374,2,"1,5",1,0,0,0,1
chr3,127598235,127598289,2,"2,5",0,1,0,0,1
chr3,127598289,127598310,3,"2,3,5",0,1,1,0,1
chr3,127598310,127598555,4,"2,3,4,5",0,1,1,1,1
chr3,127598555,127598569,3,"3,4,5",0,0,1,1,1
chr3,127598569,127598604,2,"4,5",0,0,0,1,1
chr3,127672501,127672505,3,"3,4,5",0,0,1,1,1
chr3,127672505,127673268,2,"4,5",0,0,0,1,1
chr3,128052028,128052047,2,"4,5",0,0,0,1,1
chr3,128052047,128052062,3,"3,4,5",0,0,1,1,1
chr3,128052062,128052133,4,"1,3,4,5",1,0,1,1,1
chr3,128052133,128052267,5,"1,2,3,4,5",1,1,1,1,1
chr3,128052267,128052372,4,"1,2,3,5",1,1,1,0,1
chr3,128052372,128052453,3,"2,3,5",0,1,1,0,1
chr3,128052453,128052559,2,"3,5",0,0,1,0,1
chr3,128081861,128081987,2,"4,5",0,0,0,1,1
chr3,128081987,128082088,3,"3,4,5",0,0,1,1,1
chr3,128153155,128153175,2,"4,5",0,0,0,1,1
chr3,128153175,128153625,3,"3,4,5",0,0,1,1,1
chr3,128153625,128153931,2,"4,5",0,0,0,1,1
chr3,128617559,128617568,2,"2,5",0,1,0,0,1
chr3,128617568,128617632,3,"2,4,5",0,1,0,1,1
chr3,128617632,128617879,4,"2,3,4,5",0,1,1,1,1
chr3,128617879,128618082,3,"3,4,5",0,0,1,1,1
chr3,128618082,128618138,2,"4,5",0,0,0,1,1
chr3,128680604,128680663,2,"1,5",1,0,0,0,1
chr3,128680663,128680773,3,"1,3,5",1,0,1,0,1
chr3,128680773,128680914,4,"1,3,4,5",1,0,1,1,1
chr3,128680914,128680919,4,"2,3,4,5",0,1,1,1,1
chr3,128680919,128681021,3,"2,3,5",0,1,1,0,1
chr3,128681021,128681302,4,"2,3,4,5",0,1,1,1,1
chr3,128681302,128681348,3,"2,3,5",0,1,1,0,1
chr3,128681348,128681410,2,"2,5",0,1,0,0,1
chr3,128725885,128726169,5,"1,2,3,4,5",1,1,1,1,1
chr3,128726169,128726284,4,"2,3,4,5",0,1,1,1,1
chr3,128726284,128726345,3,"2,4,5",0,1,0,1,1
chr3,128726345,128726369,2,"2,5",0,1,0,0,1
chr3,128879271,128879294,2,"4,5",0,0,0,1,1
chr3,128879294,128879438,3,"3,4,5",0,0,1,1,1
chr3,128879438,128879442,4,"2,3,4,5",0,1,1,1,1
chr3,128879442,128879608,5,"1,2,3,4,5",1,1,1,1,1
chr3,128879608,128879610,4,"1,3,4,5",1,0,1,1,1
chr3,128879610,128879676,3,"3,4,5",0,0,1,1,1
chr3,128879676,128879690,2,"4,5",0,0,0,1,1
chr3,129160915,129161278,2,"3,5",0,0,1,0,1
chr3,129161278,129161325,3,"3,4,5",0,0,1,1,1
chr3,129161325,129161365,4,"2,3,4,5",0,1,1,1,1
chr3,129161365,129161379,3,"2,4,5",0,1,0,1,1
chr3,129161379,129161529,4,"2,3,4,5",0,1,1,1,1
chr3,129161529,129161645,3,"2,4,5",0,1,0,1,1
chr3,129161645,129161857,2,"4,5",0,0,0,1,1
chr3,129211709,129211760,2,"3,5",0,0,1,0,1
chr3,129211760,129212250,3,"3,4,5",0,0,1,1,1
chr3,129225051,129225286,3,"3,4,5",0,0,1,1,1
chr3,129226486,129226724,3,"3,4,5",0,0,1,1,1
chr3,129249376,129249396,2,"4,5",0,0,0,1,1
chr3,129249396,129249879,3,"3,4,5",0,0,1,1,1
chr3,129278443,129278607,3,"3,4,5",0,0,1,1,1
chr3,129278607,129279029,2,"4,5",0,0,0,1,1
chr3,129388537,129388782,2,"3,5",0,0,1,0,1
chr3,129388798,129389277,2,"4,5",0,0,0,1,1
chr3,129399580,129399906,2,"4,5",0,0,0,1,1
chr3,129440167,129440305,2,"4,5",0,0,0,1,1
chr3,129440305,129440534,3,"3,4,5",0,0,1,1,1
chr3,129440534,129440699,4,"2,3,4,5",0,1,1,1,1
chr3,129626302,129626837,2,"4,5",0,0,0,1,1
chr3,129626837,129626912,3,"3,4,5",0,0,1,1,1
chr3,129626912,129627287,2,"3,5",0,0,1,0,1
chr3,129651492,129651529,2,"3,5",0,0,1,0,1
chr3,129651529,129651942,3,"3,4,5",0,0,1,1,1
chr3,129651942,129651996,2,"4,5",0,0,0,1,1
chr3,129893196,129893766,2,"4,5",0,0,0,1,1
chr3,129893766,129894000,3,"3,4,5",0,0,1,1,1
chr3,129894000,129894022,2,"4,5",0,0,0,1,1
chr3,130111401,130111611,2,"4,5",0,0,0,1,1
chr3,130893742,130894302,2,"4,5",0,0,0,1,1
chr3,131026311,131026549,2,"4,5",0,0,0,1,1
chr3,131026549,131026999,3,"3,4,5",0,0,1,1,1
chr3,131026999,131027152,2,"4,5",0,0,0,1,1
chr3,131361635,131362144,2,"4,5",0,0,0,1,1
chr3,131381566,131381580,2,"4,5",0,0,0,1,1
chr3,131381580,131382030,3,"3,4,5",0,0,1,1,1
chr3,131382030,131382260,2,"4,5",0,0,0,1,1
chr3,131526818,131526833,2,"4,5",0,0,0,1,1
chr3,131526833,131527283,3,"3,4,5",0,0,1,1,1
chr3,131527283,131527379,2,"4,5",0,0,0,1,1
chr3,132721850,132722258,2,"4,5",0,0,0,1,1
chr3,133573103,133573427,3,"3,4,5",0,0,1,1,1
chr3,133573427,133573540,2,"4,5",0,0,0,1,1
chr3,133573540,133573970,3,"3,4,5",0,0,1,1,1
chr3,133573970,133573971,2,"3,5",0,0,1,0,1
chr3,133661646,133661759,2,"4,5",0,0,0,1,1
chr3,133661759,133662119,3,"3,4,5",0,0,1,1,1
chr3,134308436,134308876,3,"3,4,5",0,0,1,1,1
chr3,134313251,134313798,2,"4,5",0,0,0,1,1
chr3,134364123,134364419,2,"4,5",0,0,0,1,1
chr3,134364741,134365223,2,"3,5",0,0,1,0,1
chr3,134374379,134374651,2,"4,5",0,0,0,1,1
chr3,134374651,134375030,3,"3,4,5",0,0,1,1,1
chr3,134375030,134375101,2,"3,5",0,0,1,0,1
chr3,134427605,134427623,4,"1,3,4,5",1,0,1,1,1
chr3,134427623,134427626,3,"3,4,5",0,0,1,1,1
chr3,134427626,134427662,2,"4,5",0,0,0,1,1
chr3,134485620,134485829,2,"3,5",0,0,1,0,1
chr3,134485829,134485848,3,"2,3,5",0,1,1,0,1
chr3,134485848,134486141,4,"2,3,4,5",0,1,1,1,1
chr3,134486141,134486149,3,"2,4,5",0,1,0,1,1
chr3,134486149,134486327,2,"4,5",0,0,0,1,1
chr3,134486327,134486402,3,"1,4,5",1,0,0,1,1
chr3,134486402,134486637,2,"1,5",1,0,0,0,1
chr3,136142610,136142918,2,"3,5",0,0,1,0,1
chr3,136195540,136195837,2,"4,5",0,0,0,1,1
chr3,136196413,136196468,2,"4,5",0,0,0,1,1
chr3,136196468,136196523,3,"3,4,5",0,0,1,1,1
chr3,136196523,136196542,4,"1,3,4,5",1,0,1,1,1
chr3,136196542,136196833,5,"1,2,3,4,5",1,1,1,1,1
chr3,136196833,136196862,4,"2,3,4,5",0,1,1,1,1
chr3,136196862,136196936,3,"3,4,5",0,0,1,1,1
chr3,136196936,136197046,2,"4,5",0,0,0,1,1
chr3,136250181,136250799,3,"3,4,5",0,0,1,1,1
chr3,136250799,136250802,2,"4,5",0,0,0,1,1
chr3,136751983,136751985,2,"4,5",0,0,0,1,1
chr3,136752351,136752388,2,"3,5",0,0,1,0,1
chr3,136752388,136752451,3,"3,4,5",0,0,1,1,1
chr3,136752451,136752502,4,"1,3,4,5",1,0,1,1,1
chr3,136752502,136752761,3,"1,4,5",1,0,0,1,1
chr3,136752761,136753109,2,"4,5",0,0,0,1,1
chr3,136818879,136819449,2,"4,5",0,0,0,1,1
chr3,136820203,136820385,3,"3,4,5",0,0,1,1,1
chr3,136820385,136820408,2,"3,5",0,0,1,0,1
chr3,136862128,136862160,2,"4,5",0,0,0,1,1
chr3,136862160,136862350,3,"3,4,5",0,0,1,1,1
chr3,136862350,136862371,2,"4,5",0,0,0,1,1
chr3,138115001,138115335,2,"3,5",0,0,1,0,1
chr3,138187194,138187227,2,"3,5",0,0,1,0,1
chr3,138187227,138187644,3,"3,4,5",0,0,1,1,1
chr3,138187644,138187797,2,"4,5",0,0,0,1,1
chr3,138348275,138348370,2,"4,5",0,0,0,1,1
chr3,138348370,138348820,3,"3,4,5",0,0,1,1,1
chr3,138348820,138348845,2,"4,5",0,0,0,1,1
chr3,138434342,138434579,5,"1,2,3,4,5",1,1,1,1,1
chr3,138434579,138434613,4,"1,2,4,5",1,1,0,1,1
chr3,138434613,138434629,3,"1,4,5",1,0,0,1,1
chr3,138434629,138434748,2,"4,5",0,0,0,1,1
chr3,138608608,138608722,2,"3,5",0,0,1,0,1
chr3,138608722,138608871,3,"3,4,5",0,0,1,1,1
chr3,138608871,138609058,2,"3,5",0,0,1,0,1
chr3,138609242,138609415,2,"3,5",0,0,1,0,1
chr3,138936163,138936483,2,"2,5",0,1,0,0,1
chr3,138946188,138946567,3,"3,4,5",0,0,1,1,1
chr3,138946567,138946620,2,"4,5",0,0,0,1,1
chr3,139343856,139344622,2,"4,5",0,0,0,1,1
chr3,139389753,139390289,2,"4,5",0,0,0,1,1
chr3,139677434,139678004,2,"4,5",0,0,0,1,1
chr3,140941490,140941491,2,"2,5",0,1,0,0,1
chr3,140941491,140941496,3,"1,2,5",1,1,0,0,1
chr3,140941496,140941519,4,"1,2,4,5",1,1,0,1,1
chr3,140941519,140941760,5,"1,2,3,4,5",1,1,1,1,1
chr3,140941760,140941801,4,"1,2,4,5",1,1,0,1,1
chr3,140941801,140941810,3,"2,4,5",0,1,0,1,1
chr3,140941810,140942151,2,"4,5",0,0,0,1,1
chr3,140942228,140942747,2,"4,5",0,0,0,1,1
chr3,141231329,141231373,2,"4,5",0,0,0,1,1
chr3,141231373,141231823,3,"3,4,5",0,0,1,1,1
chr3,141231823,141231918,2,"4,5",0,0,0,1,1
chr3,141311536,141311590,2,"2,5",0,1,0,0,1
chr3,141311590,141311620,3,"2,4,5",0,1,0,1,1
chr3,141311620,141311823,4,"2,3,4,5",0,1,1,1,1
chr3,141311823,141311825,3,"2,3,5",0,1,1,0,1
chr3,141311825,141311856,2,"2,5",0,1,0,0,1
chr3,141331641,141331672,2,"3,5",0,0,1,0,1
chr3,141331672,141332058,3,"3,4,5",0,0,1,1,1
chr3,141332058,141332242,2,"4,5",0,0,0,1,1
chr3,141486807,141486844,2,"4,5",0,0,0,1,1
chr3,141486844,141487294,3,"3,4,5",0,0,1,1,1
chr3,141487294,141487565,2,"4,5",0,0,0,1,1
chr3,141487565,141488011,3,"3,4,5",0,0,1,1,1
chr3,141660173,141660614,3,"3,4,5",0,0,1,1,1
chr3,141660614,141660785,2,"3,5",0,0,1,0,1
chr3,141737945,141737984,2,"4,5",0,0,0,1,1
chr3,141737984,141738036,3,"1,4,5",1,0,0,1,1
chr3,141738036,141738216,4,"1,2,4,5",1,1,0,1,1
chr3,141738216,141738294,5,"1,2,3,4,5",1,1,1,1,1
chr3,141738294,141738356,4,"2,3,4,5",0,1,1,1,1
chr3,141738356,141738666,3,"3,4,5",0,0,1,1,1
chr3,141738666,141738745,2,"4,5",0,0,0,1,1
chr3,141875542,141875771,2,"4,5",0,0,0,1,1
chr3,141875771,141875820,3,"3,4,5",0,0,1,1,1
chr3,141875937,141875992,3,"3,4,5",0,0,1,1,1
chr3,141875992,141876221,2,"3,5",0,0,1,0,1
chr3,142149436,142149445,2,"4,5",0,0,0,1,1
chr3,142149445,142149637,3,"3,4,5",0,0,1,1,1
chr3,142149637,142149704,2,"4,5",0,0,0,1,1
chr3,142447353,142447501,2,"3,5",0,0,1,0,1
chr3,142447553,142447667,2,"3,5",0,0,1,0,1
chr3,142447852,142448321,2,"4,5",0,0,0,1,1
chr3,142578491,142578582,2,"4,5",0,0,0,1,1
chr3,142578582,142578612,3,"3,4,5",0,0,1,1,1
chr3,142578612,142578932,4,"2,3,4,5",0,1,1,1,1
chr3,142578932,142579054,3,"3,4,5",0,0,1,1,1
chr3,142579054,142579082,2,"4,5",0,0,0,1,1
chr3,142596182,142596223,2,"4,5",0,0,0,1,1
chr3,142596223,142596428,3,"3,4,5",0,0,1,1,1
chr3,142596428,142596475,2,"4,5",0,0,0,1,1
chr3,142723937,142724387,2,"3,5",0,0,1,0,1
chr3,142724737,142725187,2,"3,5",0,0,1,0,1
chr3,143001347,143001351,2,"4,5",0,0,0,1,1
chr3,143001351,143001376,3,"2,4,5",0,1,0,1,1
chr3,143001376,143001408,4,"1,2,4,5",1,1,0,1,1
chr3,143001408,143001671,5,"1,2,3,4,5",1,1,1,1,1
chr3,143001671,143001680,4,"1,3,4,5",1,0,1,1,1
chr3,143001680,143001686,3,"1,4,5",1,0,0,1,1
chr3,143001686,143001714,2,"4,5",0,0,0,1,1
chr3,143002023,143002092,2,"3,5",0,0,1,0,1
chr3,143002092,143002096,3,"2,3,5",0,1,1,0,1
chr3,143119189,143119573,2,"3,5",0,0,1,0,1
chr3,143971214,143971258,2,"4,5",0,0,0,1,1
chr3,143971258,143971476,3,"3,4,5",0,0,1,1,1
chr3,143971476,143971888,2,"4,5",0,0,0,1,1
chr3,143972207,143972452,2,"2,5",0,1,0,0,1
chr3,143972452,143972472,3,"2,4,5",0,1,0,1,1
chr3,143972472,143972527,4,"2,3,4,5",0,1,1,1,1
chr3,143972527,143973045,3,"3,4,5",0,0,1,1,1
chr3,143973045,143973126,2,"4,5",0,0,0,1,1
chr3,146067075,146067461,2,"4,5",0,0,0,1,1
chr3,146503584,146503665,2,"4,5",0,0,0,1,1
chr3,146503665,146504072,3,"3,4,5",0,0,1,1,1
chr3,146506629,146506991,2,"4,5",0,0,0,1,1
chr3,148991334,148991355,2,"2,5",0,1,0,0,1
chr3,148991355,148991358,3,"2,4,5",0,1,0,1,1
chr3,148991358,148991368,4,"1,2,4,5",1,1,0,1,1
chr3,148991368,148991621,5,"1,2,3,4,5",1,1,1,1,1
chr3,148991621,148991654,4,"1,2,4,5",1,1,0,1,1
chr3,148991654,148991668,3,"1,4,5",1,0,0,1,1
chr3,148991668,148992080,2,"4,5",0,0,0,1,1
chr3,149086494,149086548,2,"4,5",0,0,0,1,1
chr3,149086548,149086607,3,"3,4,5",0,0,1,1,1
chr3,149086607,149086614,4,"2,3,4,5",0,1,1,1,1
chr3,149086614,149086835,5,"1,2,3,4,5",1,1,1,1,1
chr3,149086835,149086840,4,"2,3,4,5",0,1,1,1,1
chr3,149086840,149086908,3,"3,4,5",0,0,1,1,1
chr3,149129373,149129409,2,"3,5",0,0,1,0,1
chr3,149129409,149129420,3,"3,4,5",0,0,1,1,1
chr3,149129420,149129426,4,"1,3,4,5",1,0,1,1,1
chr3,149129426,149129730,5,"1,2,3,4,5",1,1,1,1,1
chr3,149129730,149129746,4,"2,3,4,5",0,1,1,1,1
chr3,149129746,149130022,3,"3,4,5",0,0,1,1,1
chr3,149130022,149130195,2,"4,5",0,0,0,1,1
chr3,149224969,149225141,2,"4,5",0,0,0,1,1
chr3,149225141,149225690,3,"3,4,5",0,0,1,1,1
chr3,149366902,149367615,2,"4,5",0,0,0,1,1
chr3,149377360,149377434,2,"2,5",0,1,0,0,1
chr3,149377434,149377680,3,"2,4,5",0,1,0,1,1
chr3,149377680,149377693,2,"4,5",0,0,0,1,1
chr3,149377693,149377775,3,"3,4,5",0,0,1,1,1
chr3,149377775,149377807,4,"2,3,4,5",0,1,1,1,1
chr3,149377807,149378004,3,"2,4,5",0,1,0,1,1
chr3,149378004,149378093,2,"2,5",0,1,0,0,1
chr3,149386545,149386895,2,"4,5",0,0,0,1,1
chr3,149386895,149387215,3,"2,4,5",0,1,0,1,1
chr3,149387215,149387233,2,"4,5",0,0,0,1,1
chr3,149388074,149388412,3,"3,4,5",0,0,1,1,1
chr3,149473544,149473647,2,"4,5",0,0,0,1,1
chr3,149473647,149474059,3,"3,4,5",0,0,1,1,1
chr3,149480336,149480351,2,"4,5",0,0,0,1,1
chr3,149480351,149480715,3,"3,4,5",0,0,1,1,1
chr3,149657407,149657516,2,"4,5",0,0,0,1,1
chr3,149658040,149658200,2,"3,5",0,0,1,0,1
chr3,149658200,149658483,3,"3,4,5",0,0,1,1,1
chr3,149658483,149658490,2,"3,5",0,0,1,0,1
chr3,149752385,149752408,2,"4,5",0,0,0,1,1
chr3,149752408,149752620,3,"3,4,5",0,0,1,1,1
chr3,149752620,149752670,2,"4,5",0,0,0,1,1
chr3,149812353,149812382,2,"2,5",0,1,0,0,1
chr3,149812382,149812485,3,"2,4,5",0,1,0,1,1
chr3,149812485,149812786,4,"2,3,4,5",0,1,1,1,1
chr3,149812786,149812872,5,"1,2,3,4,5",1,1,1,1,1
chr3,149812872,149812967,4,"1,3,4,5",1,0,1,1,1
chr3,149812967,149813075,3,"1,4,5",1,0,0,1,1
chr3,149813075,149813096,2,"1,5",1,0,0,0,1
chr3,149971074,149971105,2,"4,5",0,0,0,1,1
chr3,149971105,149971275,3,"3,4,5",0,0,1,1,1
chr3,149971275,149971310,4,"2,3,4,5",0,1,1,1,1
chr3,149971310,149971358,5,"1,2,3,4,5",1,1,1,1,1
chr3,149971358,149971396,4,"1,3,4,5",1,0,1,1,1
chr3,149971396,149971476,3,"3,4,5",0,0,1,1,1
chr3,149971476,149971490,2,"4,5",0,0,0,1,1
chr3,150408170,150408185,3,"3,4,5",0,0,1,1,1
chr3,150408185,150408282,2,"4,5",0,0,0,1,1
chr3,150408718,150409168,2,"3,5",0,0,1,0,1
chr3,150410269,150410318,2,"3,5",0,0,1,0,1
chr3,150410318,150410356,3,"1,3,5",1,0,1,0,1
chr3,150546582,150546591,2,"2,5",0,1,0,0,1
chr3,150546591,150546597,3,"1,2,5",1,1,0,0,1
chr3,150546597,150546632,4,"1,2,4,5",1,1,0,1,1
chr3,150546632,150546862,5,"1,2,3,4,5",1,1,1,1,1
chr3,150546862,150546874,4,"1,2,4,5",1,1,0,1,1
chr3,150546921,150546986,2,"4,5",0,0,0,1,1
chr3,150602943,150603393,2,"3,5",0,0,1,0,1
chr3,150603451,150603629,2,"4,5",0,0,0,1,1
chr3,150703316,150703884,2,"4,5",0,0,0,1,1
chr3,150703884,150704204,3,"2,4,5",0,1,0,1,1
chr3,150763032,150763060,2,"2,5",0,1,0,0,1
chr3,150763060,150763089,3,"1,2,5",1,1,0,0,1
chr3,150763089,150763312,4,"1,2,3,5",1,1,1,0,1
chr3,150763312,150763352,3,"1,2,5",1,1,0,0,1
chr3,150763352,150763370,2,"1,5",1,0,0,0,1
chr3,150763456,150763506,2,"2,5",0,1,0,0,1
chr3,150763506,150763693,3,"2,4,5",0,1,0,1,1
chr3,150763693,150763776,2,"2,5",0,1,0,0,1
chr3,150763785,150764145,2,"3,5",0,0,1,0,1
chr3,151085299,151085366,2,"4,5",0,0,0,1,1
chr3,151085366,151085816,3,"3,4,5",0,0,1,1,1
chr3,151085816,151085843,2,"4,5",0,0,0,1,1
chr3,151086505,151086508,2,"4,5",0,0,0,1,1
chr3,151086508,151086958,3,"3,4,5",0,0,1,1,1
chr3,151086958,151086975,2,"4,5",0,0,0,1,1
chr3,151424670,151424952,3,"3,4,5",0,0,1,1,1
chr3,151766387,151766417,2,"4,5",0,0,0,1,1
chr3,151766417,151766867,3,"3,4,5",0,0,1,1,1
chr3,151766867,151766918,2,"4,5",0,0,0,1,1
chr3,151792503,151792690,2,"4,5",0,0,0,1,1
chr3,151816060,151816305,3,"3,4,5",0,0,1,1,1
chr3,152258686,152258789,2,"1,5",1,0,0,0,1
chr3,152258859,152258996,3,"1,4,5",1,0,0,1,1
chr3,152258996,152259003,2,"4,5",0,0,0,1,1
chr3,152268488,152268607,4,"2,3,4,5",0,1,1,1,1
chr3,152268607,152268778,5,"1,2,3,4,5",1,1,1,1,1
chr3,152268778,152268833,4,"1,3,4,5",1,0,1,1,1
chr3,152268833,152268970,3,"1,4,5",1,0,0,1,1
chr3,152268970,152269161,2,"1,5",1,0,0,0,1
chr3,152834689,152834920,2,"4,5",0,0,0,1,1
chr3,152834920,152835459,3,"3,4,5",0,0,1,1,1
chr3,152835459,152835569,2,"3,5",0,0,1,0,1
chr3,153138627,153139067,3,"3,4,5",0,0,1,1,1
chr3,153139067,153139074,2,"4,5",0,0,0,1,1
chr3,153160475,153160822,2,"3,5",0,0,1,0,1
chr3,153161765,153161811,2,"1,5",1,0,0,0,1
chr3,153161811,153161841,3,"1,4,5",1,0,0,1,1
chr3,153161841,153162029,4,"1,2,4,5",1,1,0,1,1
chr3,153162029,153162075,3,"1,2,5",1,1,0,0,1
chr3,153162075,153162112,2,"2,5",0,1,0,0,1
chr3,153162112,153162120,3,"2,3,5",0,1,1,0,1
chr3,153162120,153162367,4,"2,3,4,5",0,1,1,1,1
chr3,153162367,153162389,3,"3,4,5",0,0,1,1,1
chr3,153162389,153162431,2,"4,5",0,0,0,1,1
chr3,154121644,154121692,2,"3,5",0,0,1,0,1
chr3,154121692,154121795,3,"2,3,5",0,1,1,0,1
chr3,154121795,154122012,4,"2,3,4,5",0,1,1,1,1
chr3,154122012,154122040,3,"3,4,5",0,0,1,1,1
chr3,154122040,154122094,2,"3,5",0,0,1,0,1
chr3,155664851,155665362,2,"4,5",0,0,0,1,1
chr3,155737935,155738065,2,"3,5",0,0,1,0,1
chr3,155738065,155738385,3,"3,4,5",0,0,1,1,1
chr3,155738385,155738434,2,"4,5",0,0,0,1,1
chr3,155744168,155744566,2,"4,5",0,0,0,1,1
chr3,155744938,155745035,2,"3,5",0,0,1,0,1
chr3,155745035,155745061,3,"3,4,5",0,0,1,1,1
chr3,155745061,155745331,4,"2,3,4,5",0,1,1,1,1
chr3,155745331,155745381,3,"2,3,5",0,1,1,0,1
chr3,155745381,155745388,2,"3,5",0,0,1,0,1
chr3,155870446,155870508,2,"3,5",0,0,1,0,1
chr3,155870508,155870764,3,"3,4,5",0,0,1,1,1
chr3,155870764,155871104,2,"3,5",0,0,1,0,1
chr3,155871146,155871716,2,"4,5",0,0,0,1,1
chr3,156674069,156674184,2,"4,5",0,0,0,1,1
chr3,156674184,156674213,3,"1,4,5",1,0,0,1,1
chr3,156674213,156674494,4,"1,3,4,5",1,0,1,1,1
chr3,156674494,156674747,3,"3,4,5",0,0,1,1,1
chr3,156674747,156674828,2,"4,5",0,0,0,1,1
chr3,156812549,156812570,3,"2,4,5",0,1,0,1,1
chr3,156812570,156812951,4,"2,3,4,5",0,1,1,1,1
chr3,156812951,156812969,3,"2,3,5",0,1,1,0,1
chr3,156816359,156816516,2,"3,5",0,0,1,0,1
chr3,156816753,156816766,2,"4,5",0,0,0,1,1
chr3,156816766,156816813,3,"2,4,5",0,1,0,1,1
chr3,156816813,156817086,4,"2,3,4,5",0,1,1,1,1
chr3,156817086,156817262,3,"3,4,5",0,0,1,1,1
chr3,156817262,156817371,2,"4,5",0,0,0,1,1
chr3,156825899,156826082,2,"2,5",0,1,0,0,1
chr3,156826082,156826161,3,"1,2,5",1,1,0,0,1
chr3,156826161,156826162,4,"1,2,4,5",1,1,0,1,1
chr3,156826162,156826392,5,"1,2,3,4,5",1,1,1,1,1
chr3,156826392,156826426,4,"2,3,4,5",0,1,1,1,1
chr3,156826426,156826721,3,"3,4,5",0,0,1,1,1
chr3,156826721,156827060,2,"3,5",0,0,1,0,1
chr3,157088734,157088868,2,"2,5",0,1,0,0,1
chr3,157088868,157088986,3,"2,4,5",0,1,0,1,1
chr3,157088986,157089054,4,"2,3,4,5",0,1,1,1,1
chr3,157089054,157089056,3,"3,4,5",0,0,1,1,1
chr3,157089056,157089333,4,"1,3,4,5",1,0,1,1,1
chr3,157089333,157089366,3,"1,3,5",1,0,1,0,1
chr3,157089366,157089436,2,"3,5",0,0,1,0,1
chr3,157160020,157160059,2,"4,5",0,0,0,1,1
chr3,157160059,157160072,3,"2,4,5",0,1,0,1,1
chr3,157160072,157160108,4,"2,3,4,5",0,1,1,1,1
chr3,157160108,157160379,5,"1,2,3,4,5",1,1,1,1,1
chr3,157160379,157160418,4,"1,3,4,5",1,0,1,1,1
chr3,157160418,157160440,3,"3,4,5",0,0,1,1,1
chr3,157160440,157160559,2,"4,5",0,0,0,1,1
chr3,157160651,157160952,2,"2,5",0,1,0,0,1
chr3,157174684,157174735,2,"4,5",0,0,0,1,1
chr3,157174735,157174957,3,"1,4,5",1,0,0,1,1
chr3,157174957,157175248,4,"1,3,4,5",1,0,1,1,1
chr3,157175248,157175250,3,"3,4,5",0,0,1,1,1
chr3,157175250,157175289,2,"4,5",0,0,0,1,1
chr3,157437375,157437604,2,"3,5",0,0,1,0,1
chr3,157437604,157438047,3,"3,4,5",0,0,1,1,1
chr3,157438047,157438174,2,"4,5",0,0,0,1,1
chr3,157542701,157543129,3,"3,4,5",0,0,1,1,1
chr3,157543129,157543558,2,"4,5",0,0,0,1,1
chr3,158097949,158098033,2,"4,5",0,0,0,1,1
chr3,158098033,158098078,3,"2,4,5",0,1,0,1,1
chr3,158098078,158098262,4,"2,3,4,5",0,1,1,1,1
chr3,158098262,158098288,3,"2,4,5",0,1,0,1,1
