chrom,start,end,num,list,ENCFF093TVZ_CEBPB_sorted.bed,ENCFF623VYN_CEBPB_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr5,154190314,154190550,2,"1,3",1,0,1
chr5,154682499,154682735,2,"1,3",1,0,1
chr5,154682900,154682932,2,"2,3",0,1,1
chr5,154682932,154683168,3,"1,2,3",1,1,1
chr5,154683168,154683264,2,"2,3",0,1,1
chr5,154835336,154835572,2,"1,3",1,0,1
chr5,154941006,154941242,2,"1,3",1,0,1
chr5,157142296,157142532,2,"1,3",1,0,1
chr5,157253534,157253583,2,"2,3",0,1,1
chr5,157253583,157253819,3,"1,2,3",1,1,1
chr5,157253819,157253898,2,"2,3",0,1,1
chr5,157390432,157390668,2,"1,3",1,0,1
chr5,159262886,159263122,2,"1,3",1,0,1
chr5,159533233,159533469,2,"1,3",1,0,1
chr5,160008729,160008912,3,"1,2,3",1,1,1
chr5,160008912,160009049,2,"2,3",0,1,1
chr5,160923815,160923916,2,"2,3",0,1,1
chr5,160923916,160924058,3,"1,2,3",1,1,1
chr5,160924058,160924179,2,"2,3",0,1,1
chr5,163460249,163460485,2,"1,3",1,0,1
chr5,163461758,163461826,2,"1,3",1,0,1
chr5,168282295,168282531,2,"1,3",1,0,1
chr5,168288419,168288465,2,"2,3",0,1,1
chr5,168288465,168288630,3,"1,2,3",1,1,1
chr5,168647132,168647136,2,"2,3",0,1,1
chr5,168647136,168647251,3,"1,2,3",1,1,1
chr5,168647251,168647316,2,"2,3",0,1,1
chr5,168697354,168697590,2,"1,3",1,0,1
chr5,170307671,170307907,2,"1,3",1,0,1
chr5,170749927,170750094,3,"1,2,3",1,1,1
chr5,170750094,170750125,2,"2,3",0,1,1
chr5,171336866,171337102,2,"1,3",1,0,1
chr5,172984333,172984398,2,"2,3",0,1,1
chr5,172984398,172984614,3,"1,2,3",1,1,1
chr5,173016851,173017087,2,"1,3",1,0,1
chr5,173075546,173075782,2,"1,3",1,0,1
chr5,173299389,173299625,2,"1,3",1,0,1
chr5,173315549,173315785,2,"1,3",1,0,1
chr5,173472791,173473027,2,"1,3",1,0,1
chr5,173616655,173616891,2,"1,3",1,0,1
chr5,173642140,173642185,2,"2,3",0,1,1
chr5,173642185,173642421,3,"1,2,3",1,1,1
chr5,173642421,173642704,2,"2,3",0,1,1
chr5,174503885,174503906,2,"1,3",1,0,1
chr5,174503906,174504087,3,"1,2,3",1,1,1
chr5,174504087,174504092,2,"1,3",1,0,1
chr5,174520509,174520623,2,"2,3",0,1,1
chr5,174520623,174520717,3,"1,2,3",1,1,1
chr5,174520717,174520873,2,"2,3",0,1,1
chr5,174611063,174611080,2,"2,3",0,1,1
chr5,174611080,174611293,3,"1,2,3",1,1,1
chr5,174611293,174611328,2,"2,3",0,1,1
chr5,174636222,174636238,2,"2,3",0,1,1
chr5,174636238,174636430,3,"1,2,3",1,1,1
chr5,174636430,174636437,2,"2,3",0,1,1
chr5,174642913,174642932,2,"2,3",0,1,1
chr5,175706463,175706519,2,"2,3",0,1,1
chr5,175706519,175706755,3,"1,2,3",1,1,1
chr5,175706755,175706819,2,"2,3",0,1,1
chr5,176352287,176352523,2,"1,3",1,0,1
chr5,176438966,176439202,2,"1,3",1,0,1
chr5,176537772,176537881,2,"2,3",0,1,1
chr5,176537881,176538047,3,"1,2,3",1,1,1
chr5,176538047,176538136,2,"2,3",0,1,1
chr5,176812769,176812820,2,"2,3",0,1,1
chr5,176812820,176813056,3,"1,2,3",1,1,1
chr5,176813056,176813103,2,"2,3",0,1,1
chr5,177301781,177301908,2,"2,3",0,1,1
chr5,177301908,177302006,3,"1,2,3",1,1,1
chr5,177302006,177302145,2,"2,3",0,1,1
chr5,177339404,177339640,2,"1,3",1,0,1
chr5,177457581,177457817,2,"1,3",1,0,1
chr5,177497934,177497986,2,"2,3",0,1,1
chr5,177546365,177546449,2,"2,3",0,1,1
chr5,177546449,177546599,3,"1,2,3",1,1,1
chr5,177546599,177546729,2,"2,3",0,1,1
chr5,178626098,178626334,2,"1,3",1,0,1
chr5,179622731,179622943,3,"1,2,3",1,1,1
chr5,179622943,179622947,2,"2,3",0,1,1
chr5,179623565,179623662,2,"2,3",0,1,1
chr5,179623662,179623845,3,"1,2,3",1,1,1
chr5,179623845,179623929,2,"2,3",0,1,1
chr5,179678416,179678475,2,"2,3",0,1,1
chr5,179678475,179678666,3,"1,2,3",1,1,1
chr5,179678666,179678780,2,"2,3",0,1,1
chr5,179732264,179732494,2,"2,3",0,1,1
chr5,179866761,179866997,2,"1,3",1,0,1
chr5,180071048,180071270,2,"1,3",1,0,1
chr5,180085268,180085504,2,"1,3",1,0,1
chr5,180802320,180802328,2,"1,3",1,0,1
chr5,180802328,180802508,3,"1,2,3",1,1,1
chr5,180802508,180802523,2,"2,3",0,1,1
chr5,180832024,180832072,2,"2,3",0,1,1
chr5,181149387,181149477,2,"2,3",0,1,1
chr5,181149477,181149640,3,"1,2,3",1,1,1
chr5,181149640,181149743,2,"2,3",0,1,1
chr5,181207268,181207504,2,"1,3",1,0,1
chr5,181221846,181222082,2,"1,3",1,0,1
chr5,181223498,181223734,2,"1,3",1,0,1
chr5,181244392,181244527,2,"2,3",0,1,1
chr5,181244527,181244583,3,"1,2,3",1,1,1
chr6,188749,188985,2,"1,3",1,0,1
chr6,2841208,2841310,2,"2,3",0,1,1
chr6,2841310,2841381,3,"1,2,3",1,1,1
chr6,2841381,2841565,2,"2,3",0,1,1
chr6,2938547,2938589,2,"2,3",0,1,1
chr6,2938589,2938825,3,"1,2,3",1,1,1
chr6,2938825,2939035,2,"2,3",0,1,1
chr6,2999258,2999457,3,"1,2,3",1,1,1
chr6,2999457,2999722,2,"2,3",0,1,1
chr6,3013426,3013507,2,"2,3",0,1,1
chr6,3013507,3013743,3,"1,2,3",1,1,1
chr6,3013743,3013790,2,"2,3",0,1,1
chr6,3126459,3126559,2,"2,3",0,1,1
chr6,3126559,3126723,3,"1,2,3",1,1,1
chr6,3126723,3126765,2,"2,3",0,1,1
chr6,3732576,3732614,2,"1,3",1,0,1
chr6,3848873,3849108,2,"1,3",1,0,1
chr6,3913054,3913072,2,"2,3",0,1,1
chr6,3913072,3913283,3,"1,2,3",1,1,1
chr6,3913283,3913308,2,"1,3",1,0,1
chr6,4018565,4018602,2,"2,3",0,1,1
chr6,4018602,4018838,3,"1,2,3",1,1,1
chr6,4018838,4018913,2,"2,3",0,1,1
chr6,4489509,4489649,2,"2,3",0,1,1
chr6,4489649,4489766,3,"1,2,3",1,1,1
chr6,4489766,4489873,2,"2,3",0,1,1
chr6,4607449,4607685,2,"1,3",1,0,1
chr6,4707014,4707092,2,"2,3",0,1,1
chr6,4707092,4707328,3,"1,2,3",1,1,1
chr6,4707328,4707378,2,"2,3",0,1,1
chr6,5082580,5082646,2,"2,3",0,1,1
chr6,5082646,5082882,3,"1,2,3",1,1,1
chr6,5082882,5082944,2,"2,3",0,1,1
chr6,6758901,6759347,2,"1,3",1,0,1
chr6,6803252,6803469,3,"1,2,3",1,1,1
chr6,6803469,6803720,2,"2,3",0,1,1
chr6,6803720,6803956,3,"1,2,3",1,1,1
chr6,6803956,6804021,2,"2,3",0,1,1
chr6,7267546,7267782,2,"1,3",1,0,1
chr6,7479912,7480276,2,"2,3",0,1,1
chr6,7505179,7505360,3,"1,2,3",1,1,1
chr6,7505360,7505649,2,"2,3",0,1,1
chr6,7532313,7532549,2,"1,3",1,0,1
chr6,8083276,8083358,2,"2,3",0,1,1
chr6,8083358,8083360,3,"1,2,3",1,1,1
chr6,10383283,10383519,2,"1,3",1,0,1
chr6,10403657,10403684,2,"2,3",0,1,1
chr6,10403684,10403920,3,"1,2,3",1,1,1
chr6,10403920,10403973,2,"2,3",0,1,1
chr6,10419940,10419983,2,"2,3",0,1,1
chr6,10419983,10420218,3,"1,2,3",1,1,1
chr6,10441006,10441208,2,"1,3",1,0,1
chr6,10441208,10441242,3,"1,2,3",1,1,1
chr6,10441242,10441572,2,"2,3",0,1,1
chr6,10505597,10505829,2,"1,3",1,0,1
chr6,10722765,10722782,2,"1,3",1,0,1
chr6,10722782,10722893,3,"1,2,3",1,1,1
chr6,10722893,10722922,2,"1,3",1,0,1
chr6,10747317,10747410,2,"2,3",0,1,1
chr6,10747410,10747522,3,"1,2,3",1,1,1
chr6,10747522,10747681,2,"2,3",0,1,1
chr6,10747699,10747935,2,"1,3",1,0,1
chr6,10873275,10873838,2,"2,3",0,1,1
chr6,11093442,11093528,2,"2,3",0,1,1
chr6,11093528,11093764,3,"1,2,3",1,1,1
chr6,11093764,11093806,2,"2,3",0,1,1
chr6,11096247,11096377,3,"1,2,3",1,1,1
chr6,11096377,11096387,2,"1,3",1,0,1
chr6,12012719,12012955,2,"1,3",1,0,1
chr6,12324154,12324185,2,"2,3",0,1,1
chr6,12324185,12324421,3,"1,2,3",1,1,1
chr6,12324421,12324518,2,"2,3",0,1,1
chr6,13269254,13269286,2,"2,3",0,1,1
chr6,13269286,13269455,3,"1,2,3",1,1,1
chr6,13269455,13269471,2,"2,3",0,1,1
chr6,13488030,13488047,2,"1,3",1,0,1
chr6,13924323,13924367,2,"2,3",0,1,1
chr6,13924367,13924603,3,"1,2,3",1,1,1
chr6,13924603,13924679,2,"2,3",0,1,1
chr6,16131070,16131248,2,"1,3",1,0,1
chr6,16761816,16762052,2,"1,3",1,0,1
chr6,16769101,16769337,2,"1,3",1,0,1
chr6,16769471,16769707,2,"1,3",1,0,1
chr6,17389445,17389551,2,"2,3",0,1,1
chr6,17389551,17389713,3,"1,2,3",1,1,1
chr6,17389713,17389809,2,"2,3",0,1,1
chr6,17706824,17707060,2,"1,3",1,0,1
chr6,19538040,19538243,3,"1,2,3",1,1,1
chr6,19538243,19538286,2,"2,3",0,1,1
chr6,20534314,20534550,2,"1,3",1,0,1
chr6,21587518,21587754,2,"1,3",1,0,1
chr6,24357988,24358038,2,"2,3",0,1,1
chr6,24358038,24358205,3,"1,2,3",1,1,1
chr6,24504661,24504667,2,"2,3",0,1,1
chr6,24504667,24504852,3,"1,2,3",1,1,1
chr6,24667073,24667106,2,"2,3",0,1,1
chr6,24667106,24667342,3,"1,2,3",1,1,1
chr6,24667342,24667363,2,"2,3",0,1,1
chr6,25173975,25173990,2,"2,3",0,1,1
chr6,25173990,25174137,3,"1,2,3",1,1,1
chr6,25174137,25174177,2,"2,3",0,1,1
chr6,25194317,25194423,2,"2,3",0,1,1
chr6,25194423,25194659,3,"1,2,3",1,1,1
chr6,25194659,25194681,2,"2,3",0,1,1
chr6,25335069,25335305,2,"1,3",1,0,1
chr6,25788512,25788748,2,"1,3",1,0,1
chr6,26003241,26003415,3,"1,2,3",1,1,1
chr6,26003415,26003453,2,"2,3",0,1,1
chr6,26026290,26026526,2,"1,3",1,0,1
chr6,26103901,26104137,2,"1,3",1,0,1
chr6,26122935,26123056,2,"2,3",0,1,1
chr6,26123056,26123292,3,"1,2,3",1,1,1
chr6,26123292,26123299,2,"2,3",0,1,1
chr6,26188372,26188564,2,"1,3",1,0,1
chr6,26188954,26189073,2,"2,3",0,1,1
chr6,26189073,26189194,3,"1,2,3",1,1,1
chr6,26189194,26189318,2,"2,3",0,1,1
chr6,26240274,26240510,2,"1,3",1,0,1
chr6,26251517,26251753,2,"1,3",1,0,1
chr6,26272667,26272715,2,"2,3",0,1,1
chr6,26272715,26272828,3,"1,2,3",1,1,1
chr6,26272828,26272829,2,"1,3",1,0,1
chr6,26285420,26285656,2,"1,3",1,0,1
chr6,26312491,26312706,2,"1,3",1,0,1
chr6,26313105,26313286,2,"1,3",1,0,1
chr6,26322087,26322323,2,"1,3",1,0,1
chr6,26537317,26537377,2,"2,3",0,1,1
chr6,26537377,26537613,3,"1,2,3",1,1,1
chr6,26537613,26537681,2,"2,3",0,1,1
chr6,26596761,26596762,2,"2,3",0,1,1
chr6,26596762,26596967,3,"1,2,3",1,1,1
chr6,27019686,27019837,2,"2,3",0,1,1
chr6,27019837,27019995,3,"1,2,3",1,1,1
chr6,27019995,27020050,2,"2,3",0,1,1
chr6,27020256,27020268,2,"1,3",1,0,1
chr6,27020268,27020457,3,"1,2,3",1,1,1
chr6,27020457,27020458,2,"1,3",1,0,1
chr6,27147283,27147348,2,"2,3",0,1,1
chr6,27147348,27147584,3,"1,2,3",1,1,1
chr6,27147584,27147647,2,"2,3",0,1,1
chr6,27241593,27241829,2,"1,3",1,0,1
chr6,27505638,27505874,2,"1,3",1,0,1
chr6,27519414,27519650,2,"1,3",1,0,1
chr6,27556250,27556261,2,"1,3",1,0,1
chr6,27772443,27772679,2,"1,3",1,0,1
chr6,27830638,27830781,2,"1,3",1,0,1
chr6,27838220,27838264,2,"2,3",0,1,1
chr6,27838264,27838500,3,"1,2,3",1,1,1
chr6,27838500,27838584,2,"2,3",0,1,1
chr6,27864901,27864975,2,"2,3",0,1,1
chr6,27864975,27865211,3,"1,2,3",1,1,1
chr6,27865211,27865265,2,"2,3",0,1,1
chr6,27890638,27890874,2,"1,3",1,0,1
chr6,28080803,28081039,2,"1,3",1,0,1
chr6,28212737,28213101,2,"2,3",0,1,1
chr6,28587269,28587505,2,"1,3",1,0,1
chr6,28589521,28589757,2,"1,3",1,0,1
chr6,28863641,28863759,2,"1,3",1,0,1
chr6,30061136,30061372,2,"1,3",1,0,1
chr6,30075719,30075738,2,"2,3",0,1,1
chr6,30075738,30075940,3,"1,2,3",1,1,1
chr6,30075940,30075955,2,"2,3",0,1,1
chr6,30095477,30095713,2,"1,3",1,0,1
chr6,30516072,30516085,2,"2,3",0,1,1
chr6,30516085,30516302,3,"1,2,3",1,1,1
chr6,30516302,30516328,2,"2,3",0,1,1
chr6,30516570,30516792,2,"1,3",1,0,1
chr6,30556475,30556711,2,"1,3",1,0,1
chr6,30614901,30614973,2,"2,3",0,1,1
chr6,30614973,30615111,3,"1,2,3",1,1,1
chr6,30615111,30615175,2,"2,3",0,1,1
chr6,30617623,30617859,2,"1,3",1,0,1
chr6,30646860,30647093,2,"1,3",1,0,1
chr6,30707334,30707570,2,"1,3",1,0,1
chr6,30717195,30717431,2,"1,3",1,0,1
chr6,30717492,30717832,2,"2,3",0,1,1
chr6,30720061,30720139,2,"1,3",1,0,1
chr6,30742842,30742862,2,"2,3",0,1,1
chr6,30742862,30743088,3,"1,2,3",1,1,1
chr6,30743088,30743101,2,"2,3",0,1,1
chr6,30751577,30751813,2,"1,3",1,0,1
chr6,30769212,30769448,2,"1,3",1,0,1
chr6,30802853,30803089,2,"1,3",1,0,1
chr6,31203969,31204178,3,"1,2,3",1,1,1
chr6,31204178,31204229,2,"2,3",0,1,1
chr6,31366738,31366914,2,"1,3",1,0,1
chr6,31547402,31547459,2,"2,3",0,1,1
chr6,31547459,31547695,3,"1,2,3",1,1,1
chr6,31547695,31547722,2,"2,3",0,1,1
chr6,31619974,31620210,2,"1,3",1,0,1
chr6,31660991,31661067,2,"1,3",1,0,1
chr6,31703271,31703301,2,"2,3",0,1,1
chr6,31703301,31703513,3,"1,2,3",1,1,1
chr6,31703513,31703544,2,"2,3",0,1,1
chr6,31821434,31821564,2,"1,3",1,0,1
chr6,31835101,31835337,2,"1,3",1,0,1
chr6,31863745,31863981,2,"1,3",1,0,1
chr6,31920860,31920978,2,"2,3",0,1,1
chr6,31920978,31921110,3,"1,2,3",1,1,1
chr6,31921110,31921224,2,"2,3",0,1,1
chr6,31971854,31971929,2,"2,3",0,1,1
chr6,31971929,31972111,3,"1,2,3",1,1,1
chr6,31972111,31972435,2,"2,3",0,1,1
chr6,32178158,32178394,2,"1,3",1,0,1
chr6,32255241,32255477,2,"1,3",1,0,1
chr6,32459898,32460134,2,"1,3",1,0,1
chr6,32971855,32972091,2,"1,3",1,0,1
chr6,33082788,33082894,2,"2,3",0,1,1
chr6,33082894,33082973,3,"1,2,3",1,1,1
chr6,33082973,33083008,2,"2,3",0,1,1
chr6,33391551,33391787,2,"1,3",1,0,1
chr6,33620790,33620885,2,"1,3",1,0,1
chr6,33717025,33717205,3,"1,2,3",1,1,1
chr6,33717205,33717305,2,"2,3",0,1,1
chr6,33762263,33762499,2,"1,3",1,0,1
chr6,34179998,34180008,2,"1,3",1,0,1
chr6,34180008,34180173,3,"1,2,3",1,1,1
chr6,34180173,34180174,2,"2,3",0,1,1
chr6,34529647,34529874,2,"1,3",1,0,1
chr6,34536715,34536951,2,"1,3",1,0,1
chr6,34544893,34544951,2,"1,3",1,0,1
chr6,34697185,34697250,2,"2,3",0,1,1
chr6,34697250,34697296,3,"1,2,3",1,1,1
chr6,34792715,34792806,2,"2,3",0,1,1
chr6,34792806,34792892,3,"1,2,3",1,1,1
chr6,34887972,34888208,2,"1,3",1,0,1
chr6,35205105,35205184,2,"2,3",0,1,1
chr6,35205184,35205420,3,"1,2,3",1,1,1
chr6,35205420,35205425,2,"2,3",0,1,1
chr6,35297636,35297872,2,"1,3",1,0,1
chr6,35342122,35342323,2,"2,3",0,1,1
chr6,35461372,35461391,2,"2,3",0,1,1
chr6,35461391,35461608,3,"1,2,3",1,1,1
chr6,35461608,35461621,2,"2,3",0,1,1
chr6,35468246,35468482,2,"1,3",1,0,1
chr6,35544904,35545140,2,"1,3",1,0,1
chr6,35601873,35602109,2,"1,3",1,0,1
chr6,35737637,35737646,2,"2,3",0,1,1
chr6,35737646,35737822,3,"1,2,3",1,1,1
chr6,35776435,35776874,2,"1,3",1,0,1
chr6,36118539,36118775,2,"1,3",1,0,1
chr6,36154430,36154666,2,"1,3",1,0,1
chr6,36320374,36320610,2,"1,3",1,0,1
chr6,36441489,36441725,2,"1,3",1,0,1
chr6,36455551,36455787,2,"1,3",1,0,1
chr6,36590307,36590531,2,"1,3",1,0,1
chr6,36617165,36617188,2,"2,3",0,1,1
chr6,36617188,36617412,3,"1,2,3",1,1,1
chr6,36617412,36617430,2,"2,3",0,1,1
chr6,36667105,36667137,2,"2,3",0,1,1
chr6,36667137,36667337,3,"1,2,3",1,1,1
chr6,36667337,36667371,2,"2,3",0,1,1
chr6,37172351,37172419,2,"2,3",0,1,1
chr6,37172419,37172547,3,"1,2,3",1,1,1
chr6,37624133,37624369,2,"1,3",1,0,1
chr6,37820393,37820413,2,"1,3",1,0,1
chr6,37820413,37820532,3,"1,2,3",1,1,1
chr6,39303200,39303301,2,"2,3",0,1,1
chr6,39303301,39303450,3,"1,2,3",1,1,1
chr6,39303450,39303564,2,"2,3",0,1,1
chr6,40395451,40395687,2,"1,3",1,0,1
chr6,40708571,40708803,3,"1,2,3",1,1,1
chr6,40708803,40708928,2,"2,3",0,1,1
chr6,40714892,40714956,2,"1,3",1,0,1
chr6,40714956,40715128,3,"1,2,3",1,1,1
chr6,40715128,40715311,2,"2,3",0,1,1
chr6,40715311,40715320,3,"1,2,3",1,1,1
chr6,40715320,40715366,2,"1,3",1,0,1
chr6,41499212,41499448,2,"1,3",1,0,1
chr6,41712936,41713088,3,"1,2,3",1,1,1
chr6,41713088,41713095,2,"1,3",1,0,1
chr6,41767308,41767398,2,"1,3",1,0,1
chr6,41920859,41921095,2,"1,3",1,0,1
chr6,41936366,41936508,3,"1,2,3",1,1,1
chr6,41936508,41936527,2,"2,3",0,1,1
chr6,41941677,41941720,2,"2,3",0,1,1
chr6,41941720,41941956,3,"1,2,3",1,1,1
chr6,41941956,41942041,2,"2,3",0,1,1
chr6,42746257,42746493,2,"1,3",1,0,1
chr6,42961152,42961245,2,"2,3",0,1,1
chr6,42961245,42961369,3,"1,2,3",1,1,1
chr6,42961369,42961377,2,"2,3",0,1,1
chr6,43021362,43021598,2,"1,3",1,0,1
chr6,43436535,43436771,2,"1,3",1,0,1
chr6,43608356,43608581,2,"1,3",1,0,1
chr6,43630115,43630139,2,"2,3",0,1,1
chr6,43630139,43630291,3,"1,2,3",1,1,1
chr6,43630291,43630297,2,"2,3",0,1,1
chr6,43725152,43725156,2,"2,3",0,1,1
chr6,43725156,43725344,3,"1,2,3",1,1,1
chr6,43725344,43725353,2,"1,3",1,0,1
chr6,43771875,43772107,2,"1,3",1,0,1
chr6,43856182,43856418,2,"1,3",1,0,1
chr6,44096823,44097043,2,"1,3",1,0,1
chr6,44156650,44156886,2,"1,3",1,0,1
chr6,44219209,44219362,2,"1,3",1,0,1
chr6,44237962,44238198,2,"1,3",1,0,1
chr6,49556535,49556709,3,"1,2,3",1,1,1
chr6,49556709,49556721,2,"2,3",0,1,1
chr6,51613753,51613865,2,"1,3",1,0,1
chr6,52352308,52352544,2,"1,3",1,0,1
chr6,52576456,52576535,2,"1,3",1,0,1
chr6,52652143,52652379,2,"1,3",1,0,1
chr6,52670842,52671078,2,"1,3",1,0,1
chr6,52882172,52882408,2,"1,3",1,0,1
chr6,53464926,53464955,2,"2,3",0,1,1
chr6,53464955,53465206,3,"1,2,3",1,1,1
chr6,53465206,53465290,2,"2,3",0,1,1
chr6,53465889,53465911,2,"1,3",1,0,1
chr6,53465911,53466110,3,"1,2,3",1,1,1
chr6,53466110,53466142,2,"2,3",0,1,1
chr6,53927324,53927348,2,"2,3",0,1,1
chr6,53927348,53927584,3,"1,2,3",1,1,1
chr6,53927584,53927708,2,"2,3",0,1,1
chr6,54935836,54935888,2,"1,3",1,0,1
chr6,54935888,54936000,3,"1,2,3",1,1,1
chr6,54936000,54936002,2,"1,3",1,0,1
chr6,55758567,55758629,2,"2,3",0,1,1
chr6,55758629,55758756,3,"1,2,3",1,1,1
chr6,55758756,55758851,2,"2,3",0,1,1
chr6,56955876,56956062,2,"1,3",1,0,1
chr6,57029188,57029212,2,"2,3",0,1,1
chr6,57029212,57029279,3,"1,2,3",1,1,1
chr6,57029279,57029318,2,"1,3",1,0,1
chr6,63527703,63527939,2,"1,3",1,0,1
chr6,63561005,63561048,3,"1,2,3",1,1,1
chr6,63561048,63561152,2,"2,3",0,1,1
chr6,63571857,63571859,2,"2,3",0,1,1
chr6,63571859,63572035,3,"1,2,3",1,1,1
chr6,63572035,63572047,2,"1,3",1,0,1
chr6,63572360,63572596,2,"1,3",1,0,1
chr6,63636194,63636201,2,"2,3",0,1,1
chr6,63636201,63636417,3,"1,2,3",1,1,1
chr6,63636417,63636420,2,"1,3",1,0,1
chr6,73461704,73461734,2,"1,3",1,0,1
chr6,73461734,73461893,3,"1,2,3",1,1,1
chr6,73461893,73461904,2,"2,3",0,1,1
chr6,73520894,73520897,2,"2,3",0,1,1
chr6,73520897,73521133,3,"1,2,3",1,1,1
chr6,73521133,73521406,2,"2,3",0,1,1
chr6,73585525,73585664,2,"2,3",0,1,1
chr6,73585664,73585771,3,"1,2,3",1,1,1
chr6,73585771,73585858,2,"2,3",0,1,1
chr6,73704266,73704502,2,"1,3",1,0,1
chr6,75243691,75243927,2,"1,3",1,0,1
chr6,75449813,75450177,2,"2,3",0,1,1
chr6,79076892,79077098,2,"1,3",1,0,1
chr6,79233877,79234113,2,"1,3",1,0,1
chr6,79570347,79570535,2,"2,3",0,1,1
chr6,79570535,79570771,3,"1,2,3",1,1,1
chr6,79570771,79570910,2,"2,3",0,1,1
chr6,80508991,80509031,2,"1,3",1,0,1
chr6,80509031,80509137,3,"1,2,3",1,1,1
chr6,80509137,80509144,2,"1,3",1,0,1
chr6,81767165,81767172,2,"2,3",0,1,1
chr6,81767360,81767376,2,"2,3",0,1,1
chr6,81767376,81767612,3,"1,2,3",1,1,1
chr6,81767612,81767724,2,"2,3",0,1,1
chr6,83068265,83068280,2,"1,3",1,0,1
chr6,85498953,85499189,2,"1,3",1,0,1
chr6,86723765,86723795,2,"2,3",0,1,1
chr6,86723795,86724031,3,"1,2,3",1,1,1
chr6,86724031,86724129,2,"2,3",0,1,1
chr6,87421602,87421611,2,"2,3",0,1,1
chr6,87421611,87421831,3,"1,2,3",1,1,1
chr6,87421831,87421872,2,"2,3",0,1,1
chr6,87473713,87473737,2,"2,3",0,1,1
chr6,87473737,87473867,3,"1,2,3",1,1,1
chr6,89297732,89297897,2,"1,3",1,0,1
chr6,89297994,89298326,2,"2,3",0,1,1
chr6,89940495,89940530,2,"1,3",1,0,1
chr6,89940530,89940671,3,"1,2,3",1,1,1
chr6,89940671,89940674,2,"2,3",0,1,1
chr6,92892717,92892953,2,"1,3",1,0,1
chr6,96015552,96015788,2,"1,3",1,0,1
chr6,100175921,100176000,2,"2,3",0,1,1
chr6,100176000,100176236,3,"1,2,3",1,1,1
chr6,100176236,100176285,2,"2,3",0,1,1
chr6,105896743,105896979,2,"1,3",1,0,1
chr6,106439485,106439849,2,"2,3",0,1,1
chr6,106609767,106609997,2,"1,3",1,0,1
chr6,106688216,106688371,2,"1,3",1,0,1
chr6,106688371,106688452,3,"1,2,3",1,1,1
chr6,106688452,106688534,2,"2,3",0,1,1
chr6,106746250,106746486,2,"1,3",1,0,1
chr6,106746752,106746988,2,"1,3",1,0,1
chr6,108211709,108211741,2,"2,3",0,1,1
chr6,108211741,108211977,3,"1,2,3",1,1,1
chr6,108211977,108212073,2,"2,3",0,1,1
chr6,108261331,108261681,2,"2,3",0,1,1
chr6,108558511,108558745,2,"1,3",1,0,1
chr6,108559305,108559306,2,"1,3",1,0,1
chr6,109165614,109165850,2,"1,3",1,0,1
chr6,109336361,109336597,2,"1,3",1,0,1
chr6,109336885,109337121,2,"1,3",1,0,1
chr6,109382993,109383045,2,"2,3",0,1,1
chr6,109383045,109383281,3,"1,2,3",1,1,1
chr6,109383281,109383357,2,"2,3",0,1,1
chr6,109482743,109482815,3,"1,2,3",1,1,1
chr6,109482815,109482845,2,"1,3",1,0,1
chr6,109486172,109486212,2,"2,3",0,1,1
chr6,109486212,109486402,3,"1,2,3",1,1,1
chr6,110179861,110179873,2,"1,3",1,0,1
chr6,110179873,110180053,3,"1,2,3",1,1,1
chr6,110180053,110180065,2,"1,3",1,0,1
chr6,110484335,110484442,2,"2,3",0,1,1
chr6,110484442,110484582,3,"1,2,3",1,1,1
chr6,110484582,110484698,2,"2,3",0,1,1
chr6,110952395,110952494,2,"2,3",0,1,1
chr6,110952494,110952631,3,"1,2,3",1,1,1
chr6,110952631,110952730,2,"2,3",0,1,1
chr6,110958140,110958147,2,"1,3",1,0,1
chr6,110981926,110982162,2,"1,3",1,0,1
chr6,111259696,111259821,2,"1,3",1,0,1
chr6,111276406,111276445,2,"2,3",0,1,1
chr6,111276445,111276681,3,"1,2,3",1,1,1
chr6,111276681,111276712,2,"2,3",0,1,1
chr6,111565901,111565941,2,"2,3",0,1,1
chr6,111565941,111566096,3,"1,2,3",1,1,1
chr6,111566096,111566212,2,"2,3",0,1,1
chr6,112086994,112087210,3,"1,2,3",1,1,1
chr6,112087210,112087277,2,"2,3",0,1,1
chr6,113352173,113352225,2,"2,3",0,1,1
chr6,113352225,113352461,3,"1,2,3",1,1,1
chr6,113352461,113352537,2,"2,3",0,1,1
chr6,113432974,113433071,3,"1,2,3",1,1,1
chr6,113433071,113433108,2,"1,3",1,0,1
chr6,113433395,113433478,2,"2,3",0,1,1
chr6,113433478,113433758,3,"1,2,3",1,1,1
chr6,113433758,113433799,2,"2,3",0,1,1
chr6,113530839,113531075,2,"1,3",1,0,1
chr6,116511374,116511405,2,"2,3",0,1,1
chr6,116511405,116511641,3,"1,2,3",1,1,1
chr6,116511641,116511673,2,"2,3",0,1,1
chr6,116571282,116571518,2,"1,3",1,0,1
chr6,118580638,118580765,2,"1,3",1,0,1
chr6,119077680,119077739,2,"2,3",0,1,1
chr6,119077739,119077975,3,"1,2,3",1,1,1
chr6,119077975,119078044,2,"2,3",0,1,1
chr6,119261224,119261350,2,"2,3",0,1,1
chr6,119261350,119261540,3,"1,2,3",1,1,1
chr6,122869546,122869558,2,"2,3",0,1,1
chr6,122869558,122869678,3,"1,2,3",1,1,1
chr6,125584671,125584907,2,"1,3",1,0,1
