chrom,start,end,num,list,ENCFF287HLG_MAZ_sorted.bed,ENCFF494YAO_MAZ_sorted.bed,ENCFF662EQM_MAZ_sorted.bed,ENCFF815AXO_MAZ_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr7,94658482,94658685,3,"1,2,5",1,1,0,0,1
chr7,94907179,94907241,2,"3,5",0,0,1,0,1
chr7,94907241,94908017,3,"1,3,5",1,0,1,0,1
chr7,94908017,94908031,2,"3,5",0,0,1,0,1
chr7,95396151,95396233,2,"3,5",0,0,1,0,1
chr7,95396233,95396270,3,"1,3,5",1,0,1,0,1
chr7,95396270,95396809,4,"1,3,4,5",1,0,1,1,1
chr7,95396809,95396855,3,"3,4,5",0,0,1,1,1
chr7,95396855,95396957,2,"3,5",0,0,1,0,1
chr7,96303132,96303139,2,"1,5",1,0,0,0,1
chr7,96303139,96303523,3,"1,4,5",1,0,0,1,1
chr7,96303523,96303708,2,"1,5",1,0,0,0,1
chr7,96321258,96321642,2,"4,5",0,0,0,1,1
chr7,96321819,96321987,2,"1,5",1,0,0,0,1
chr7,96321987,96322002,3,"1,4,5",1,0,0,1,1
chr7,96322002,96322262,4,"1,2,4,5",1,1,0,1,1
chr7,96322262,96322371,3,"1,4,5",1,0,0,1,1
chr7,96322371,96322513,2,"1,5",1,0,0,0,1
chr7,97005285,97005617,2,"1,5",1,0,0,0,1
chr7,97006005,97006649,2,"3,5",0,0,1,0,1
chr7,97016267,97016416,2,"4,5",0,0,0,1,1
chr7,97016416,97016651,3,"3,4,5",0,0,1,1,1
chr7,97016651,97017060,2,"3,5",0,0,1,0,1
chr7,97027514,97027980,2,"3,5",0,0,1,0,1
chr7,97117370,97117418,2,"3,5",0,0,1,0,1
chr7,97117418,97117994,3,"1,3,5",1,0,1,0,1
chr7,97117994,97118137,2,"3,5",0,0,1,0,1
chr7,97871999,97872701,2,"1,5",1,0,0,0,1
chr7,97972002,97972086,2,"1,5",1,0,0,0,1
chr7,97972086,97972188,3,"1,3,5",1,0,1,0,1
chr7,97972188,97972572,4,"1,3,4,5",1,0,1,1,1
chr7,97972572,97972578,3,"1,3,5",1,0,1,0,1
chr7,97972578,97972667,2,"3,5",0,0,1,0,1
chr7,98106642,98106890,2,"1,5",1,0,0,0,1
chr7,98106890,98107143,3,"1,3,5",1,0,1,0,1
chr7,98107143,98107324,2,"3,5",0,0,1,0,1
chr7,98211743,98212127,2,"4,5",0,0,0,1,1
chr7,98251741,98251866,2,"3,5",0,0,1,0,1
chr7,98251866,98252010,3,"1,3,5",1,0,1,0,1
chr7,98252010,98252385,4,"1,3,4,5",1,0,1,1,1
chr7,98252385,98252394,3,"1,4,5",1,0,0,1,1
chr7,98252394,98252643,2,"1,5",1,0,0,0,1
chr7,98281651,98281662,2,"4,5",0,0,0,1,1
chr7,98281662,98281853,3,"3,4,5",0,0,1,1,1
chr7,98281853,98281918,2,"3,5",0,0,1,0,1
chr7,98300933,98301286,2,"1,5",1,0,0,0,1
chr7,98878147,98878328,2,"1,5",1,0,0,0,1
chr7,98878578,98879241,2,"3,5",0,0,1,0,1
chr7,99325553,99325879,2,"3,5",0,0,1,0,1
chr7,99325879,99326197,3,"3,4,5",0,0,1,1,1
chr7,99326197,99326263,2,"4,5",0,0,0,1,1
chr7,99374133,99374427,2,"3,5",0,0,1,0,1
chr7,99374427,99374620,3,"3,4,5",0,0,1,1,1
chr7,99374620,99374804,2,"4,5",0,0,0,1,1
chr7,99375016,99375305,2,"3,5",0,0,1,0,1
chr7,99375305,99375392,3,"3,4,5",0,0,1,1,1
chr7,99375392,99375646,4,"2,3,4,5",0,1,1,1,1
chr7,99375646,99375652,3,"2,4,5",0,1,0,1,1
chr7,99375652,99375683,2,"4,5",0,0,0,1,1
chr7,99380779,99381163,2,"4,5",0,0,0,1,1
chr7,99408510,99409231,2,"3,5",0,0,1,0,1
chr7,99438637,99439181,3,"1,3,5",1,0,1,0,1
chr7,99439181,99439413,2,"3,5",0,0,1,0,1
chr7,99465883,99466472,2,"3,5",0,0,1,0,1
chr7,99472563,99472663,2,"3,5",0,0,1,0,1
chr7,99472663,99473052,3,"1,3,5",1,0,1,0,1
chr7,99499998,99500043,2,"3,5",0,0,1,0,1
chr7,99500043,99500466,3,"1,3,5",1,0,1,0,1
chr7,99504871,99504882,2,"1,5",1,0,0,0,1
chr7,99504882,99504955,3,"1,3,5",1,0,1,0,1
chr7,99504955,99505339,4,"1,3,4,5",1,0,1,1,1
chr7,99505339,99505447,3,"1,3,5",1,0,1,0,1
chr7,99505447,99505525,2,"3,5",0,0,1,0,1
chr7,99551715,99551778,2,"3,5",0,0,1,0,1
chr7,99551778,99552286,3,"1,3,5",1,0,1,0,1
chr7,99558221,99558362,2,"1,5",1,0,0,0,1
chr7,99558362,99558402,3,"1,3,5",1,0,1,0,1
chr7,99558402,99558582,4,"1,3,4,5",1,0,1,1,1
chr7,99558582,99558786,5,"1,2,3,4,5",1,1,1,1,1
chr7,99558786,99558842,4,"1,2,3,5",1,1,1,0,1
chr7,99558842,99558998,3,"1,3,5",1,0,1,0,1
chr7,99558998,99559263,2,"3,5",0,0,1,0,1
chr7,99616433,99616502,3,"1,2,5",1,1,0,0,1
chr7,99616502,99616647,4,"1,2,4,5",1,1,0,1,1
chr7,99616647,99616886,3,"1,4,5",1,0,0,1,1
chr7,99616886,99617231,2,"1,5",1,0,0,0,1
chr7,99693216,99693219,2,"1,5",1,0,0,0,1
chr7,99693219,99693792,3,"1,3,5",1,0,1,0,1
chr7,99693792,99693863,2,"3,5",0,0,1,0,1
chr7,99860447,99860831,2,"4,5",0,0,0,1,1
chr7,99919110,99919754,2,"3,5",0,0,1,0,1
chr7,99997580,99997585,2,"1,5",1,0,0,0,1
chr7,99997585,99997681,3,"1,3,5",1,0,1,0,1
chr7,99997681,99998065,4,"1,3,4,5",1,0,1,1,1
chr7,99998065,99998139,3,"1,3,5",1,0,1,0,1
chr7,99998139,99998165,2,"3,5",0,0,1,0,1
chr7,100015388,100015884,3,"1,3,5",1,0,1,0,1
chr7,100015884,100015885,2,"3,5",0,0,1,0,1
chr7,100049477,100049529,2,"3,5",0,0,1,0,1
chr7,100049529,100050105,3,"1,3,5",1,0,1,0,1
chr7,100050105,100050304,2,"3,5",0,0,1,0,1
chr7,100081554,100081632,2,"3,5",0,0,1,0,1
chr7,100081632,100081638,3,"3,4,5",0,0,1,1,1
chr7,100081638,100081763,4,"1,3,4,5",1,0,1,1,1
chr7,100081763,100082016,5,"1,2,3,4,5",1,1,1,1,1
chr7,100082016,100082023,4,"1,2,3,5",1,1,1,0,1
chr7,100082023,100082092,3,"1,3,5",1,0,1,0,1
chr7,100100465,100100537,3,"1,3,5",1,0,1,0,1
chr7,100100537,100100921,4,"1,3,4,5",1,0,1,1,1
chr7,100100921,100100924,3,"1,3,5",1,0,1,0,1
chr7,100100924,100100958,2,"3,5",0,0,1,0,1
chr7,100101345,100101348,2,"1,5",1,0,0,0,1
chr7,100101348,100101732,3,"1,4,5",1,0,0,1,1
chr7,100101732,100102073,2,"1,5",1,0,0,0,1
chr7,100126978,100127028,2,"4,5",0,0,0,1,1
chr7,100127028,100127288,3,"2,4,5",0,1,0,1,1
chr7,100127288,100127362,2,"4,5",0,0,0,1,1
chr7,100148416,100148504,2,"1,5",1,0,0,0,1
chr7,100148504,100148888,3,"1,4,5",1,0,0,1,1
chr7,100148888,100148992,2,"1,5",1,0,0,0,1
chr7,100157702,100158086,2,"4,5",0,0,0,1,1
chr7,100158471,100158498,2,"1,5",1,0,0,0,1
chr7,100158498,100158632,3,"1,3,5",1,0,1,0,1
chr7,100158632,100158643,4,"1,3,4,5",1,0,1,1,1
chr7,100158643,100158903,5,"1,2,3,4,5",1,1,1,1,1
chr7,100158903,100158913,4,"1,3,4,5",1,0,1,1,1
chr7,100335895,100335900,2,"3,5",0,0,1,0,1
chr7,100335900,100335934,3,"3,4,5",0,0,1,1,1
chr7,100335934,100336284,4,"1,3,4,5",1,0,1,1,1
chr7,100336284,100336494,3,"1,3,5",1,0,1,0,1
chr7,100428557,100428634,2,"1,5",1,0,0,0,1
chr7,100428634,100428643,3,"1,4,5",1,0,0,1,1
chr7,100428643,100428903,4,"1,2,4,5",1,1,0,1,1
chr7,100428903,100428964,3,"1,4,5",1,0,0,1,1
chr7,100429064,100429126,2,"1,5",1,0,0,0,1
chr7,100429262,100429317,2,"2,5",0,1,0,0,1
chr7,100429317,100429466,3,"2,4,5",0,1,0,1,1
chr7,100429466,100429522,2,"2,5",0,1,0,0,1
chr7,100429563,100430207,2,"3,5",0,0,1,0,1
chr7,100436161,100436166,2,"3,5",0,0,1,0,1
chr7,100436166,100436322,3,"1,3,5",1,0,1,0,1
chr7,100436322,100436347,4,"1,3,4,5",1,0,1,1,1
chr7,100436347,100436607,5,"1,2,3,4,5",1,1,1,1,1
chr7,100436607,100436706,4,"1,3,4,5",1,0,1,1,1
chr7,100436706,100436742,3,"1,3,5",1,0,1,0,1
chr7,100436742,100436774,2,"3,5",0,0,1,0,1
chr7,100444325,100444431,3,"1,3,5",1,0,1,0,1
chr7,100444431,100444512,4,"1,3,4,5",1,0,1,1,1
chr7,100444512,100444772,5,"1,2,3,4,5",1,1,1,1,1
chr7,100444772,100444815,4,"1,3,4,5",1,0,1,1,1
chr7,100444815,100444844,3,"1,3,5",1,0,1,0,1
chr7,100444844,100445147,2,"3,5",0,0,1,0,1
chr7,100450387,100450390,2,"3,5",0,0,1,0,1
chr7,100450390,100450998,3,"1,3,5",1,0,1,0,1
chr7,100465863,100466204,2,"4,5",0,0,0,1,1
chr7,100479113,100479191,3,"1,3,5",1,0,1,0,1
chr7,100479191,100479210,4,"1,3,4,5",1,0,1,1,1
chr7,100479210,100479470,5,"1,2,3,4,5",1,1,1,1,1
chr7,100479470,100479575,4,"1,3,4,5",1,0,1,1,1
chr7,100479575,100479645,3,"1,3,5",1,0,1,0,1
chr7,100483124,100483142,2,"3,5",0,0,1,0,1
chr7,100483142,100483925,3,"1,3,5",1,0,1,0,1
chr7,100483925,100484017,2,"3,5",0,0,1,0,1
chr7,100493497,100493927,2,"1,5",1,0,0,0,1
chr7,100538985,100539369,2,"4,5",0,0,0,1,1
chr7,100568281,100568767,2,"1,5",1,0,0,0,1
chr7,100569453,100569545,2,"3,5",0,0,1,0,1
chr7,100569545,100569610,3,"3,4,5",0,0,1,1,1
chr7,100569610,100569929,4,"1,3,4,5",1,0,1,1,1
chr7,100569929,100570512,3,"1,3,5",1,0,1,0,1
chr7,100570512,100570533,2,"1,5",1,0,0,0,1
chr7,100586054,100586290,5,"1,2,3,4,5",1,1,1,1,1
chr7,100586290,100586650,4,"1,3,4,5",1,0,1,1,1
chr7,100586650,100586654,3,"3,4,5",0,0,1,1,1
chr7,100586654,100586732,2,"4,5",0,0,0,1,1
chr7,100602082,100602517,2,"1,5",1,0,0,0,1
chr7,100673381,100673440,2,"4,5",0,0,0,1,1
chr7,100673440,100673765,3,"1,4,5",1,0,0,1,1
chr7,100673765,100673853,2,"1,5",1,0,0,0,1
chr7,100705548,100705907,2,"1,5",1,0,0,0,1
chr7,100705907,100706385,3,"1,3,5",1,0,1,0,1
chr7,100801838,100801992,2,"1,5",1,0,0,0,1
chr7,100801992,100802414,3,"1,3,5",1,0,1,0,1
chr7,100802414,100802562,2,"3,5",0,0,1,0,1
chr7,100827431,100827815,2,"4,5",0,0,0,1,1
chr7,100874683,100874743,2,"1,5",1,0,0,0,1
chr7,100874743,100874865,3,"1,3,5",1,0,1,0,1
chr7,100874865,100875249,4,"1,3,4,5",1,0,1,1,1
chr7,100875249,100875694,3,"1,3,5",1,0,1,0,1
chr7,100889234,100889252,2,"3,5",0,0,1,0,1
chr7,100889252,100889742,3,"1,3,5",1,0,1,0,1
chr7,100889742,100889878,4,"1,3,4,5",1,0,1,1,1
chr7,100889878,100890126,3,"1,4,5",1,0,0,1,1
chr7,100890126,100890393,2,"1,5",1,0,0,0,1
chr7,100966154,100966160,2,"3,5",0,0,1,0,1
chr7,100966160,100966729,3,"1,3,5",1,0,1,0,1
chr7,101085069,101085109,2,"3,5",0,0,1,0,1
chr7,101085109,101085214,3,"1,3,5",1,0,1,0,1
chr7,101085214,101085252,4,"1,2,3,5",1,1,1,0,1
chr7,101085252,101085461,5,"1,2,3,4,5",1,1,1,1,1
chr7,101085461,101085474,4,"1,2,3,5",1,1,1,0,1
chr7,101085474,101085641,3,"1,3,5",1,0,1,0,1
chr7,101085641,101085956,2,"1,5",1,0,0,0,1
chr7,101126594,101126752,2,"1,5",1,0,0,0,1
chr7,101126752,101127170,3,"1,4,5",1,0,0,1,1
chr7,101127170,101127213,2,"4,5",0,0,0,1,1
chr7,101154166,101154220,3,"3,4,5",0,0,1,1,1
chr7,101154220,101154525,4,"1,3,4,5",1,0,1,1,1
chr7,101154525,101154801,3,"1,3,5",1,0,1,0,1
chr7,101154801,101155062,2,"1,5",1,0,0,0,1
chr7,101192411,101192778,2,"3,5",0,0,1,0,1
chr7,101200891,101200983,3,"1,3,5",1,0,1,0,1
chr7,101200983,101201030,4,"1,2,3,5",1,1,1,0,1
chr7,101201030,101201243,5,"1,2,3,4,5",1,1,1,1,1
chr7,101201243,101201414,4,"1,3,4,5",1,0,1,1,1
chr7,101201414,101201442,3,"1,3,5",1,0,1,0,1
chr7,101201656,101201696,2,"3,5",0,0,1,0,1
chr7,101201696,101202024,3,"1,3,5",1,0,1,0,1
chr7,101202024,101202471,2,"1,5",1,0,0,0,1
chr7,101217256,101217832,2,"1,5",1,0,0,0,1
chr7,101244373,101244530,2,"2,5",0,1,0,0,1
chr7,101244809,101244824,2,"1,5",1,0,0,0,1
chr7,101244824,101244830,3,"1,4,5",1,0,0,1,1
chr7,101244830,101245208,4,"1,3,4,5",1,0,1,1,1
chr7,101245208,101245297,3,"1,3,5",1,0,1,0,1
chr7,101308123,101308585,2,"1,5",1,0,0,0,1
chr7,101321638,101321972,2,"4,5",0,0,0,1,1
chr7,101321972,101322001,3,"3,4,5",0,0,1,1,1
chr7,101322149,101322402,2,"3,5",0,0,1,0,1
chr7,101362910,101363226,2,"1,5",1,0,0,0,1
chr7,101363966,101364228,2,"4,5",0,0,0,1,1
chr7,101386567,101386753,2,"1,5",1,0,0,0,1
chr7,101386753,101387143,3,"1,3,5",1,0,1,0,1
chr7,101387143,101387200,2,"3,5",0,0,1,0,1
chr7,101814149,101814339,4,"1,2,3,5",1,1,1,0,1
chr7,101814339,101814437,3,"1,3,5",1,0,1,0,1
chr7,101815442,101815631,2,"3,5",0,0,1,0,1
chr7,101815631,101815822,3,"1,3,5",1,0,1,0,1
chr7,101815822,101815866,4,"1,3,4,5",1,0,1,1,1
chr7,101815866,101816081,3,"1,4,5",1,0,0,1,1
chr7,102152946,102153283,2,"1,5",1,0,0,0,1
chr7,102153283,102153522,3,"1,2,5",1,1,0,0,1
chr7,102153522,102153543,2,"2,5",0,1,0,0,1
chr7,102258044,102258174,2,"1,5",1,0,0,0,1
chr7,102258174,102258620,3,"1,3,5",1,0,1,0,1
chr7,102258620,102258725,2,"3,5",0,0,1,0,1
chr7,102273650,102274153,2,"3,5",0,0,1,0,1
chr7,102286223,102286986,2,"3,5",0,0,1,0,1
chr7,102363577,102364409,2,"3,5",0,0,1,0,1
chr7,102396139,102396523,2,"4,5",0,0,0,1,1
chr7,102433400,102434044,2,"3,5",0,0,1,0,1
chr7,102451598,102451982,2,"4,5",0,0,0,1,1
chr7,102464710,102464737,3,"1,3,5",1,0,1,0,1
chr7,102464737,102464771,4,"1,3,4,5",1,0,1,1,1
chr7,102464771,102465031,5,"1,2,3,4,5",1,1,1,1,1
chr7,102465031,102465121,4,"1,3,4,5",1,0,1,1,1
chr7,102465121,102465246,3,"1,3,5",1,0,1,0,1
chr7,102465246,102465381,2,"3,5",0,0,1,0,1
chr7,102748714,102749098,2,"4,5",0,0,0,1,1
chr7,103074495,103074566,2,"1,5",1,0,0,0,1
chr7,103074711,103074726,2,"3,5",0,0,1,0,1
chr7,103074726,103074771,3,"3,4,5",0,0,1,1,1
chr7,103074771,103075031,4,"2,3,4,5",0,1,1,1,1
chr7,103075031,103075110,3,"3,4,5",0,0,1,1,1
chr7,103075110,103075355,2,"3,5",0,0,1,0,1
chr7,103106034,103106826,2,"1,5",1,0,0,0,1
chr7,103149285,103149695,2,"1,5",1,0,0,0,1
chr7,103297221,103297303,2,"1,5",1,0,0,0,1
chr7,103297303,103297737,3,"1,4,5",1,0,0,1,1
chr7,103297737,103297880,2,"4,5",0,0,0,1,1
chr7,103344522,103344735,2,"1,5",1,0,0,0,1
chr7,103344735,103344777,3,"1,2,5",1,1,0,0,1
chr7,103344777,103344911,4,"1,2,4,5",1,1,0,1,1
chr7,103344911,103344967,3,"1,2,5",1,1,0,0,1
chr7,103347493,103347898,2,"1,5",1,0,0,0,1
chr7,103461993,103462164,2,"1,5",1,0,0,0,1
chr7,104944882,104945430,2,"1,5",1,0,0,0,1
chr7,105012525,105012571,3,"1,3,5",1,0,1,0,1
chr7,105012571,105013240,4,"1,3,4,5",1,0,1,1,1
chr7,105013240,105013280,3,"1,3,5",1,0,1,0,1
chr7,105013280,105013281,2,"3,5",0,0,1,0,1
chr7,105013404,105013536,2,"3,5",0,0,1,0,1
chr7,105013536,105013567,3,"2,3,5",0,1,1,0,1
chr7,105013567,105013716,2,"2,5",0,1,0,0,1
chr7,105013716,105013796,3,"1,2,5",1,1,0,0,1
chr7,105013796,105013868,2,"1,5",1,0,0,0,1
chr7,105013868,105014096,3,"1,3,5",1,0,1,0,1
chr7,105014096,105014110,4,"1,2,3,5",1,1,1,0,1
chr7,105014110,105014292,5,"1,2,3,4,5",1,1,1,1,1
chr7,105014292,105014356,4,"2,3,4,5",0,1,1,1,1
chr7,105014356,105014359,3,"3,4,5",0,0,1,1,1
chr7,105521341,105521803,2,"1,5",1,0,0,0,1
chr7,105522323,105522492,2,"1,5",1,0,0,0,1
chr7,105531956,105532484,3,"1,4,5",1,0,0,1,1
chr7,105532484,105532503,2,"1,5",1,0,0,0,1
chr7,105876401,105876460,2,"4,5",0,0,0,1,1
chr7,105876460,105876555,3,"1,4,5",1,0,0,1,1
chr7,105876555,105876815,4,"1,2,4,5",1,1,0,1,1
chr7,105876815,105877018,3,"1,4,5",1,0,0,1,1
chr7,105877018,105877036,2,"1,5",1,0,0,0,1
chr7,106284858,106284951,2,"3,5",0,0,1,0,1
chr7,106284951,106284966,3,"3,4,5",0,0,1,1,1
chr7,106284966,106285058,4,"2,3,4,5",0,1,1,1,1
chr7,106285058,106285226,5,"1,2,3,4,5",1,1,1,1,1
chr7,106285226,106285335,4,"1,3,4,5",1,0,1,1,1
chr7,106285335,106285671,3,"1,3,5",1,0,1,0,1
chr7,106285671,106285702,2,"3,5",0,0,1,0,1
chr7,107044340,107044407,3,"1,3,5",1,0,1,0,1
chr7,107044407,107044437,4,"1,3,4,5",1,0,1,1,1
chr7,107044437,107044697,5,"1,2,3,4,5",1,1,1,1,1
chr7,107044697,107044791,4,"1,3,4,5",1,0,1,1,1
chr7,107044791,107044883,3,"1,3,5",1,0,1,0,1
chr7,107044883,107045142,2,"3,5",0,0,1,0,1
chr7,107168428,107168444,2,"4,5",0,0,0,1,1
chr7,107168444,107168704,3,"2,4,5",0,1,0,1,1
chr7,107168704,107169061,2,"4,5",0,0,0,1,1
chr7,107169683,107169943,2,"2,5",0,1,0,0,1
chr7,107563567,107564143,2,"1,5",1,0,0,0,1
chr7,107579971,107579988,2,"1,5",1,0,0,0,1
chr7,107579988,107580001,3,"1,3,5",1,0,1,0,1
chr7,107580001,107580100,4,"1,3,4,5",1,0,1,1,1
chr7,107580100,107580360,5,"1,2,3,4,5",1,1,1,1,1
chr7,107580360,107580547,4,"1,3,4,5",1,0,1,1,1
chr7,107580547,107580608,3,"3,4,5",0,0,1,1,1
chr7,107580608,107580632,2,"3,5",0,0,1,0,1
chr7,107743466,107743643,2,"4,5",0,0,0,1,1
chr7,107743643,107744053,3,"1,4,5",1,0,0,1,1
chr7,107744053,107744219,2,"1,5",1,0,0,0,1
chr7,107890975,107891001,2,"3,5",0,0,1,0,1
chr7,107891001,107891283,3,"1,3,5",1,0,1,0,1
chr7,107891283,107891577,4,"1,3,4,5",1,0,1,1,1
chr7,107891577,107891583,3,"3,4,5",0,0,1,1,1
chr7,107891583,107891667,2,"4,5",0,0,0,1,1
chr7,108034608,108034950,2,"4,5",0,0,0,1,1
chr7,108358523,108358544,2,"3,5",0,0,1,0,1
chr7,108358544,108359056,3,"3,4,5",0,0,1,1,1
chr7,108569398,108569974,2,"1,5",1,0,0,0,1
chr7,112206146,112206190,2,"3,5",0,0,1,0,1
chr7,112206190,112206351,3,"1,3,5",1,0,1,0,1
chr7,112206351,112206391,4,"1,2,3,5",1,1,1,0,1
chr7,112206391,112206611,5,"1,2,3,4,5",1,1,1,1,1
chr7,112206611,112206766,4,"1,3,4,5",1,0,1,1,1
chr7,112206766,112206790,3,"3,4,5",0,0,1,1,1
chr7,112206790,112206872,2,"4,5",0,0,0,1,1
chr7,112422908,112423275,2,"4,5",0,0,0,1,1
chr7,112450150,112450225,2,"1,5",1,0,0,0,1
chr7,112450225,112450276,3,"1,2,5",1,1,0,0,1
chr7,112450276,112450435,4,"1,2,4,5",1,1,0,1,1
chr7,112450435,112450485,5,"1,2,3,4,5",1,1,1,1,1
chr7,112450485,112450548,4,"1,3,4,5",1,0,1,1,1
chr7,112450710,112450845,3,"1,3,5",1,0,1,0,1
chr7,112450845,112451088,4,"1,3,4,5",1,0,1,1,1
chr7,112451088,112451229,3,"3,4,5",0,0,1,1,1
chr7,112451229,112451302,2,"3,5",0,0,1,0,1
chr7,115678044,115678501,2,"1,5",1,0,0,0,1
chr7,116525958,116525972,2,"3,5",0,0,1,0,1
chr7,116525972,116526052,3,"1,3,5",1,0,1,0,1
chr7,116526052,116526436,4,"1,3,4,5",1,0,1,1,1
chr7,116526436,116526548,3,"1,3,5",1,0,1,0,1
chr7,116526548,116526602,2,"3,5",0,0,1,0,1
chr7,116671827,116671924,2,"1,5",1,0,0,0,1
chr7,116671924,116672403,3,"1,3,5",1,0,1,0,1
chr7,116672403,116672568,2,"3,5",0,0,1,0,1
chr7,116810295,116810713,2,"3,5",0,0,1,0,1
chr7,116953364,116953366,2,"1,5",1,0,0,0,1
chr7,116953366,116954125,3,"1,3,5",1,0,1,0,1
chr7,116954125,116954228,4,"1,3,4,5",1,0,1,1,1
chr7,116954228,116954232,3,"1,4,5",1,0,0,1,1
chr7,116954232,116954509,2,"4,5",0,0,0,1,1
chr7,118183961,118184494,2,"3,5",0,0,1,0,1
chr7,120950578,120950635,2,"1,5",1,0,0,0,1
chr7,120950635,120951259,3,"1,4,5",1,0,0,1,1
chr7,120951259,120951427,2,"1,5",1,0,0,0,1
chr7,121396079,121396103,2,"1,5",1,0,0,0,1
chr7,121396103,121396211,3,"1,3,5",1,0,1,0,1
chr7,121396211,121396228,4,"1,3,4,5",1,0,1,1,1
chr7,121396228,121396488,5,"1,2,3,4,5",1,1,1,1,1
chr7,121396488,121396595,4,"1,3,4,5",1,0,1,1,1
chr7,121396595,121396655,3,"1,3,5",1,0,1,0,1
chr7,121396655,121396741,2,"3,5",0,0,1,0,1
chr7,123534466,123534525,2,"4,5",0,0,0,1,1
chr7,123534525,123534785,3,"2,4,5",0,1,0,1,1
chr7,123534785,123534850,2,"4,5",0,0,0,1,1
chr7,123534870,123535130,2,"2,5",0,1,0,0,1
chr7,123557524,123557674,2,"3,5",0,0,1,0,1
chr7,123557674,123558058,3,"3,4,5",0,0,1,1,1
chr7,123558058,123558288,2,"3,5",0,0,1,0,1
chr7,123748738,123748788,2,"1,5",1,0,0,0,1
chr7,123748788,123748918,3,"1,3,5",1,0,1,0,1
chr7,123748918,123749302,4,"1,3,4,5",1,0,1,1,1
chr7,123749302,123749514,3,"1,3,5",1,0,1,0,1
chr7,123749514,123749641,2,"3,5",0,0,1,0,1
chr7,124929742,124929825,2,"1,5",1,0,0,0,1
chr7,124929825,124930209,3,"1,4,5",1,0,0,1,1
chr7,124930209,124930257,2,"1,5",1,0,0,0,1
chr7,127585275,127585767,2,"3,5",0,0,1,0,1
chr7,127652006,127652497,2,"1,5",1,0,0,0,1
chr7,128005856,128006240,2,"4,5",0,0,0,1,1
chr7,128343514,128343535,2,"3,5",0,0,1,0,1
chr7,128343535,128343703,3,"1,3,5",1,0,1,0,1
chr7,128343703,128344087,4,"1,3,4,5",1,0,1,1,1
chr7,128344087,128344093,3,"1,3,5",1,0,1,0,1
chr7,128423700,128424072,2,"3,5",0,0,1,0,1
chr7,128455455,128455538,2,"3,5",0,0,1,0,1
chr7,128455538,128456079,3,"1,3,5",1,0,1,0,1
chr7,128456079,128456114,2,"1,5",1,0,0,0,1
chr7,128476636,128477280,2,"3,5",0,0,1,0,1
chr7,128531024,128531408,2,"4,5",0,0,0,1,1
chr7,128862597,128863173,2,"1,5",1,0,0,0,1
chr7,128869319,128869328,2,"3,5",0,0,1,0,1
chr7,128869328,128869352,3,"1,3,5",1,0,1,0,1
chr7,128869352,128869736,4,"1,3,4,5",1,0,1,1,1
chr7,128869736,128869904,3,"1,3,5",1,0,1,0,1
chr7,128869904,128869963,2,"3,5",0,0,1,0,1
chr7,129055006,129055390,2,"4,5",0,0,0,1,1
chr7,129188279,129188331,2,"3,5",0,0,1,0,1
chr7,129188331,129188907,3,"1,3,5",1,0,1,0,1
chr7,129188907,129188923,2,"3,5",0,0,1,0,1
chr7,129189071,129189493,2,"3,5",0,0,1,0,1
chr7,129224550,129224621,2,"1,5",1,0,0,0,1
chr7,129224621,129225126,3,"1,4,5",1,0,0,1,1
chr7,129225126,129225204,2,"4,5",0,0,0,1,1
chr7,129433826,129434105,2,"1,5",1,0,0,0,1
chr7,129434105,129434121,3,"1,3,5",1,0,1,0,1
chr7,129434121,129434654,4,"1,3,4,5",1,0,1,1,1
chr7,129434654,129434749,3,"3,4,5",0,0,1,1,1
chr7,129434749,129434759,2,"4,5",0,0,0,1,1
chr7,129611329,129611444,2,"3,5",0,0,1,0,1
chr7,129611444,129612020,3,"1,3,5",1,0,1,0,1
chr7,129612020,129612156,2,"3,5",0,0,1,0,1
chr7,129779643,129780219,2,"1,5",1,0,0,0,1
chr7,129825389,129825551,2,"4,5",0,0,0,1,1
chr7,129825551,129825773,3,"3,4,5",0,0,1,1,1
chr7,129825773,129826195,2,"3,5",0,0,1,0,1
chr7,129948863,129948917,4,"1,3,4,5",1,0,1,1,1
chr7,129948917,129949125,5,"1,2,3,4,5",1,1,1,1,1
chr7,129949125,129949177,4,"1,2,3,5",1,1,1,0,1
chr7,129949177,129949388,3,"1,3,5",1,0,1,0,1
chr7,129949388,129949703,2,"3,5",0,0,1,0,1
chr7,130070049,130070116,2,"1,5",1,0,0,0,1
chr7,130070116,130070249,3,"1,3,5",1,0,1,0,1
chr7,130070249,130070625,4,"1,3,4,5",1,0,1,1,1
chr7,130070625,130070633,3,"3,4,5",0,0,1,1,1
chr7,130070633,130070760,2,"3,5",0,0,1,0,1
chr7,130204982,130205380,2,"1,5",1,0,0,0,1
chr7,130205380,130205558,3,"1,4,5",1,0,0,1,1
chr7,130205558,130205764,2,"4,5",0,0,0,1,1
chr7,130373433,130374148,2,"3,5",0,0,1,0,1
chr7,130486124,130486329,2,"3,5",0,0,1,0,1
chr7,130486329,130486559,3,"1,3,5",1,0,1,0,1
chr7,130486559,130486905,2,"1,5",1,0,0,0,1
chr7,130668355,130668931,2,"1,5",1,0,0,0,1
chr7,131106005,131106043,2,"3,5",0,0,1,0,1
chr7,131106043,131106221,3,"1,3,5",1,0,1,0,1
chr7,131106221,131106566,4,"1,3,4,5",1,0,1,1,1
