chrom,start,end,num,list,ENCFF324SPP_SIN3A_sorted.bed,ENCFF701HQE_SIN3A_sorted.bed,ENCFF763YLV_SIN3A_sorted.bed,ENCFF873MAF_SIN3A_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr7,99504966,99505133,2,"2,5",0,1,0,0,1
chr7,99505133,99505138,3,"1,2,5",1,1,0,0,1
chr7,99505138,99505283,4,"1,2,3,5",1,1,1,0,1
chr7,99505283,99505342,3,"2,3,5",0,1,1,0,1
chr7,99505342,99505357,2,"3,5",0,0,1,0,1
chr7,99558433,99558435,2,"3,5",0,0,1,0,1
chr7,99558435,99558546,3,"3,4,5",0,0,1,1,1
chr7,99558546,99558627,4,"2,3,4,5",0,1,1,1,1
chr7,99558627,99558922,3,"2,4,5",0,1,0,1,1
chr7,99558922,99559005,2,"4,5",0,0,0,1,1
chr7,99616666,99616827,2,"4,5",0,0,0,1,1
chr7,99616827,99616847,3,"3,4,5",0,0,1,1,1
chr7,99616847,99616997,4,"1,3,4,5",1,0,1,1,1
chr7,99616997,99617117,3,"3,4,5",0,0,1,1,1
chr7,99617117,99617236,2,"4,5",0,0,0,1,1
chr7,99693400,99693886,2,"4,5",0,0,0,1,1
chr7,99919003,99919263,2,"3,5",0,0,1,0,1
chr7,99919263,99919267,3,"1,3,5",1,0,1,0,1
chr7,99919267,99919291,2,"1,5",1,0,0,0,1
chr7,99919291,99919348,3,"1,4,5",1,0,0,1,1
chr7,99919348,99919413,4,"1,3,4,5",1,0,1,1,1
chr7,99919413,99919808,3,"3,4,5",0,0,1,1,1
chr7,100049814,100049832,2,"4,5",0,0,0,1,1
chr7,100049832,100049861,3,"2,4,5",0,1,0,1,1
chr7,100049861,100049943,4,"2,3,4,5",0,1,1,1,1
chr7,100049943,100050079,5,"1,2,3,4,5",1,1,1,1,1
chr7,100081631,100082007,4,"2,3,4,5",0,1,1,1,1
chr7,100082007,100082092,3,"3,4,5",0,0,1,1,1
chr7,100082526,100082907,2,"4,5",0,0,0,1,1
chr7,100088802,100089080,3,"3,4,5",0,0,1,1,1
chr7,100089080,100089106,2,"4,5",0,0,0,1,1
chr7,100100639,100100642,3,"2,4,5",0,1,0,1,1
chr7,100100642,100100672,4,"2,3,4,5",0,1,1,1,1
chr7,100100672,100100806,5,"1,2,3,4,5",1,1,1,1,1
chr7,100100806,100100822,4,"1,2,4,5",1,1,0,1,1
chr7,100100822,100100935,3,"2,4,5",0,1,0,1,1
chr7,100100935,100100954,2,"2,5",0,1,0,0,1
chr7,100101311,100101427,2,"4,5",0,0,0,1,1
chr7,100101427,100101717,3,"3,4,5",0,0,1,1,1
chr7,100101717,100101881,2,"4,5",0,0,0,1,1
chr7,100119241,100119457,3,"3,4,5",0,0,1,1,1
chr7,100119457,100119766,2,"4,5",0,0,0,1,1
chr7,100126800,100127033,4,"2,3,4,5",0,1,1,1,1
chr7,100127033,100127109,3,"2,4,5",0,1,0,1,1
chr7,100127109,100127335,2,"4,5",0,0,0,1,1
chr7,100148933,100149091,2,"3,5",0,0,1,0,1
chr7,100158622,100158879,4,"2,3,4,5",0,1,1,1,1
chr7,100158879,100158900,3,"2,4,5",0,1,0,1,1
chr7,100158900,100158950,2,"4,5",0,0,0,1,1
chr7,100200179,100200550,2,"4,5",0,0,0,1,1
chr7,100335840,100336193,2,"4,5",0,0,0,1,1
chr7,100336193,100336430,3,"3,4,5",0,0,1,1,1
chr7,100336430,100336468,2,"3,5",0,0,1,0,1
chr7,100344830,100345116,2,"4,5",0,0,0,1,1
chr7,100428584,100428639,2,"4,5",0,0,0,1,1
chr7,100428639,100428697,3,"2,4,5",0,1,0,1,1
chr7,100428697,100428756,4,"2,3,4,5",0,1,1,1,1
chr7,100428756,100428906,5,"1,2,3,4,5",1,1,1,1,1
chr7,100428906,100428978,4,"2,3,4,5",0,1,1,1,1
chr7,100429080,100429281,2,"4,5",0,0,0,1,1
chr7,100429281,100429341,3,"3,4,5",0,0,1,1,1
chr7,100429341,100429528,2,"3,5",0,0,1,0,1
chr7,100429672,100429928,2,"4,5",0,0,0,1,1
chr7,100436382,100436599,4,"2,3,4,5",0,1,1,1,1
chr7,100436599,100436664,3,"2,4,5",0,1,0,1,1
chr7,100436664,100436781,2,"4,5",0,0,0,1,1
chr7,100450510,100450581,2,"4,5",0,0,0,1,1
chr7,100450581,100450871,3,"3,4,5",0,0,1,1,1
chr7,100450871,100451078,2,"4,5",0,0,0,1,1
chr7,100479142,100479160,4,"2,3,4,5",0,1,1,1,1
chr7,100479160,100479310,5,"1,2,3,4,5",1,1,1,1,1
chr7,100479310,100479375,4,"2,3,4,5",0,1,1,1,1
chr7,100479375,100479386,3,"2,3,5",0,1,1,0,1
chr7,100479386,100479511,2,"2,5",0,1,0,0,1
chr7,100483305,100483528,4,"2,3,4,5",0,1,1,1,1
chr7,100483528,100483533,3,"2,4,5",0,1,0,1,1
chr7,100483533,100483580,2,"4,5",0,0,0,1,1
chr7,100538718,100538953,4,"2,3,4,5",0,1,1,1,1
chr7,100538953,100538997,3,"3,4,5",0,0,1,1,1
chr7,100538997,100539136,2,"4,5",0,0,0,1,1
chr7,100539136,100539310,3,"3,4,5",0,0,1,1,1
chr7,100586057,100586079,3,"3,4,5",0,0,1,1,1
chr7,100586079,100586673,2,"4,5",0,0,0,1,1
chr7,100604736,100604980,2,"3,5",0,0,1,0,1
chr7,100612232,100612522,2,"3,5",0,0,1,0,1
chr7,100626573,100626588,2,"4,5",0,0,0,1,1
chr7,100626655,100626926,2,"3,5",0,0,1,0,1
chr7,100673548,100673626,2,"2,5",0,1,0,0,1
chr7,100673626,100673865,3,"2,3,5",0,1,1,0,1
chr7,100705807,100706329,2,"3,5",0,0,1,0,1
chr7,100802153,100802209,2,"2,5",0,1,0,0,1
chr7,100802209,100802278,3,"2,3,5",0,1,1,0,1
chr7,100802278,100802286,4,"1,2,3,5",1,1,1,0,1
chr7,100802286,100802428,5,"1,2,3,4,5",1,1,1,1,1
chr7,100802428,100802460,4,"2,3,4,5",0,1,1,1,1
chr7,100802460,100802499,3,"2,3,5",0,1,1,0,1
chr7,100802499,100802529,2,"2,5",0,1,0,0,1
chr7,100837296,100837627,2,"4,5",0,0,0,1,1
chr7,100867115,100867321,3,"3,4,5",0,0,1,1,1
chr7,100867321,100867440,2,"4,5",0,0,0,1,1
chr7,100874673,100874977,2,"4,5",0,0,0,1,1
chr7,100874977,100875261,3,"3,4,5",0,0,1,1,1
chr7,100889342,100889377,3,"2,3,5",0,1,1,0,1
chr7,100889377,100889527,4,"1,2,3,5",1,1,1,0,1
chr7,100889527,100889607,3,"2,3,5",0,1,1,0,1
chr7,100889607,100889714,2,"2,5",0,1,0,0,1
chr7,101100193,101100483,2,"3,5",0,0,1,0,1
chr7,101165446,101165475,2,"4,5",0,0,0,1,1
chr7,101165475,101165496,3,"3,4,5",0,0,1,1,1
chr7,101165496,101165549,4,"1,3,4,5",1,0,1,1,1
chr7,101165549,101165636,5,"1,2,3,4,5",1,1,1,1,1
chr7,101165636,101165646,4,"1,2,4,5",1,1,0,1,1
chr7,101165646,101165651,3,"2,4,5",0,1,0,1,1
chr7,101165651,101165799,2,"4,5",0,0,0,1,1
chr7,101217426,101217674,2,"3,5",0,0,1,0,1
chr7,101217674,101217716,3,"1,3,5",1,0,1,0,1
chr7,101217716,101217737,2,"1,5",1,0,0,0,1
chr7,101217737,101217792,3,"1,4,5",1,0,0,1,1
chr7,101217954,101218044,4,"2,3,4,5",0,1,1,1,1
chr7,101218044,101218186,3,"2,3,5",0,1,1,0,1
chr7,101218186,101218225,2,"2,5",0,1,0,0,1
chr7,101244293,101244339,2,"3,5",0,0,1,0,1
chr7,101244339,101244340,3,"1,3,5",1,0,1,0,1
chr7,101244340,101244445,4,"1,3,4,5",1,0,1,1,1
chr7,101244445,101244489,5,"1,2,3,4,5",1,1,1,1,1
chr7,101244489,101244530,4,"2,3,4,5",0,1,1,1,1
chr7,101244650,101244821,3,"2,4,5",0,1,0,1,1
chr7,101244821,101244938,2,"4,5",0,0,0,1,1
chr7,101244938,101245228,3,"3,4,5",0,0,1,1,1
chr7,101245228,101245251,2,"4,5",0,0,0,1,1
chr7,102286257,102286448,2,"3,5",0,0,1,0,1
chr7,102363648,102363760,2,"4,5",0,0,0,1,1
chr7,102363760,102364050,3,"3,4,5",0,0,1,1,1
chr7,102364050,102364088,2,"4,5",0,0,0,1,1
chr7,102396107,102396203,2,"4,5",0,0,0,1,1
chr7,102396203,102396245,3,"2,4,5",0,1,0,1,1
chr7,102396245,102396439,4,"2,3,4,5",0,1,1,1,1
chr7,102464781,102464830,2,"2,5",0,1,0,0,1
chr7,102464830,102464905,3,"2,4,5",0,1,0,1,1
chr7,102464905,102465000,4,"2,3,4,5",0,1,1,1,1
chr7,102465000,102465056,5,"1,2,3,4,5",1,1,1,1,1
chr7,102465056,102465143,4,"1,2,4,5",1,1,0,1,1
chr7,102465143,102465150,3,"1,4,5",1,0,0,1,1
chr7,102465150,102465166,2,"4,5",0,0,0,1,1
chr7,102478784,102479074,2,"3,5",0,0,1,0,1
chr7,102572334,102572904,2,"4,5",0,0,0,1,1
chr7,102748619,102748841,2,"3,5",0,0,1,0,1
chr7,103074589,103074655,2,"4,5",0,0,0,1,1
chr7,103074655,103074721,3,"3,4,5",0,0,1,1,1
chr7,103074721,103074871,4,"1,3,4,5",1,0,1,1,1
chr7,103074871,103074945,3,"3,4,5",0,0,1,1,1
chr7,103074945,103074991,2,"4,5",0,0,0,1,1
chr7,103074991,103075281,3,"3,4,5",0,0,1,1,1
chr7,103075281,103075357,2,"4,5",0,0,0,1,1
chr7,103149233,103149290,2,"2,5",0,1,0,0,1
chr7,103149290,103149715,3,"2,4,5",0,1,0,1,1
chr7,103297318,103297608,2,"3,5",0,0,1,0,1
chr7,103344666,103344667,3,"2,4,5",0,1,0,1,1
chr7,103344667,103344736,4,"2,3,4,5",0,1,1,1,1
chr7,103344736,103344886,5,"1,2,3,4,5",1,1,1,1,1
chr7,103344886,103344923,4,"2,3,4,5",0,1,1,1,1
chr7,103344923,103344927,3,"2,3,5",0,1,1,0,1
chr7,105012447,105012450,2,"3,5",0,0,1,0,1
chr7,105012450,105012516,3,"3,4,5",0,0,1,1,1
chr7,105012516,105012582,4,"1,3,4,5",1,0,1,1,1
chr7,105012582,105012666,5,"1,2,3,4,5",1,1,1,1,1
chr7,105012666,105012676,4,"2,3,4,5",0,1,1,1,1
chr7,105012676,105012737,3,"3,4,5",0,0,1,1,1
chr7,105012737,105012818,2,"4,5",0,0,0,1,1
chr7,105013172,105013185,2,"4,5",0,0,0,1,1
chr7,105013185,105013273,3,"3,4,5",0,0,1,1,1
chr7,105013519,105013742,2,"4,5",0,0,0,1,1
chr7,105014018,105014112,3,"1,3,5",1,0,1,0,1
chr7,105014112,105014129,4,"1,2,3,5",1,1,1,0,1
chr7,105014129,105014324,3,"2,3,5",0,1,1,0,1
chr7,105521470,105521530,3,"2,3,5",0,1,1,0,1
chr7,105521530,105521550,2,"3,5",0,0,1,0,1
chr7,105521550,105521700,3,"1,3,5",1,0,1,0,1
chr7,105521700,105521730,2,"3,5",0,0,1,0,1
chr7,105521905,105522138,2,"2,5",0,1,0,0,1
chr7,105522138,105522169,3,"1,2,5",1,1,0,0,1
chr7,105522169,105522281,4,"1,2,3,5",1,1,1,0,1
chr7,105522281,105522283,3,"1,3,5",1,0,1,0,1
chr7,105522283,105522288,2,"1,5",1,0,0,0,1
chr7,105531988,105532065,2,"2,5",0,1,0,0,1
chr7,105532065,105532144,3,"2,3,5",0,1,1,0,1
chr7,105532144,105532355,4,"2,3,4,5",0,1,1,1,1
chr7,105532355,105532569,3,"2,4,5",0,1,0,1,1
chr7,105532569,105532658,2,"4,5",0,0,0,1,1
chr7,105876712,105876906,2,"3,5",0,0,1,0,1
chr7,106284811,106285058,3,"3,4,5",0,0,1,1,1
chr7,106285058,106285350,2,"4,5",0,0,0,1,1
chr7,106285350,106285557,3,"2,4,5",0,1,0,1,1
chr7,106659859,106660149,2,"3,5",0,0,1,0,1
chr7,106660754,106661044,2,"3,5",0,0,1,0,1
chr7,106774861,106775123,2,"3,5",0,0,1,0,1
chr7,107044368,107044373,2,"4,5",0,0,0,1,1
chr7,107044373,107044425,3,"3,4,5",0,0,1,1,1
chr7,107044425,107044575,4,"1,3,4,5",1,0,1,1,1
chr7,107044575,107044663,3,"3,4,5",0,0,1,1,1
chr7,107044663,107044817,2,"4,5",0,0,0,1,1
chr7,107045000,107045017,2,"3,5",0,0,1,0,1
chr7,107168403,107168410,2,"4,5",0,0,0,1,1
chr7,107168410,107168455,3,"2,4,5",0,1,0,1,1
chr7,107168455,107168538,4,"2,3,4,5",0,1,1,1,1
chr7,107168538,107168688,5,"1,2,3,4,5",1,1,1,1,1
chr7,107168688,107168745,4,"2,3,4,5",0,1,1,1,1
chr7,107168745,107168786,3,"2,4,5",0,1,0,1,1
chr7,107168786,107168800,2,"4,5",0,0,0,1,1
chr7,107168929,107169074,2,"2,5",0,1,0,0,1
chr7,107169644,107169707,2,"4,5",0,0,0,1,1
chr7,107169707,107169744,3,"3,4,5",0,0,1,1,1
chr7,107169744,107169795,4,"1,3,4,5",1,0,1,1,1
chr7,107169795,107169894,5,"1,2,3,4,5",1,1,1,1,1
chr7,107169894,107169997,4,"2,3,4,5",0,1,1,1,1
chr7,107169997,107170011,3,"2,4,5",0,1,0,1,1
chr7,107563837,107563841,2,"4,5",0,0,0,1,1
chr7,107563841,107563895,3,"1,4,5",1,0,0,1,1
chr7,107563895,107563919,4,"1,3,4,5",1,0,1,1,1
chr7,107563919,107563991,5,"1,2,3,4,5",1,1,1,1,1
chr7,107563991,107563994,4,"2,3,4,5",0,1,1,1,1
chr7,107563994,107564215,3,"2,4,5",0,1,0,1,1
chr7,107564215,107564252,2,"2,5",0,1,0,0,1
chr7,107579892,107579972,2,"4,5",0,0,0,1,1
chr7,107579972,107580007,3,"2,4,5",0,1,0,1,1
chr7,107580007,107580297,4,"2,3,4,5",0,1,1,1,1
chr7,107580297,107580323,3,"2,4,5",0,1,0,1,1
chr7,107580323,107580348,4,"2,3,4,5",0,1,1,1,1
chr7,107580348,107580613,3,"3,4,5",0,0,1,1,1
chr7,107580613,107580658,2,"4,5",0,0,0,1,1
chr7,107743503,107743561,2,"2,5",0,1,0,0,1
chr7,107743561,107743711,3,"1,2,5",1,1,0,0,1
chr7,107743711,107743794,2,"2,5",0,1,0,0,1
chr7,107743794,107743896,3,"2,4,5",0,1,0,1,1
chr7,107743959,107744093,4,"2,3,4,5",0,1,1,1,1
chr7,107744093,107744250,3,"3,4,5",0,0,1,1,1
chr7,107890986,107891270,2,"4,5",0,0,0,1,1
chr7,107891304,107891405,2,"4,5",0,0,0,1,1
chr7,107891405,107891673,3,"3,4,5",0,0,1,1,1
chr7,108569322,108569349,2,"3,5",0,0,1,0,1
chr7,108569349,108569529,3,"2,3,5",0,1,1,0,1
chr7,108569529,108569696,2,"2,5",0,1,0,0,1
chr7,108569696,108569709,3,"2,4,5",0,1,0,1,1
chr7,108569709,108569725,4,"2,3,4,5",0,1,1,1,1
chr7,108569725,108569999,3,"3,4,5",0,0,1,1,1
chr7,108569999,108570098,2,"4,5",0,0,0,1,1
chr7,112206585,112206875,2,"3,5",0,0,1,0,1
chr7,112450332,112450418,2,"2,5",0,1,0,0,1
chr7,112450418,112450420,3,"2,4,5",0,1,0,1,1
chr7,112450420,112450570,4,"1,2,4,5",1,1,0,1,1
chr7,112450570,112450621,3,"2,4,5",0,1,0,1,1
chr7,112450675,112450796,3,"2,4,5",0,1,0,1,1
chr7,112450796,112450954,4,"2,3,4,5",0,1,1,1,1
chr7,112450954,112451086,3,"3,4,5",0,0,1,1,1
chr7,112451086,112451184,2,"4,5",0,0,0,1,1
chr7,113118454,113118755,2,"4,5",0,0,0,1,1
chr7,116211053,116211122,2,"4,5",0,0,0,1,1
chr7,116211122,116211278,3,"2,4,5",0,1,0,1,1
chr7,116211278,116211283,4,"2,3,4,5",0,1,1,1,1
chr7,116211351,116211498,4,"2,3,4,5",0,1,1,1,1
chr7,116211498,116211568,3,"3,4,5",0,0,1,1,1
chr7,116211568,116211623,2,"4,5",0,0,0,1,1
chr7,116526070,116526116,2,"2,5",0,1,0,0,1
chr7,116526116,116526406,3,"2,3,5",0,1,1,0,1
chr7,116526406,116526446,2,"2,5",0,1,0,0,1
chr7,116953769,116953873,2,"3,5",0,0,1,0,1
chr7,116953873,116954023,3,"1,3,5",1,0,1,0,1
chr7,116954023,116954059,2,"3,5",0,0,1,0,1
chr7,116954337,116954521,2,"3,5",0,0,1,0,1
chr7,118183841,118183994,3,"3,4,5",0,0,1,1,1
chr7,118183994,118184358,4,"2,3,4,5",0,1,1,1,1
chr7,118184358,118184370,3,"2,4,5",0,1,0,1,1
chr7,118184370,118184456,2,"4,5",0,0,0,1,1
chr7,120950624,120951374,2,"4,5",0,0,0,1,1
chr7,120987688,120987695,2,"4,5",0,0,0,1,1
chr7,120987695,120987715,3,"3,4,5",0,0,1,1,1
chr7,120987715,120987865,4,"1,3,4,5",1,0,1,1,1
chr7,120987865,120987985,3,"3,4,5",0,0,1,1,1
chr7,120987985,120988031,2,"4,5",0,0,0,1,1
chr7,121076423,121076686,2,"4,5",0,0,0,1,1
chr7,121395687,121396182,2,"4,5",0,0,0,1,1
chr7,121396182,121396365,3,"2,4,5",0,1,0,1,1
chr7,121396365,121396558,4,"2,3,4,5",0,1,1,1,1
chr7,121396558,121396655,3,"3,4,5",0,0,1,1,1
chr7,121396655,121396674,2,"4,5",0,0,0,1,1
chr7,123534480,123534484,4,"2,3,4,5",0,1,1,1,1
chr7,123534484,123534634,5,"1,2,3,4,5",1,1,1,1,1
chr7,123534634,123534703,4,"2,3,4,5",0,1,1,1,1
chr7,123534703,123534725,3,"2,4,5",0,1,0,1,1
chr7,123534725,123534733,2,"2,5",0,1,0,0,1
chr7,123534847,123535137,2,"3,5",0,0,1,0,1
chr7,123557675,123557692,2,"2,5",0,1,0,0,1
chr7,123557692,123557724,3,"2,3,5",0,1,1,0,1
chr7,123557724,123557764,4,"2,3,4,5",0,1,1,1,1
chr7,123557764,123557914,5,"1,2,3,4,5",1,1,1,1,1
chr7,123557914,123557976,4,"2,3,4,5",0,1,1,1,1
chr7,123557976,123557982,3,"2,3,5",0,1,1,0,1
chr7,123557982,123558035,2,"2,5",0,1,0,0,1
chr7,123748815,123749105,3,"3,4,5",0,0,1,1,1
chr7,123749105,123749235,2,"4,5",0,0,0,1,1
chr7,123749235,123749525,3,"3,4,5",0,0,1,1,1
chr7,123749525,123749587,2,"4,5",0,0,0,1,1
chr7,124929727,124929976,3,"2,4,5",0,1,0,1,1
chr7,124929976,124930059,2,"4,5",0,0,0,1,1
chr7,127347726,127348016,2,"3,5",0,0,1,0,1
chr7,127585316,127585446,2,"4,5",0,0,0,1,1
chr7,127585446,127585736,3,"3,4,5",0,0,1,1,1
chr7,127585736,127585782,2,"4,5",0,0,0,1,1
chr7,127588271,127588277,2,"4,5",0,0,0,1,1
chr7,127588277,127588533,3,"3,4,5",0,0,1,1,1
chr7,127651992,127652037,2,"2,5",0,1,0,0,1
chr7,127652037,127652327,3,"2,3,5",0,1,1,0,1
chr7,127652327,127652406,2,"2,5",0,1,0,0,1
chr7,127652406,127652443,3,"2,4,5",0,1,0,1,1
chr7,128343634,128343686,2,"4,5",0,0,0,1,1
chr7,128343686,128343736,3,"3,4,5",0,0,1,1,1
chr7,128343736,128343858,4,"2,3,4,5",0,1,1,1,1
chr7,128343858,128343976,5,"1,2,3,4,5",1,1,1,1,1
chr7,128343976,128344008,4,"1,2,4,5",1,1,0,1,1
chr7,128344008,128344034,3,"2,4,5",0,1,0,1,1
chr7,128344034,128344103,2,"2,5",0,1,0,0,1
chr7,128455507,128455624,2,"2,5",0,1,0,0,1
chr7,128455624,128455933,3,"2,4,5",0,1,0,1,1
chr7,128455933,128456102,4,"2,3,4,5",0,1,1,1,1
chr7,128476502,128476684,2,"4,5",0,0,0,1,1
chr7,128476684,128476974,3,"3,4,5",0,0,1,1,1
chr7,128476974,128477004,2,"4,5",0,0,0,1,1
chr7,128530949,128531239,2,"3,5",0,0,1,0,1
chr7,128738809,128739052,2,"3,5",0,0,1,0,1
chr7,128739229,128739254,2,"4,5",0,0,0,1,1
chr7,128739254,128739482,3,"3,4,5",0,0,1,1,1
chr7,128791284,128791574,2,"3,5",0,0,1,0,1
chr7,128791695,128791769,2,"4,5",0,0,0,1,1
chr7,128860461,128860729,2,"3,5",0,0,1,0,1
chr7,128862801,128862974,2,"3,5",0,0,1,0,1
chr7,129054454,129054583,2,"2,5",0,1,0,0,1
chr7,129054583,129054642,3,"2,3,5",0,1,1,0,1
chr7,129054642,129054873,2,"3,5",0,0,1,0,1
chr7,129054875,129055106,2,"4,5",0,0,0,1,1
chr7,129055106,129055117,3,"1,4,5",1,0,0,1,1
chr7,129055117,129055256,4,"1,3,4,5",1,0,1,1,1
chr7,129055256,129055296,3,"3,4,5",0,0,1,1,1
chr7,129055296,129055339,2,"3,5",0,0,1,0,1
chr7,129218582,129218982,2,"4,5",0,0,0,1,1
chr7,129224460,129224664,2,"2,5",0,1,0,0,1
chr7,129224664,129224762,3,"2,3,5",0,1,1,0,1
chr7,129224762,129225154,2,"3,5",0,0,1,0,1
chr7,129434252,129434347,2,"4,5",0,0,0,1,1
chr7,129434347,129434637,3,"3,4,5",0,0,1,1,1
chr7,129434637,129434748,2,"4,5",0,0,0,1,1
chr7,129611378,129611799,2,"4,5",0,0,0,1,1
chr7,129611861,129612151,2,"3,5",0,0,1,0,1
chr7,129779818,129780108,2,"3,5",0,0,1,0,1
chr7,129780391,129780722,2,"2,5",0,1,0,0,1
chr7,129825520,129825810,2,"3,5",0,0,1,0,1
chr7,129952545,129952570,2,"3,5",0,0,1,0,1
chr7,129952570,129952835,3,"3,4,5",0,0,1,1,1
chr7,129952835,129953140,2,"4,5",0,0,0,1,1
chr7,130070178,130070260,3,"2,3,5",0,1,1,0,1
chr7,130070260,130070439,4,"2,3,4,5",0,1,1,1,1
chr7,130070439,130070471,3,"2,4,5",0,1,0,1,1
chr7,130070471,130070519,2,"2,5",0,1,0,0,1
chr7,130205358,130205631,2,"3,5",0,0,1,0,1
chr7,130205686,130205946,2,"4,5",0,0,0,1,1
chr7,130668565,130668855,2,"3,5",0,0,1,0,1
chr7,133252899,133252939,2,"4,5",0,0,0,1,1
chr7,133252939,133253229,3,"3,4,5",0,0,1,1,1
chr7,133253229,133253391,2,"4,5",0,0,0,1,1
chr7,134127218,134127256,2,"2,5",0,1,0,0,1
chr7,134127256,134127272,3,"2,3,5",0,1,1,0,1
chr7,134127272,134127462,4,"2,3,4,5",0,1,1,1,1
chr7,134646503,134646742,2,"4,5",0,0,0,1,1
chr7,134646782,134646997,2,"3,5",0,0,1,0,1
chr7,134986384,134986493,2,"3,5",0,0,1,0,1
chr7,134986493,134986909,3,"3,4,5",0,0,1,1,1
chr7,134986909,134987061,2,"4,5",0,0,0,1,1
chr7,135170216,135170371,2,"4,5",0,0,0,1,1
chr7,135170371,135170599,3,"3,4,5",0,0,1,1,1
chr7,135170599,135170661,4,"2,3,4,5",0,1,1,1,1
chr7,135170661,135170786,3,"2,4,5",0,1,0,1,1
chr7,135170786,135170975,2,"2,5",0,1,0,0,1
chr7,135211230,135211664,2,"4,5",0,0,0,1,1
chr7,135211664,135211800,3,"3,4,5",0,0,1,1,1
chr7,135211800,135211954,2,"3,5",0,0,1,0,1
chr7,135557614,135557673,2,"4,5",0,0,0,1,1
chr7,135557673,135557805,3,"2,4,5",0,1,0,1,1
chr7,135557805,135558095,4,"2,3,4,5",0,1,1,1,1
chr7,135558095,135558218,3,"2,4,5",0,1,0,1,1
chr7,135662308,135662574,2,"3,5",0,0,1,0,1
chr7,135662574,135662598,3,"3,4,5",0,0,1,1,1
chr7,135662598,135662758,2,"4,5",0,0,0,1,1
chr7,135662758,135662789,2,"3,5",0,0,1,0,1
chr7,137962976,137963295,2,"4,5",0,0,0,1,1
chr7,138001557,138001777,2,"3,5",0,0,1,0,1
chr7,138002010,138002145,4,"2,3,4,5",0,1,1,1,1
chr7,138002145,138002211,3,"2,3,5",0,1,1,0,1
chr7,138002211,138002462,2,"2,5",0,1,0,0,1
chr7,138460224,138460714,2,"3,5",0,0,1,0,1
chr7,138460948,138461168,2,"3,5",0,0,1,0,1
chr7,139133553,139133590,2,"2,5",0,1,0,0,1
chr7,139133590,139133687,3,"2,4,5",0,1,0,1,1
chr7,139133687,139133693,4,"2,3,4,5",0,1,1,1,1
chr7,139133693,139133797,5,"1,2,3,4,5",1,1,1,1,1
chr7,139133797,139133843,4,"1,2,4,5",1,1,0,1,1
chr7,139133843,139133901,3,"2,4,5",0,1,0,1,1
chr7,139230852,139230986,2,"4,5",0,0,0,1,1
chr7,139230986,139231009,3,"1,4,5",1,0,0,1,1
chr7,139231009,139231086,4,"1,3,4,5",1,0,1,1,1
chr7,139231086,139231136,3,"1,4,5",1,0,0,1,1
chr7,139231136,139231552,2,"4,5",0,0,0,1,1
chr7,139341134,139341592,2,"4,5",0,0,0,1,1
chr7,139341592,139341708,3,"1,4,5",1,0,0,1,1
chr7,139341708,139341742,2,"1,5",1,0,0,0,1
chr7,139359320,139359323,2,"4,5",0,0,0,1,1
chr7,139359323,139359835,3,"3,4,5",0,0,1,1,1
chr7,139359835,139359849,2,"3,5",0,0,1,0,1
chr7,139359909,139360055,2,"3,5",0,0,1,0,1
chr7,139360158,139360199,2,"3,5",0,0,1,0,1
chr7,139360386,139360440,2,"1,5",1,0,0,0,1
chr7,139360440,139360449,3,"1,3,5",1,0,1,0,1
chr7,139360449,139360536,4,"1,3,4,5",1,0,1,1,1
chr7,139360536,139360638,3,"3,4,5",0,0,1,1,1
chr7,139500268,139500438,2,"3,5",0,0,1,0,1
chr7,139777987,139778053,2,"3,5",0,0,1,0,1
chr7,139778053,139778203,3,"1,3,5",1,0,1,0,1
chr7,139778203,139778277,2,"3,5",0,0,1,0,1
chr7,140175285,140175630,2,"4,5",0,0,0,1,1
chr7,140175630,140175827,3,"3,4,5",0,0,1,1,1
chr7,140176823,140176973,2,"4,5",0,0,0,1,1
chr7,140176973,140177231,3,"3,4,5",0,0,1,1,1
chr7,140177231,140177263,2,"3,5",0,0,1,0,1
chr7,140398240,140398343,2,"4,5",0,0,0,1,1
chr7,140398343,140398417,3,"3,4,5",0,0,1,1,1
chr7,140398417,140398567,4,"1,3,4,5",1,0,1,1,1
chr7,140398567,140398633,3,"3,4,5",0,0,1,1,1
chr7,140398633,140398702,2,"4,5",0,0,0,1,1
chr7,140696857,140697251,2,"2,5",0,1,0,0,1
chr7,140697251,140697458,3,"2,3,5",0,1,1,0,1
chr7,140697458,140697541,2,"3,5",0,0,1,0,1
chr7,140924867,140925238,2,"4,5",0,0,0,1,1
chr7,141014841,141015082,3,"3,4,5",0,0,1,1,1
chr7,141015082,141015167,2,"4,5",0,0,0,1,1
chr7,141551248,141551251,2,"2,5",0,1,0,0,1
chr7,141551278,141551280,2,"1,5",1,0,0,0,1
chr7,141551280,141551428,3,"1,3,5",1,0,1,0,1
chr7,141551428,141551570,2,"3,5",0,0,1,0,1
chr7,141738019,141738237,2,"4,5",0,0,0,1,1
chr7,141738237,141738245,3,"1,4,5",1,0,0,1,1
chr7,141738245,141738297,4,"1,2,4,5",1,1,0,1,1
chr7,141738297,141738387,5,"1,2,3,4,5",1,1,1,1,1
chr7,141738387,141738587,4,"2,3,4,5",0,1,1,1,1
chr7,141738587,141738621,3,"2,4,5",0,1,0,1,1
chr7,141738621,141738678,2,"4,5",0,0,0,1,1
