chrom,start,end,num,list,ENCFF089XUG_MAZ_sorted.bed,ENCFF147KVT_MAZ_sorted.bed,ENCFF372CNC_MAZ_sorted.bed,ENCFF547ETZ_MAZ_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr22,45672213,45672257,2,"2,5",0,1,0,0,1
chr22,45978591,45979020,2,"1,5",1,0,0,0,1
chr22,45979020,45979064,3,"1,3,5",1,0,1,0,1
chr22,45979064,45979205,4,"1,3,4,5",1,0,1,1,1
chr22,45979205,45979393,3,"3,4,5",0,0,1,1,1
chr22,46006310,46006706,2,"4,5",0,0,0,1,1
chr22,46013434,46013435,2,"4,5",0,0,0,1,1
chr22,46013435,46013851,3,"1,4,5",1,0,0,1,1
chr22,46013851,46013966,2,"4,5",0,0,0,1,1
chr22,46035746,46035834,2,"2,5",0,1,0,0,1
chr22,46035834,46035886,3,"2,4,5",0,1,0,1,1
chr22,46035886,46036230,4,"1,2,4,5",1,1,0,1,1
chr22,46036230,46036266,3,"1,2,5",1,1,0,0,1
chr22,46036266,46036302,2,"1,5",1,0,0,0,1
chr22,46116525,46116540,2,"4,5",0,0,0,1,1
chr22,46116540,46116542,3,"1,4,5",1,0,0,1,1
chr22,46116542,46116582,4,"1,3,4,5",1,0,1,1,1
chr22,46116582,46116710,5,"1,2,3,4,5",1,1,1,1,1
chr22,46116710,46116767,4,"1,3,4,5",1,0,1,1,1
chr22,46116767,46116778,3,"1,4,5",1,0,0,1,1
chr22,46116778,46116795,2,"1,5",1,0,0,0,1
chr22,46150044,46150071,2,"1,5",1,0,0,0,1
chr22,46150071,46150160,3,"1,4,5",1,0,0,1,1
chr22,46150160,46150460,4,"1,2,4,5",1,1,0,1,1
chr22,46150460,46150467,3,"2,4,5",0,1,0,1,1
chr22,46150467,46150480,2,"2,5",0,1,0,0,1
chr22,46150737,46151153,2,"1,5",1,0,0,0,1
chr22,46250052,46250095,2,"3,5",0,0,1,0,1
chr22,46250095,46250476,3,"1,3,5",1,0,1,0,1
chr22,46250476,46250714,2,"1,5",1,0,0,0,1
chr22,46267509,46267823,2,"3,5",0,0,1,0,1
chr22,46267823,46267827,3,"1,3,5",1,0,1,0,1
chr22,46267827,46268239,2,"1,5",1,0,0,0,1
chr22,46288331,46288727,2,"4,5",0,0,0,1,1
chr22,46296458,46296748,2,"4,5",0,0,0,1,1
chr22,46296748,46296854,3,"2,4,5",0,1,0,1,1
chr22,46296854,46297068,2,"2,5",0,1,0,0,1
chr22,46335486,46335495,2,"4,5",0,0,0,1,1
chr22,46335495,46335501,3,"2,4,5",0,1,0,1,1
chr22,46335501,46335815,4,"1,2,4,5",1,1,0,1,1
chr22,46335815,46335882,3,"1,4,5",1,0,0,1,1
chr22,46335882,46336116,2,"1,5",1,0,0,0,1
chr22,46367608,46368004,2,"4,5",0,0,0,1,1
chr22,46487998,46488070,2,"4,5",0,0,0,1,1
chr22,46488070,46488394,3,"1,4,5",1,0,0,1,1
chr22,46488394,46488486,2,"1,5",1,0,0,0,1
chr22,46537609,46537637,2,"1,5",1,0,0,0,1
chr22,46537637,46538001,3,"1,4,5",1,0,0,1,1
chr22,46762309,46762705,2,"4,5",0,0,0,1,1
chr22,46763045,46763389,2,"4,5",0,0,0,1,1
chr22,49827779,49827837,3,"1,2,5",1,1,0,0,1
chr22,49827837,49828010,4,"1,2,4,5",1,1,0,1,1
chr22,49828010,49828021,3,"1,2,5",1,1,0,0,1
chr22,49838654,49839070,2,"1,5",1,0,0,0,1
chr22,49853255,49853312,2,"3,5",0,0,1,0,1
chr22,49853312,49853358,3,"1,3,5",1,0,1,0,1
chr22,49853358,49853622,4,"1,2,3,5",1,1,1,0,1
chr22,49853622,49853728,5,"1,2,3,4,5",1,1,1,1,1
chr22,49853728,49853739,4,"2,3,4,5",0,1,1,1,1
chr22,49853739,49853883,3,"2,3,5",0,1,1,0,1
chr22,49853883,49853898,2,"2,5",0,1,0,0,1
chr22,49918231,49918264,2,"3,5",0,0,1,0,1
chr22,49918264,49918280,3,"1,3,5",1,0,1,0,1
chr22,49918280,49918330,4,"1,3,4,5",1,0,1,1,1
chr22,49918330,49918655,5,"1,2,3,4,5",1,1,1,1,1
chr22,49918655,49918676,4,"1,2,4,5",1,1,0,1,1
chr22,49918676,49918763,3,"1,2,5",1,1,0,0,1
chr22,49929583,49929856,3,"1,4,5",1,0,0,1,1
chr22,49931080,49931351,2,"1,5",1,0,0,0,1
chr22,49936059,49936100,2,"3,5",0,0,1,0,1
chr22,49936100,49936177,3,"2,3,5",0,1,1,0,1
chr22,49936177,49936198,4,"2,3,4,5",0,1,1,1,1
chr22,49936198,49936381,5,"1,2,3,4,5",1,1,1,1,1
chr22,49936381,49936420,4,"1,2,3,5",1,1,1,0,1
chr22,49936420,49936458,3,"1,3,5",1,0,1,0,1
chr22,49936458,49936553,2,"3,5",0,0,1,0,1
chr22,49959985,49960202,2,"2,5",0,1,0,0,1
chr22,49960202,49960282,3,"2,3,5",0,1,1,0,1
chr22,49960282,49960449,2,"3,5",0,0,1,0,1
chr22,49960449,49960577,3,"1,3,5",1,0,1,0,1
chr22,49960577,49960660,4,"1,2,3,5",1,1,1,0,1
chr22,49960660,49960833,5,"1,2,3,4,5",1,1,1,1,1
chr22,49962093,49962156,3,"1,2,5",1,1,0,0,1
chr22,49962156,49962316,4,"1,2,4,5",1,1,0,1,1
chr22,49962316,49962324,5,"1,2,3,4,5",1,1,1,1,1
chr22,49962324,49962380,4,"1,3,4,5",1,0,1,1,1
chr22,49962380,49962508,3,"3,4,5",0,0,1,1,1
chr22,49962508,49962528,4,"2,3,4,5",0,1,1,1,1
chr22,49962528,49962616,5,"1,2,3,4,5",1,1,1,1,1
chr22,49962616,49962740,4,"1,2,3,5",1,1,1,0,1
chr22,49962740,49962828,3,"1,2,5",1,1,0,0,1
chr22,49962828,49962852,2,"1,5",1,0,0,0,1
chr22,49970707,49970799,2,"3,5",0,0,1,0,1
chr22,49970799,49970852,3,"1,3,5",1,0,1,0,1
chr22,49970852,49970890,4,"1,3,4,5",1,0,1,1,1
chr22,49970890,49971010,5,"1,2,3,4,5",1,1,1,1,1
chr22,49971010,49971131,4,"1,2,3,5",1,1,1,0,1
chr22,49971131,49971210,3,"1,2,5",1,1,0,0,1
chr22,49971210,49971421,2,"1,5",1,0,0,0,1
chr22,49971480,49971876,2,"4,5",0,0,0,1,1
chr22,49993317,49993343,2,"3,5",0,0,1,0,1
chr22,49993343,49993739,3,"3,4,5",0,0,1,1,1
chr22,49993739,49993741,2,"3,5",0,0,1,0,1
chr22,50010270,50010583,2,"1,5",1,0,0,0,1
chr22,50010583,50010795,3,"1,4,5",1,0,0,1,1
chr22,50010795,50011050,4,"1,2,4,5",1,1,0,1,1
chr22,50011050,50011115,3,"2,4,5",0,1,0,1,1
chr22,50011115,50011181,2,"4,5",0,0,0,1,1
chr22,50016903,50016947,2,"1,5",1,0,0,0,1
chr22,50016947,50016966,3,"1,2,5",1,1,0,0,1
chr22,50016966,50017267,4,"1,2,4,5",1,1,0,1,1
chr22,50017267,50017319,3,"1,4,5",1,0,0,1,1
chr22,50017319,50017362,2,"4,5",0,0,0,1,1
chr22,50185644,50185891,4,"1,3,4,5",1,0,1,1,1
chr22,50185891,50185918,3,"1,3,5",1,0,1,0,1
chr22,50185918,50185934,2,"1,5",1,0,0,0,1
chr22,50190279,50190302,2,"2,5",0,1,0,0,1
chr22,50190302,50190304,3,"1,2,5",1,1,0,0,1
chr22,50190304,50190317,4,"1,2,4,5",1,1,0,1,1
chr22,50190317,50190700,5,"1,2,3,4,5",1,1,1,1,1
chr22,50190700,50190718,4,"1,2,3,5",1,1,1,0,1
chr22,50190718,50190741,3,"2,3,5",0,1,1,0,1
chr22,50190741,50191010,2,"2,5",0,1,0,0,1
chr22,50200729,50200731,2,"1,5",1,0,0,0,1
chr22,50200731,50201127,3,"1,4,5",1,0,0,1,1
chr22,50201127,50201145,2,"1,5",1,0,0,0,1
chr22,50244315,50244672,2,"4,5",0,0,0,1,1
chr22,50244904,50244938,2,"4,5",0,0,0,1,1
chr22,50244938,50245300,3,"1,4,5",1,0,0,1,1
chr22,50245300,50245354,2,"1,5",1,0,0,0,1
chr22,50251051,50251123,2,"1,5",1,0,0,0,1
chr22,50251123,50251145,3,"1,4,5",1,0,0,1,1
chr22,50251145,50251465,4,"1,2,4,5",1,1,0,1,1
chr22,50251465,50251467,3,"1,4,5",1,0,0,1,1
chr22,50251467,50251519,2,"4,5",0,0,0,1,1
chr22,50261000,50261063,2,"1,5",1,0,0,0,1
chr22,50261063,50261383,3,"1,2,5",1,1,0,0,1
chr22,50261383,50261416,2,"1,5",1,0,0,0,1
chr22,50261596,50261676,2,"4,5",0,0,0,1,1
chr22,50261676,50261736,3,"2,4,5",0,1,0,1,1
chr22,50261736,50261852,4,"1,2,4,5",1,1,0,1,1
chr22,50261852,50261992,3,"2,4,5",0,1,0,1,1
chr22,50261992,50261996,2,"2,5",0,1,0,0,1
chr22,50269976,50270358,2,"1,5",1,0,0,0,1
chr22,50270358,50270449,3,"1,4,5",1,0,0,1,1
chr22,50270449,50270754,4,"1,2,4,5",1,1,0,1,1
chr22,50270754,50270769,3,"1,2,5",1,1,0,0,1
chr22,50270769,50271037,2,"1,5",1,0,0,0,1
chr22,50271699,50271990,3,"1,4,5",1,0,0,1,1
chr22,50276170,50276566,2,"4,5",0,0,0,1,1
chr22,50305779,50306093,2,"2,5",0,1,0,0,1
chr22,50307500,50307547,3,"1,2,5",1,1,0,0,1
chr22,50307547,50307726,4,"1,2,4,5",1,1,0,1,1
chr22,50314516,50314932,2,"1,5",1,0,0,0,1
chr22,50342235,50342270,2,"2,5",0,1,0,0,1
chr22,50342270,50342555,3,"2,4,5",0,1,0,1,1
chr22,50342555,50342635,2,"4,5",0,0,0,1,1
chr22,50342897,50342924,2,"3,5",0,0,1,0,1
chr22,50342924,50343103,3,"1,3,5",1,0,1,0,1
chr22,50343103,50343254,4,"1,3,4,5",1,0,1,1,1
chr22,50343254,50343321,5,"1,2,3,4,5",1,1,1,1,1
chr22,50343321,50343340,4,"1,2,4,5",1,1,0,1,1
chr22,50343340,50343499,3,"2,4,5",0,1,0,1,1
chr22,50343499,50343574,2,"2,5",0,1,0,0,1
chr22,50474927,50474949,3,"1,4,5",1,0,0,1,1
chr22,50474949,50474999,4,"1,3,4,5",1,0,1,1,1
chr22,50474999,50475314,5,"1,2,3,4,5",1,1,1,1,1
chr22,50475314,50475319,4,"1,2,3,5",1,1,1,0,1
chr22,50475319,50475373,3,"1,3,5",1,0,1,0,1
chr22,50475373,50475402,2,"1,5",1,0,0,0,1
chr22,50507983,50508070,2,"3,5",0,0,1,0,1
chr22,50508070,50508080,3,"1,3,5",1,0,1,0,1
chr22,50508080,50508086,4,"1,2,3,5",1,1,1,0,1
chr22,50508086,50508206,5,"1,2,3,4,5",1,1,1,1,1
chr22,50508206,50508400,4,"1,2,3,5",1,1,1,0,1
chr22,50508400,50508407,3,"1,3,5",1,0,1,0,1
chr22,50508407,50508486,2,"1,5",1,0,0,0,1
chr22,50525512,50525522,2,"4,5",0,0,0,1,1
chr22,50525522,50525563,3,"2,4,5",0,1,0,1,1
chr22,50525563,50525842,4,"1,2,4,5",1,1,0,1,1
chr22,50525842,50525908,3,"1,4,5",1,0,0,1,1
chr22,50525908,50526013,2,"1,5",1,0,0,0,1
chr22,50526013,50526043,3,"1,3,5",1,0,1,0,1
chr22,50526043,50526187,2,"3,5",0,0,1,0,1
chr22,50526187,50526228,3,"1,3,5",1,0,1,0,1
chr22,50526228,50526603,4,"1,3,4,5",1,0,1,1,1
chr22,50526603,50526707,3,"3,4,5",0,0,1,1,1
chr22,50526707,50526735,2,"4,5",0,0,0,1,1
chr22,50529962,50530111,3,"2,4,5",0,1,0,1,1
chr22,50530111,50530334,4,"1,2,4,5",1,1,0,1,1
chr22,50530334,50530471,3,"1,2,5",1,1,0,0,1
chr22,50530471,50530516,2,"1,5",1,0,0,0,1
chr22,50530904,50530948,2,"4,5",0,0,0,1,1
chr22,50530948,50531227,3,"1,4,5",1,0,0,1,1
chr22,50531227,50531328,2,"1,5",1,0,0,0,1
chr22,50531547,50531818,2,"4,5",0,0,0,1,1
chr22,50541760,50541975,2,"1,5",1,0,0,0,1
chr22,50542456,50542547,2,"4,5",0,0,0,1,1
chr22,50542547,50542815,3,"1,4,5",1,0,0,1,1
chr22,50542815,50542862,2,"1,5",1,0,0,0,1
chr22,50544206,50544444,2,"2,5",0,1,0,0,1
chr22,50562656,50562687,2,"3,5",0,0,1,0,1
chr22,50562687,50562717,3,"1,3,5",1,0,1,0,1
chr22,50562717,50562816,4,"1,2,3,5",1,1,1,0,1
chr22,50562816,50562943,5,"1,2,3,4,5",1,1,1,1,1
chr22,50562943,50563037,4,"1,2,3,5",1,1,1,0,1
chr22,50563037,50563080,3,"1,3,5",1,0,1,0,1
chr22,50563080,50563103,2,"1,5",1,0,0,0,1
chr22,50582489,50582526,2,"1,5",1,0,0,0,1
chr22,50582526,50582732,3,"1,2,5",1,1,0,0,1
chr22,50582732,50582846,4,"1,2,4,5",1,1,0,1,1
chr22,50582846,50582905,3,"1,4,5",1,0,0,1,1
chr22,50582905,50583114,2,"4,5",0,0,0,1,1
chr22,50583114,50583128,3,"1,4,5",1,0,0,1,1
chr22,50583128,50583138,2,"1,5",1,0,0,0,1
chr22,50583138,50583429,3,"1,2,5",1,1,0,0,1
chr22,50620390,50620404,2,"1,5",1,0,0,0,1
chr22,50620404,50620434,3,"1,4,5",1,0,0,1,1
chr22,50620434,50620800,4,"1,2,4,5",1,1,0,1,1
chr22,50620800,50620962,3,"1,2,5",1,1,0,0,1
chr22,50620962,50620970,4,"1,2,3,5",1,1,1,0,1
chr22,50620970,50621074,3,"1,3,5",1,0,1,0,1
chr22,50621074,50621386,2,"3,5",0,0,1,0,1
chr22,50621528,50621924,2,"1,5",1,0,0,0,1
chr22,50627904,50628300,2,"4,5",0,0,0,1,1
chr3,197289,197685,2,"4,5",0,0,0,1,1
chr3,3126613,3126631,2,"2,5",0,1,0,0,1
chr3,3126631,3126647,3,"2,3,5",0,1,1,0,1
chr3,3126647,3126722,4,"1,2,3,5",1,1,1,0,1
chr3,3126722,3126933,5,"1,2,3,4,5",1,1,1,1,1
chr3,3126933,3127055,4,"1,3,4,5",1,0,1,1,1
chr3,3127055,3127063,3,"1,4,5",1,0,0,1,1
chr3,3127063,3127118,2,"4,5",0,0,0,1,1
chr3,4303179,4303222,2,"4,5",0,0,0,1,1
chr3,4303222,4303245,3,"3,4,5",0,0,1,1,1
chr3,4303245,4303269,4,"1,3,4,5",1,0,1,1,1
chr3,4303269,4303557,5,"1,2,3,4,5",1,1,1,1,1
chr3,4303557,4303646,4,"1,2,3,5",1,1,1,0,1
chr3,4303646,4303661,3,"1,2,5",1,1,0,0,1
chr3,4303661,4303802,2,"2,5",0,1,0,0,1
chr3,4493156,4493215,2,"3,5",0,0,1,0,1
chr3,4493215,4493231,3,"2,3,5",0,1,1,0,1
chr3,4493231,4493254,4,"1,2,3,5",1,1,1,0,1
chr3,4493254,4493377,5,"1,2,3,4,5",1,1,1,1,1
chr3,4493377,4493477,4,"1,2,3,5",1,1,1,0,1
chr3,4493477,4493535,3,"2,3,5",0,1,1,0,1
chr3,4493535,4493580,2,"3,5",0,0,1,0,1
chr3,4754172,4754318,2,"1,5",1,0,0,0,1
chr3,4754538,4754636,2,"2,5",0,1,0,0,1
chr3,4977155,4977356,2,"4,5",0,0,0,1,1
chr3,4977356,4977380,3,"3,4,5",0,0,1,1,1
chr3,4977380,4977408,4,"2,3,4,5",0,1,1,1,1
chr3,4977408,4977450,5,"1,2,3,4,5",1,1,1,1,1
chr3,4977450,4977490,4,"1,2,3,5",1,1,1,0,1
chr3,4977490,4977700,5,"1,2,3,4,5",1,1,1,1,1
chr3,4977700,4977780,4,"1,3,4,5",1,0,1,1,1
chr3,4977780,4977824,3,"1,4,5",1,0,0,1,1
chr3,4977824,4977878,2,"4,5",0,0,0,1,1
chr3,4978243,4978311,2,"3,5",0,0,1,0,1
chr3,4978311,4978563,3,"1,3,5",1,0,1,0,1
chr3,4978563,4978635,4,"1,3,4,5",1,0,1,1,1
chr3,4978635,4978946,5,"1,2,3,4,5",1,1,1,1,1
chr3,4978946,4979005,4,"1,3,4,5",1,0,1,1,1
chr3,4979005,4979169,3,"3,4,5",0,0,1,1,1
chr3,4979169,4979265,2,"4,5",0,0,0,1,1
chr3,4979265,4979312,3,"3,4,5",0,0,1,1,1
chr3,4979312,4979377,4,"2,3,4,5",0,1,1,1,1
chr3,4979377,4979430,3,"2,3,5",0,1,1,0,1
chr3,4979430,4979465,4,"2,3,4,5",0,1,1,1,1
chr3,4979465,4979545,5,"1,2,3,4,5",1,1,1,1,1
chr3,4979545,4979558,4,"1,2,3,5",1,1,1,0,1
chr3,4984094,4984182,2,"1,5",1,0,0,0,1
chr3,4984182,4984251,3,"1,4,5",1,0,0,1,1
chr3,4984251,4984544,4,"1,2,4,5",1,1,0,1,1
chr3,4986805,4986848,2,"2,5",0,1,0,0,1
chr3,4986848,4986876,3,"2,4,5",0,1,0,1,1
chr3,4986876,4986941,4,"1,2,4,5",1,1,0,1,1
chr3,4986941,4987244,5,"1,2,3,4,5",1,1,1,1,1
chr3,4987244,4987292,4,"1,2,3,5",1,1,1,0,1
chr3,4987292,4987310,3,"2,3,5",0,1,1,0,1
chr3,5122068,5122097,3,"3,4,5",0,0,1,1,1
chr3,5122097,5122135,4,"1,3,4,5",1,0,1,1,1
chr3,5122135,5122415,5,"1,2,3,4,5",1,1,1,1,1
chr3,5122415,5122432,4,"1,2,4,5",1,1,0,1,1
chr3,5122432,5122455,3,"1,2,5",1,1,0,0,1
chr3,5122455,5122719,2,"1,5",1,0,0,0,1
chr3,5187420,5187438,2,"4,5",0,0,0,1,1
chr3,5187438,5187543,3,"3,4,5",0,0,1,1,1
chr3,5187543,5187591,4,"1,3,4,5",1,0,1,1,1
chr3,5187591,5187816,5,"1,2,3,4,5",1,1,1,1,1
chr3,5187816,5187862,4,"1,2,3,5",1,1,1,0,1
chr3,5187862,5187911,3,"1,2,5",1,1,0,0,1
chr3,5187911,5187959,2,"1,5",1,0,0,0,1
chr3,5188136,5188150,2,"3,5",0,0,1,0,1
chr3,5188150,5188181,3,"3,4,5",0,0,1,1,1
chr3,5188181,5188436,4,"2,3,4,5",0,1,1,1,1
chr3,8501469,8501523,2,"3,5",0,0,1,0,1
chr3,8501523,8501540,3,"3,4,5",0,0,1,1,1
chr3,8501540,8501873,4,"1,3,4,5",1,0,1,1,1
chr3,8501873,8501919,3,"1,4,5",1,0,0,1,1
chr3,8501919,8501956,2,"1,5",1,0,0,0,1
chr3,8622944,8623226,2,"4,5",0,0,0,1,1
chr3,8769358,8769670,2,"4,5",0,0,0,1,1
chr3,9362794,9362846,2,"3,5",0,0,1,0,1
chr3,9362846,9362870,3,"3,4,5",0,0,1,1,1
chr3,9362870,9362935,4,"1,3,4,5",1,0,1,1,1
chr3,9362935,9363218,5,"1,2,3,4,5",1,1,1,1,1
chr3,9363218,9363242,4,"1,2,4,5",1,1,0,1,1
chr3,9363242,9363255,3,"1,2,5",1,1,0,0,1
chr3,9363255,9363286,2,"1,5",1,0,0,0,1
chr3,9396271,9396591,2,"2,5",0,1,0,0,1
chr3,9396764,9396832,2,"2,5",0,1,0,0,1
chr3,9396832,9396842,3,"2,3,5",0,1,1,0,1
chr3,9396842,9396955,4,"1,2,3,5",1,1,1,0,1
chr3,9396955,9397256,5,"1,2,3,4,5",1,1,1,1,1
chr3,9397256,9397284,4,"1,2,4,5",1,1,0,1,1
chr3,9397284,9397406,3,"1,4,5",1,0,0,1,1
chr3,9397406,9397719,2,"4,5",0,0,0,1,1
chr3,9649195,9649209,2,"3,5",0,0,1,0,1
chr3,9649209,9649246,3,"1,3,5",1,0,1,0,1
chr3,9649246,9649382,4,"1,3,4,5",1,0,1,1,1
chr3,9649382,9649619,5,"1,2,3,4,5",1,1,1,1,1
chr3,9649619,9649642,4,"1,2,4,5",1,1,0,1,1
chr3,9649642,9649652,3,"1,2,5",1,1,0,0,1
chr3,9731360,9731375,2,"4,5",0,0,0,1,1
chr3,9731375,9731454,3,"2,4,5",0,1,0,1,1
chr3,9731454,9731489,4,"1,2,4,5",1,1,0,1,1
chr3,9731489,9731578,3,"1,2,5",1,1,0,0,1
chr3,9731658,9731671,3,"1,2,5",1,1,0,0,1
chr3,9731671,9731877,2,"2,5",0,1,0,0,1
chr3,9749629,9749819,2,"3,5",0,0,1,0,1
chr3,9749819,9749831,3,"3,4,5",0,0,1,1,1
chr3,9749831,9749938,4,"1,3,4,5",1,0,1,1,1
chr3,9749938,9750247,5,"1,2,3,4,5",1,1,1,1,1
chr3,9750247,9750258,4,"2,3,4,5",0,1,1,1,1
chr3,9750258,9750337,3,"3,4,5",0,0,1,1,1
chr3,9750337,9750420,2,"4,5",0,0,0,1,1
chr3,9779787,9780183,2,"4,5",0,0,0,1,1
chr3,9792210,9792257,2,"1,5",1,0,0,0,1
chr3,9792257,9792290,3,"1,4,5",1,0,0,1,1
chr3,9792290,9792367,4,"1,2,4,5",1,1,0,1,1
chr3,9792367,9792765,5,"1,2,3,4,5",1,1,1,1,1
chr3,9792765,9792810,4,"2,3,4,5",0,1,1,1,1
chr3,9792810,9792965,3,"3,4,5",0,0,1,1,1
chr3,9792965,9793002,4,"1,3,4,5",1,0,1,1,1
chr3,9793002,9793202,3,"1,4,5",1,0,0,1,1
chr3,9809882,9810298,2,"1,5",1,0,0,0,1
chr3,9843787,9844203,2,"1,5",1,0,0,0,1
chr3,9890572,9890697,2,"1,5",1,0,0,0,1
chr3,9890697,9890834,3,"1,2,5",1,1,0,0,1
chr3,9890834,9891017,4,"1,2,4,5",1,1,0,1,1
chr3,9891017,9891198,3,"1,4,5",1,0,0,1,1
chr3,9891198,9891224,2,"4,5",0,0,0,1,1
chr3,9915014,9915410,2,"4,5",0,0,0,1,1
chr3,9915576,9915972,2,"4,5",0,0,0,1,1
chr3,9932738,9933026,5,"1,2,3,4,5",1,1,1,1,1
chr3,9933026,9933121,4,"1,3,4,5",1,0,1,1,1
chr3,9933121,9933134,3,"3,4,5",0,0,1,1,1
chr3,9933134,9933148,2,"3,5",0,0,1,0,1
chr3,9933594,9933619,2,"1,5",1,0,0,0,1
chr3,9933619,9933723,3,"1,4,5",1,0,0,1,1
chr3,9933723,9934015,4,"1,2,4,5",1,1,0,1,1
chr3,9934015,9934043,3,"1,2,5",1,1,0,0,1
chr3,9934043,9934130,2,"1,5",1,0,0,0,1
chr3,9951634,9952030,2,"4,5",0,0,0,1,1
chr3,9952082,9952498,2,"1,5",1,0,0,0,1
chr3,9986611,9986665,2,"4,5",0,0,0,1,1
chr3,9986665,9987007,3,"1,4,5",1,0,0,1,1
chr3,9987007,9987081,2,"1,5",1,0,0,0,1
chr3,10010968,10011006,2,"3,5",0,0,1,0,1
chr3,10011006,10011087,3,"1,3,5",1,0,1,0,1
chr3,10011087,10011392,4,"1,2,3,5",1,1,1,0,1
chr3,10011392,10011407,3,"1,2,5",1,1,0,0,1
chr3,10011407,10011422,2,"1,5",1,0,0,0,1
chr3,10026245,10026265,2,"2,5",0,1,0,0,1
chr3,10026265,10026565,3,"2,4,5",0,1,0,1,1
chr3,10026565,10026843,2,"4,5",0,0,0,1,1
chr3,10115401,10115774,2,"4,5",0,0,0,1,1
chr3,10141767,10141776,2,"1,5",1,0,0,0,1
chr3,10141776,10142096,3,"1,2,5",1,1,0,0,1
chr3,10142096,10142183,2,"1,5",1,0,0,0,1
chr3,10164556,10164610,2,"3,5",0,0,1,0,1
chr3,10164610,10164920,3,"3,4,5",0,0,1,1,1
chr3,10164920,10164980,4,"1,3,4,5",1,0,1,1,1
chr3,10164980,10165006,3,"1,4,5",1,0,0,1,1
chr3,10165006,10165336,2,"1,5",1,0,0,0,1
chr3,10248279,10248317,2,"4,5",0,0,0,1,1
chr3,10248317,10248446,3,"1,4,5",1,0,0,1,1
chr3,10248446,10248675,4,"1,2,4,5",1,1,0,1,1
chr3,10248675,10248733,3,"1,2,5",1,1,0,0,1
chr3,10248733,10248766,2,"2,5",0,1,0,0,1
chr3,10320929,10320988,2,"3,5",0,0,1,0,1
chr3,10320988,10321083,3,"2,3,5",0,1,1,0,1
chr3,10321083,10321130,4,"1,2,3,5",1,1,1,0,1
chr3,10321130,10321244,5,"1,2,3,4,5",1,1,1,1,1
chr3,10321244,10321263,4,"2,3,4,5",0,1,1,1,1
chr3,10321263,10321308,3,"2,3,5",0,1,1,0,1
chr3,10321308,10321353,2,"3,5",0,0,1,0,1
chr3,11272120,11272133,2,"4,5",0,0,0,1,1
chr3,11272133,11272269,3,"1,4,5",1,0,0,1,1
chr3,11272269,11272481,4,"1,2,4,5",1,1,0,1,1
chr3,11272481,11272589,3,"1,2,5",1,1,0,0,1
chr3,11272589,11272724,2,"1,5",1,0,0,0,1
chr3,11601778,11602174,2,"4,5",0,0,0,1,1
chr3,12484255,12484268,2,"1,5",1,0,0,0,1
chr3,12484268,12484270,3,"1,3,5",1,0,1,0,1
chr3,12484270,12484671,4,"1,3,4,5",1,0,1,1,1
chr3,12484671,12484864,3,"3,4,5",0,0,1,1,1
chr3,12556814,12556827,2,"4,5",0,0,0,1,1
chr3,12556827,12556875,3,"1,4,5",1,0,0,1,1
chr3,12556875,12557195,4,"1,2,4,5",1,1,0,1,1
chr3,12557195,12557210,3,"1,4,5",1,0,0,1,1
chr3,12557210,12557442,2,"1,5",1,0,0,0,1
chr3,12663699,12663930,2,"1,5",1,0,0,0,1
chr3,12663930,12663955,3,"1,4,5",1,0,0,1,1
chr3,12663955,12664326,4,"1,3,4,5",1,0,1,1,1
chr3,12664326,12664379,3,"1,3,5",1,0,1,0,1
chr3,12664379,12664580,2,"1,5",1,0,0,0,1
chr3,13045985,13046263,2,"1,5",1,0,0,0,1
chr3,13046263,13046401,3,"1,4,5",1,0,0,1,1
chr3,13046401,13046659,2,"4,5",0,0,0,1,1
chr3,13451709,13452318,2,"4,5",0,0,0,1,1
chr3,14124225,14124439,2,"4,5",0,0,0,1,1
chr3,14124439,14124855,3,"1,4,5",1,0,0,1,1
chr3,14124855,14125054,2,"4,5",0,0,0,1,1
chr3,14178303,14178330,2,"2,5",0,1,0,0,1
chr3,14178330,14178449,3,"1,2,5",1,1,0,0,1
chr3,14178449,14178623,4,"1,2,4,5",1,1,0,1,1
chr3,14178623,14178746,3,"1,4,5",1,0,0,1,1
chr3,14178746,14178845,2,"4,5",0,0,0,1,1
chr3,14402288,14402592,2,"4,5",0,0,0,1,1
chr3,14402592,14402684,3,"1,4,5",1,0,0,1,1
chr3,14402684,14402745,2,"1,5",1,0,0,0,1
chr3,14402745,14403065,3,"1,2,5",1,1,0,0,1
chr3,14403065,14403229,2,"1,5",1,0,0,0,1
chr3,14651501,14651917,2,"1,5",1,0,0,0,1
chr3,14947136,14947182,2,"1,5",1,0,0,0,1
chr3,14947182,14947245,3,"1,4,5",1,0,0,1,1
chr3,14947245,14947549,4,"1,2,4,5",1,1,0,1,1
chr3,14947549,14947565,3,"2,4,5",0,1,0,1,1
chr3,14947565,14947578,2,"4,5",0,0,0,1,1
chr3,14947945,14947992,2,"1,5",1,0,0,0,1
chr3,14947992,14948029,3,"1,4,5",1,0,0,1,1
chr3,14948029,14948045,4,"1,3,4,5",1,0,1,1,1
chr3,14948045,14948155,5,"1,2,3,4,5",1,1,1,1,1
chr3,14948155,14948195,4,"1,3,4,5",1,0,1,1,1
chr3,14948195,14948266,3,"1,3,5",1,0,1,0,1
chr3,14948266,14948275,2,"3,5",0,0,1,0,1
