chrom,start,end,num,list,ENCFF033OLJ_RAD21_sorted.bed,ENCFF708PXY_RAD21_sorted.bed,ENCFF717LNZ_RAD21_sorted.bed,ENCFF856BXY_RAD21_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr3,149752809,149752893,2,"1,5",1,0,0,0,1
chr3,149812862,149813286,2,"1,5",1,0,0,0,1
chr3,149936805,149936825,2,"1,5",1,0,0,0,1
chr3,149936825,149936848,3,"1,3,5",1,0,1,0,1
chr3,149936848,149936893,4,"1,3,4,5",1,0,1,1,1
chr3,149936893,149936964,5,"1,2,3,4,5",1,1,1,1,1
chr3,149936964,149936984,4,"1,3,4,5",1,0,1,1,1
chr3,149936984,149937008,3,"1,3,5",1,0,1,0,1
chr3,149937008,149937012,2,"1,5",1,0,0,0,1
chr3,150149749,150150162,2,"1,5",1,0,0,0,1
chr3,150239116,150239144,2,"1,5",1,0,0,0,1
chr3,150239144,150239151,3,"1,3,5",1,0,1,0,1
chr3,150239151,150239162,4,"1,2,3,5",1,1,1,0,1
chr3,150239162,150239272,5,"1,2,3,4,5",1,1,1,1,1
chr3,150239272,150239292,4,"1,3,4,5",1,0,1,1,1
chr3,150239292,150239297,3,"1,3,5",1,0,1,0,1
chr3,150239297,150239328,2,"1,5",1,0,0,0,1
chr3,150408118,150408125,2,"2,5",0,1,0,0,1
chr3,150408172,150408239,2,"1,5",1,0,0,0,1
chr3,150408239,150408469,4,"1,2,4,5",1,1,0,1,1
chr3,150408469,150408499,3,"1,2,5",1,1,0,0,1
chr3,150408499,150408596,2,"1,5",1,0,0,0,1
chr3,150408751,150409011,2,"2,5",0,1,0,0,1
chr3,150409058,150409318,2,"2,5",0,1,0,0,1
chr3,150409913,150410040,2,"1,5",1,0,0,0,1
chr3,150410040,150410052,3,"1,2,5",1,1,0,0,1
chr3,150410052,150410282,5,"1,2,3,4,5",1,1,1,1,1
chr3,150410282,150410300,4,"1,2,3,5",1,1,1,0,1
chr3,150410300,150410336,3,"1,3,5",1,0,1,0,1
chr3,150410336,150410337,2,"1,5",1,0,0,0,1
chr3,150603601,150603861,2,"2,5",0,1,0,0,1
chr3,150721351,150721404,2,"1,5",1,0,0,0,1
chr3,150721404,150721405,3,"1,3,5",1,0,1,0,1
chr3,150721405,150721410,4,"1,2,3,5",1,1,1,0,1
chr3,150721410,150721579,5,"1,2,3,4,5",1,1,1,1,1
chr3,150721579,150721582,4,"1,2,3,5",1,1,1,0,1
chr3,150721582,150721601,3,"1,3,5",1,0,1,0,1
chr3,150721601,150721636,2,"1,5",1,0,0,0,1
chr3,150737348,150737608,2,"2,5",0,1,0,0,1
chr3,150738365,150738612,2,"2,5",0,1,0,0,1
chr3,150751937,150752042,2,"2,5",0,1,0,0,1
chr3,150756412,150756836,2,"1,5",1,0,0,0,1
chr3,150763833,150763925,2,"1,5",1,0,0,0,1
chr3,150763925,150763939,3,"1,2,5",1,1,0,0,1
chr3,150763939,150763969,4,"1,2,3,5",1,1,1,0,1
chr3,150763969,150764152,5,"1,2,3,4,5",1,1,1,1,1
chr3,150865327,150865336,2,"1,5",1,0,0,0,1
chr3,150865336,150865388,3,"1,4,5",1,0,0,1,1
chr3,150865388,150865408,4,"1,2,4,5",1,1,0,1,1
chr3,150865408,150865490,5,"1,2,3,4,5",1,1,1,1,1
chr3,150865490,150865566,4,"1,3,4,5",1,0,1,1,1
chr3,150865566,150865577,3,"1,3,5",1,0,1,0,1
chr3,150865577,150865631,2,"1,5",1,0,0,0,1
chr3,150925776,150925783,2,"1,5",1,0,0,0,1
chr3,150925783,150925793,3,"1,3,5",1,0,1,0,1
chr3,150925793,150925798,4,"1,2,3,5",1,1,1,0,1
chr3,150925798,150925892,5,"1,2,3,4,5",1,1,1,1,1
chr3,150925892,150925914,4,"1,2,3,5",1,1,1,0,1
chr3,150925914,150925951,3,"1,3,5",1,0,1,0,1
chr3,150925951,150925953,2,"1,5",1,0,0,0,1
chr3,151085351,151085611,2,"2,5",0,1,0,0,1
chr3,151086629,151086679,2,"1,5",1,0,0,0,1
chr3,151086679,151086716,3,"1,3,5",1,0,1,0,1
chr3,151086716,151086728,4,"1,2,3,5",1,1,1,0,1
chr3,151086728,151086958,5,"1,2,3,4,5",1,1,1,1,1
chr3,151086958,151086963,4,"1,2,3,5",1,1,1,0,1
chr3,151086963,151086976,3,"1,2,5",1,1,0,0,1
chr3,151086976,151087053,2,"1,5",1,0,0,0,1
chr3,151093971,151094193,2,"2,5",0,1,0,0,1
chr3,151214533,151214792,2,"2,5",0,1,0,0,1
chr3,151227761,151227811,2,"1,5",1,0,0,0,1
chr3,151227811,151227817,3,"1,3,5",1,0,1,0,1
chr3,151227817,151227826,4,"1,2,3,5",1,1,1,0,1
chr3,151227826,151227989,5,"1,2,3,4,5",1,1,1,1,1
chr3,151227989,151228000,4,"1,3,4,5",1,0,1,1,1
chr3,151228000,151228025,3,"1,3,5",1,0,1,0,1
chr3,151228025,151228064,2,"1,5",1,0,0,0,1
chr3,151316705,151317053,2,"1,5",1,0,0,0,1
chr3,151425976,151426051,2,"1,5",1,0,0,0,1
chr3,151426051,151426116,3,"1,2,5",1,1,0,0,1
chr3,151426116,151426311,4,"1,2,4,5",1,1,0,1,1
chr3,151426311,151426346,3,"1,4,5",1,0,0,1,1
chr3,151426346,151426581,2,"1,5",1,0,0,0,1
chr3,151468361,151468392,2,"2,5",0,1,0,0,1
chr3,151468392,151468435,3,"1,2,5",1,1,0,0,1
chr3,151468435,151468444,4,"1,2,4,5",1,1,0,1,1
chr3,151468444,151468556,5,"1,2,3,4,5",1,1,1,1,1
chr3,151468556,151468568,4,"1,2,3,5",1,1,1,0,1
chr3,151468568,151468596,3,"1,2,5",1,1,0,0,1
chr3,151468596,151468621,2,"2,5",0,1,0,0,1
chr3,151790039,151790463,2,"1,5",1,0,0,0,1
chr3,151815999,151816122,2,"1,5",1,0,0,0,1
chr3,151816122,151816382,3,"1,2,5",1,1,0,0,1
chr3,151816382,151816588,2,"1,5",1,0,0,0,1
chr3,153160476,153160708,2,"2,5",0,1,0,0,1
chr3,153161980,153162240,2,"2,5",0,1,0,0,1
chr3,154018158,154018161,4,"1,3,4,5",1,0,1,1,1
chr3,154018161,154018388,5,"1,2,3,4,5",1,1,1,1,1
chr3,154018388,154018398,4,"1,2,3,5",1,1,1,0,1
chr3,155382457,155382500,2,"1,5",1,0,0,0,1
chr3,155382500,155382503,3,"1,2,5",1,1,0,0,1
chr3,155382503,155382523,4,"1,2,3,5",1,1,1,0,1
chr3,155382523,155382678,5,"1,2,3,4,5",1,1,1,1,1
chr3,155382678,155382691,4,"1,2,3,5",1,1,1,0,1
chr3,155382691,155382711,3,"1,3,5",1,0,1,0,1
chr3,155382711,155382713,2,"3,5",0,0,1,0,1
chr3,155744953,155745213,2,"2,5",0,1,0,0,1
chr3,155753100,155753182,2,"1,5",1,0,0,0,1
chr3,155753182,155753183,3,"1,2,5",1,1,0,0,1
chr3,155753183,155753191,4,"1,2,4,5",1,1,0,1,1
chr3,155753191,155753281,5,"1,2,3,4,5",1,1,1,1,1
chr3,155753281,155753284,4,"1,3,4,5",1,0,1,1,1
chr3,155753284,155753313,3,"1,3,5",1,0,1,0,1
chr3,155753313,155753512,2,"1,5",1,0,0,0,1
chr3,155870481,155870491,2,"2,5",0,1,0,0,1
chr3,155870491,155870500,3,"2,3,5",0,1,1,0,1
chr3,155870500,155870730,4,"2,3,4,5",0,1,1,1,1
chr3,155870730,155870741,3,"2,3,5",0,1,1,0,1
chr3,155870741,155870775,2,"3,5",0,0,1,0,1
chr3,155995615,155995641,2,"2,5",0,1,0,0,1
chr3,155995641,155995667,3,"2,4,5",0,1,0,1,1
chr3,155995667,155995686,4,"1,2,4,5",1,1,0,1,1
chr3,155995686,155995819,5,"1,2,3,4,5",1,1,1,1,1
chr3,155995819,155995871,4,"1,2,4,5",1,1,0,1,1
chr3,155995871,155995875,3,"1,2,5",1,1,0,0,1
chr3,155995875,155995879,2,"1,5",1,0,0,0,1
chr3,155996040,155996300,2,"2,5",0,1,0,0,1
chr3,156010923,156010975,2,"1,5",1,0,0,0,1
chr3,156010975,156010980,3,"1,3,5",1,0,1,0,1
chr3,156010980,156011091,5,"1,2,3,4,5",1,1,1,1,1
chr3,156011091,156011093,4,"1,3,4,5",1,0,1,1,1
chr3,156011093,156011123,3,"1,3,5",1,0,1,0,1
chr3,156011123,156011146,2,"1,5",1,0,0,0,1
chr3,156174281,156174283,2,"2,5",0,1,0,0,1
chr3,156174283,156174315,3,"1,2,5",1,1,0,0,1
chr3,156174315,156174353,4,"1,2,4,5",1,1,0,1,1
chr3,156174353,156174490,5,"1,2,3,4,5",1,1,1,1,1
chr3,156174490,156174528,4,"1,2,4,5",1,1,0,1,1
chr3,156448358,156448360,2,"3,5",0,0,1,0,1
chr3,156448360,156448619,3,"2,3,5",0,1,1,0,1
chr3,156449967,156450029,2,"1,5",1,0,0,0,1
chr3,156450029,156450041,3,"1,3,5",1,0,1,0,1
chr3,156450041,156450065,4,"1,2,3,5",1,1,1,0,1
chr3,156450065,156450295,5,"1,2,3,4,5",1,1,1,1,1
chr3,156450295,156450301,4,"1,2,3,5",1,1,1,0,1
chr3,156450301,156450353,3,"1,3,5",1,0,1,0,1
chr3,156673926,156673964,2,"1,5",1,0,0,0,1
chr3,156673964,156673966,3,"1,2,5",1,1,0,0,1
chr3,156673966,156674074,4,"1,2,3,5",1,1,1,0,1
chr3,156674074,156674134,5,"1,2,3,4,5",1,1,1,1,1
chr3,156674134,156674171,4,"1,2,3,5",1,1,1,0,1
chr3,156674171,156674188,5,"1,2,3,4,5",1,1,1,1,1
chr3,156674188,156674216,4,"1,2,4,5",1,1,0,1,1
chr3,156674216,156674364,5,"1,2,3,4,5",1,1,1,1,1
chr3,156674364,156674376,4,"2,3,4,5",0,1,1,1,1
chr3,156674376,156674398,3,"2,4,5",0,1,0,1,1
chr3,156674398,156674401,2,"4,5",0,0,0,1,1
chr3,156812535,156812584,2,"1,5",1,0,0,0,1
chr3,156812584,156812844,3,"1,2,5",1,1,0,0,1
chr3,156812844,156812959,2,"1,5",1,0,0,0,1
chr3,156816727,156816987,2,"2,5",0,1,0,0,1
chr3,156816998,156817422,2,"1,5",1,0,0,0,1
chr3,157081730,157081774,2,"1,5",1,0,0,0,1
chr3,157081774,157081800,3,"1,3,5",1,0,1,0,1
chr3,157081800,157081803,4,"1,3,4,5",1,0,1,1,1
chr3,157081803,157081986,5,"1,2,3,4,5",1,1,1,1,1
chr3,157081986,157081997,4,"1,2,3,5",1,1,1,0,1
chr3,157081997,157081999,3,"1,3,5",1,0,1,0,1
chr3,157081999,157082042,2,"1,5",1,0,0,0,1
chr3,157137488,157137500,2,"2,5",0,1,0,0,1
chr3,157137500,157137524,3,"1,2,5",1,1,0,0,1
chr3,157137524,157137542,4,"1,2,3,5",1,1,1,0,1
chr3,157137542,157137698,5,"1,2,3,4,5",1,1,1,1,1
chr3,157137698,157137707,4,"1,2,3,5",1,1,1,0,1
chr3,157137707,157137734,3,"1,2,5",1,1,0,0,1
chr3,157137734,157137748,2,"2,5",0,1,0,0,1
chr3,157160033,157160495,2,"2,5",0,1,0,0,1
chr3,157174930,157175160,2,"4,5",0,0,0,1,1
chr3,157239071,157239162,2,"1,5",1,0,0,0,1
chr3,157239162,157239213,3,"1,2,5",1,1,0,0,1
chr3,157239213,157239236,4,"1,2,3,5",1,1,1,0,1
chr3,157239236,157239358,5,"1,2,3,4,5",1,1,1,1,1
chr3,157239358,157239364,4,"1,2,3,5",1,1,1,0,1
chr3,157239364,157239422,3,"1,2,5",1,1,0,0,1
chr3,157239422,157239495,2,"1,5",1,0,0,0,1
chr3,158091594,158091602,2,"2,5",0,1,0,0,1
chr3,158091602,158091634,3,"2,3,5",0,1,1,0,1
chr3,158091634,158091638,4,"1,2,3,5",1,1,1,0,1
chr3,158091638,158091798,5,"1,2,3,4,5",1,1,1,1,1
chr3,158091798,158091854,4,"2,3,4,5",0,1,1,1,1
chr3,158091854,158091868,3,"3,4,5",0,0,1,1,1
chr3,158091868,158091886,2,"3,5",0,0,1,0,1
chr3,158098121,158098381,2,"2,5",0,1,0,0,1
chr3,158109941,158109966,2,"1,5",1,0,0,0,1
chr3,158109966,158110001,3,"1,3,5",1,0,1,0,1
chr3,158110001,158110192,4,"1,2,3,5",1,1,1,0,1
chr3,158110192,158110250,3,"2,3,5",0,1,1,0,1
chr3,158110250,158110261,2,"2,5",0,1,0,0,1
chr3,158644273,158644279,2,"1,5",1,0,0,0,1
chr3,158644279,158644296,3,"1,3,5",1,0,1,0,1
chr3,158644296,158644314,4,"1,2,3,5",1,1,1,0,1
chr3,158644314,158644544,5,"1,2,3,4,5",1,1,1,1,1
chr3,158644544,158644556,4,"1,2,3,5",1,1,1,0,1
chr3,158644556,158644652,3,"1,3,5",1,0,1,0,1
chr3,158644652,158644766,2,"3,5",0,0,1,0,1
chr3,158723092,158723516,2,"1,5",1,0,0,0,1
chr3,158771946,158772370,2,"1,5",1,0,0,0,1
chr3,158789653,158789673,2,"1,5",1,0,0,0,1
chr3,158789673,158789698,3,"1,3,5",1,0,1,0,1
chr3,158789698,158789720,4,"1,3,4,5",1,0,1,1,1
chr3,158789720,158789836,5,"1,2,3,4,5",1,1,1,1,1
chr3,158789836,158789867,4,"1,2,3,5",1,1,1,0,1
chr3,158789867,158789880,2,"1,5",1,0,0,0,1
chr3,158845825,158845855,2,"1,5",1,0,0,0,1
chr3,158845855,158845871,3,"1,3,5",1,0,1,0,1
chr3,158845871,158845923,4,"1,3,4,5",1,0,1,1,1
chr3,158845923,158846024,5,"1,2,3,4,5",1,1,1,1,1
chr3,158846024,158846032,4,"1,3,4,5",1,0,1,1,1
chr3,158846032,158846053,3,"1,3,5",1,0,1,0,1
chr3,158846053,158846117,2,"1,5",1,0,0,0,1
chr3,158963837,158963941,2,"1,5",1,0,0,0,1
chr3,158963941,158964171,3,"1,4,5",1,0,0,1,1
chr3,158964171,158964261,2,"1,5",1,0,0,0,1
chr3,159766660,159766854,2,"4,5",0,0,0,1,1
chr3,159805185,159805219,2,"1,5",1,0,0,0,1
chr3,159805219,159805229,3,"1,3,5",1,0,1,0,1
chr3,159805229,159805230,4,"1,2,3,5",1,1,1,0,1
chr3,159805230,159805418,5,"1,2,3,4,5",1,1,1,1,1
chr3,159805418,159805427,4,"1,3,4,5",1,0,1,1,1
chr3,159805427,159805428,3,"1,3,5",1,0,1,0,1
chr3,159805428,159805441,2,"1,5",1,0,0,0,1
chr3,159988573,159988615,2,"2,5",0,1,0,0,1
chr3,159988615,159988833,3,"2,4,5",0,1,0,1,1
chr3,159988833,159988845,2,"4,5",0,0,0,1,1
chr3,160006619,160006631,2,"1,5",1,0,0,0,1
chr3,160006631,160006653,3,"1,3,5",1,0,1,0,1
chr3,160006653,160006680,4,"1,3,4,5",1,0,1,1,1
chr3,160006680,160006794,5,"1,2,3,4,5",1,1,1,1,1
chr3,160006794,160006801,4,"1,2,3,5",1,1,1,0,1
chr3,160006801,160006814,3,"1,3,5",1,0,1,0,1
chr3,160006814,160006860,2,"1,5",1,0,0,0,1
chr3,160413695,160413699,2,"1,5",1,0,0,0,1
chr3,160413699,160413708,3,"1,2,5",1,1,0,0,1
chr3,160413708,160413758,4,"1,2,4,5",1,1,0,1,1
chr3,160413758,160413923,5,"1,2,3,4,5",1,1,1,1,1
chr3,160413923,160413938,4,"1,2,4,5",1,1,0,1,1
chr3,160413938,160413959,3,"1,2,5",1,1,0,0,1
chr3,160413959,160413967,2,"1,5",1,0,0,0,1
chr3,160577627,160577669,2,"1,5",1,0,0,0,1
chr3,160577669,160577688,3,"1,3,5",1,0,1,0,1
chr3,160577688,160577690,4,"1,2,3,5",1,1,1,0,1
chr3,160577690,160577807,5,"1,2,3,4,5",1,1,1,1,1
chr3,160577807,160577808,4,"1,3,4,5",1,0,1,1,1
chr3,160577808,160577830,3,"1,3,5",1,0,1,0,1
chr3,160577830,160577896,2,"1,5",1,0,0,0,1
chr3,161315957,161316217,2,"2,5",0,1,0,0,1
chr3,161323908,161324332,2,"1,5",1,0,0,0,1
chr3,161339527,161339547,2,"2,5",0,1,0,0,1
chr3,161339547,161339582,3,"1,2,5",1,1,0,0,1
chr3,161339582,161339787,4,"1,2,3,5",1,1,1,0,1
chr3,161339787,161339866,3,"1,3,5",1,0,1,0,1
chr3,161339866,161339971,2,"1,5",1,0,0,0,1
chr3,161340155,161340415,2,"2,5",0,1,0,0,1
chr3,161420729,161420746,2,"3,5",0,0,1,0,1
chr3,161420746,161420790,3,"3,4,5",0,0,1,1,1
chr3,161420790,161420849,4,"2,3,4,5",0,1,1,1,1
chr3,161420849,161420976,5,"1,2,3,4,5",1,1,1,1,1
chr3,161420976,161421013,4,"1,2,3,5",1,1,1,0,1
chr3,161421013,161421021,3,"1,2,5",1,1,0,0,1
chr3,161421021,161421050,2,"2,5",0,1,0,0,1
chr3,161422131,161422210,2,"3,5",0,0,1,0,1
chr3,161422210,161422254,3,"1,3,5",1,0,1,0,1
chr3,161422254,161422415,4,"1,2,3,5",1,1,1,0,1
chr3,161422415,161422514,3,"1,2,5",1,1,0,0,1
chr3,161422514,161422631,2,"1,5",1,0,0,0,1
chr3,165185760,165185785,2,"1,5",1,0,0,0,1
chr3,165185785,165185794,3,"1,3,5",1,0,1,0,1
chr3,165185794,165185814,4,"1,3,4,5",1,0,1,1,1
chr3,165185814,165185969,5,"1,2,3,4,5",1,1,1,1,1
chr3,165185969,165185992,4,"1,3,4,5",1,0,1,1,1
chr3,165185992,165186011,3,"1,3,5",1,0,1,0,1
chr3,165186011,165186060,2,"1,5",1,0,0,0,1
chr3,165206766,165206789,2,"1,5",1,0,0,0,1
chr3,165206789,165206886,4,"1,2,4,5",1,1,0,1,1
chr3,165206886,165206957,5,"1,2,3,4,5",1,1,1,1,1
chr3,165206957,165207019,4,"1,2,4,5",1,1,0,1,1
chr3,165207019,165207049,3,"1,2,5",1,1,0,0,1
chr3,165207049,165207121,2,"1,5",1,0,0,0,1
chr3,166685321,166685338,3,"1,2,5",1,1,0,0,1
chr3,166685338,166685381,4,"1,2,3,5",1,1,1,0,1
chr3,166685381,166685498,5,"1,2,3,4,5",1,1,1,1,1
chr3,166685498,166685520,4,"1,2,3,5",1,1,1,0,1
chr3,166685520,166685541,3,"1,2,5",1,1,0,0,1
chr3,166685541,166685560,2,"2,5",0,1,0,0,1
chr3,166829862,166829922,2,"1,5",1,0,0,0,1
chr3,166829922,166829938,3,"1,2,5",1,1,0,0,1
chr3,166829938,166830182,4,"1,2,3,5",1,1,1,0,1
chr3,166830182,166830222,3,"1,3,5",1,0,1,0,1
chr3,166830222,166830286,2,"1,5",1,0,0,0,1
chr3,166837610,166837613,2,"1,5",1,0,0,0,1
chr3,166837613,166837618,3,"1,2,5",1,1,0,0,1
chr3,166837618,166837632,4,"1,2,3,5",1,1,1,0,1
chr3,166837632,166837862,5,"1,2,3,4,5",1,1,1,1,1
chr3,166837862,166837873,4,"1,2,3,5",1,1,1,0,1
chr3,166837873,166837902,3,"1,3,5",1,0,1,0,1
chr3,166837902,166837905,2,"1,5",1,0,0,0,1
chr3,167684535,167684643,5,"1,2,3,4,5",1,1,1,1,1
chr3,167684643,167684702,4,"2,3,4,5",0,1,1,1,1
chr3,167684702,167684734,3,"2,3,5",0,1,1,0,1
chr3,167684734,167684747,2,"3,5",0,0,1,0,1
chr3,167741012,167741016,2,"1,5",1,0,0,0,1
chr3,167741016,167741024,3,"1,3,5",1,0,1,0,1
chr3,167741024,167741133,4,"1,2,3,5",1,1,1,0,1
chr3,167741133,167741191,5,"1,2,3,4,5",1,1,1,1,1
chr3,167741191,167741284,4,"1,2,3,5",1,1,1,0,1
chr3,167741284,167741300,3,"1,3,5",1,0,1,0,1
chr3,167741300,167741349,2,"1,5",1,0,0,0,1
chr3,168249856,168249865,2,"3,5",0,0,1,0,1
chr3,168249865,168249883,3,"2,3,5",0,1,1,0,1
chr3,168249883,168250113,4,"2,3,4,5",0,1,1,1,1
chr3,168250113,168250125,3,"2,3,5",0,1,1,0,1
chr3,168250125,168250140,2,"3,5",0,0,1,0,1
chr3,168671070,168671088,2,"1,5",1,0,0,0,1
chr3,168671088,168671348,3,"1,2,5",1,1,0,0,1
chr3,168671348,168671494,2,"1,5",1,0,0,0,1
chr3,169604543,169604630,2,"1,5",1,0,0,0,1
chr3,169604630,169604649,3,"1,3,5",1,0,1,0,1
chr3,169604649,169604651,4,"1,2,3,5",1,1,1,0,1
chr3,169604651,169604881,5,"1,2,3,4,5",1,1,1,1,1
chr3,169604881,169604909,4,"1,2,3,5",1,1,1,0,1
chr3,169604909,169604914,3,"1,3,5",1,0,1,0,1
chr3,169604914,169604916,2,"1,5",1,0,0,0,1
chr3,169763007,169763028,2,"1,5",1,0,0,0,1
chr3,169763028,169763036,3,"1,3,5",1,0,1,0,1
chr3,169763036,169763046,4,"1,3,4,5",1,0,1,1,1
chr3,169763046,169763167,5,"1,2,3,4,5",1,1,1,1,1
chr3,169763167,169763170,4,"1,2,3,5",1,1,1,0,1
chr3,169763170,169763172,3,"1,3,5",1,0,1,0,1
chr3,169763172,169763213,2,"1,5",1,0,0,0,1
chr3,169930238,169930246,2,"2,5",0,1,0,0,1
chr3,169930246,169930250,3,"2,3,5",0,1,1,0,1
chr3,169930250,169930266,4,"1,2,3,5",1,1,1,0,1
chr3,169930266,169930478,5,"1,2,3,4,5",1,1,1,1,1
chr3,169930478,169930496,4,"2,3,4,5",0,1,1,1,1
chr3,169930496,169930498,3,"2,3,5",0,1,1,0,1
chr3,169930498,169930530,2,"3,5",0,0,1,0,1
chr3,169966542,169966556,2,"3,5",0,0,1,0,1
chr3,169966556,169966574,3,"3,4,5",0,0,1,1,1
chr3,169966574,169966654,4,"2,3,4,5",0,1,1,1,1
chr3,169966654,169966761,5,"1,2,3,4,5",1,1,1,1,1
chr3,169966761,169966786,4,"2,3,4,5",0,1,1,1,1
chr3,169966786,169966826,3,"2,3,5",0,1,1,0,1
chr3,169966826,169966834,2,"2,5",0,1,0,0,1
chr3,170037704,170037803,2,"1,5",1,0,0,0,1
chr3,170037803,170037807,3,"1,2,5",1,1,0,0,1
chr3,170037807,170037885,4,"1,2,4,5",1,1,0,1,1
chr3,170037885,170037980,5,"1,2,3,4,5",1,1,1,1,1
chr3,170037980,170038037,4,"1,2,4,5",1,1,0,1,1
chr3,170038037,170038063,3,"1,2,5",1,1,0,0,1
chr3,170038063,170038128,2,"1,5",1,0,0,0,1
chr3,170038814,170039070,2,"2,5",0,1,0,0,1
chr3,170046563,170046987,2,"1,5",1,0,0,0,1
chr3,170049798,170050058,2,"2,5",0,1,0,0,1
chr3,170414171,170414200,2,"1,5",1,0,0,0,1
chr3,170414200,170414203,3,"1,3,5",1,0,1,0,1
chr3,170414203,170414226,4,"1,3,4,5",1,0,1,1,1
chr3,170414226,170414397,5,"1,2,3,4,5",1,1,1,1,1
chr3,170414397,170414404,4,"1,3,4,5",1,0,1,1,1
chr3,170414404,170414414,3,"1,3,5",1,0,1,0,1
chr3,170414414,170414451,2,"1,5",1,0,0,0,1
chr3,170492896,170493372,2,"1,5",1,0,0,0,1
chr3,170499635,170499640,2,"1,5",1,0,0,0,1
chr3,170499640,170499675,3,"1,2,5",1,1,0,0,1
chr3,170499675,170499681,4,"1,2,3,5",1,1,1,0,1
chr3,170499681,170499824,5,"1,2,3,4,5",1,1,1,1,1
chr3,170499824,170499826,4,"1,2,3,5",1,1,1,0,1
chr3,170499826,170499831,3,"2,3,5",0,1,1,0,1
chr3,170499831,170499900,2,"2,5",0,1,0,0,1
chr3,170869999,170870459,2,"2,5",0,1,0,0,1
chr3,171460809,171460830,2,"4,5",0,0,0,1,1
chr3,171460830,171461039,3,"2,4,5",0,1,0,1,1
chr3,171461039,171461304,2,"2,5",0,1,0,0,1
chr3,171834258,171834310,2,"1,5",1,0,0,0,1
chr3,171834310,171834319,3,"1,4,5",1,0,0,1,1
chr3,171834319,171834327,4,"1,3,4,5",1,0,1,1,1
chr3,171834327,171834418,5,"1,2,3,4,5",1,1,1,1,1
chr3,171834418,171834420,4,"1,3,4,5",1,0,1,1,1
chr3,171834420,171834432,3,"1,3,5",1,0,1,0,1
chr3,171834432,171834465,2,"1,5",1,0,0,0,1
chr3,172039370,172039419,3,"1,3,5",1,0,1,0,1
chr3,172039419,172039635,4,"1,2,3,5",1,1,1,0,1
chr3,172039635,172039679,3,"1,2,5",1,1,0,0,1
chr3,172039679,172039751,2,"1,5",1,0,0,0,1
chr3,172039911,172040378,2,"2,5",0,1,0,0,1
chr3,172304016,172304238,3,"2,3,5",0,1,1,0,1
chr3,172596201,172596240,3,"1,3,5",1,0,1,0,1
chr3,172596240,172596244,4,"1,3,4,5",1,0,1,1,1
chr3,172596244,172596346,5,"1,2,3,4,5",1,1,1,1,1
chr3,172596346,172596370,4,"1,3,4,5",1,0,1,1,1
chr3,172596370,172596380,3,"1,4,5",1,0,0,1,1
chr3,172596380,172596412,2,"1,5",1,0,0,0,1
chr3,172623310,172623503,4,"1,2,3,5",1,1,1,0,1
chr3,172623897,172623906,2,"3,5",0,0,1,0,1
chr3,172623906,172623911,3,"2,3,5",0,1,1,0,1
chr3,172623911,172623990,4,"2,3,4,5",0,1,1,1,1
chr3,172623990,172624141,5,"1,2,3,4,5",1,1,1,1,1
chr3,172624141,172624154,4,"1,2,3,5",1,1,1,0,1
chr3,172624154,172624166,3,"2,3,5",0,1,1,0,1
chr3,172624166,172624181,2,"3,5",0,0,1,0,1
chr3,172638021,172638281,2,"2,5",0,1,0,0,1
chr3,172666256,172666286,2,"3,5",0,0,1,0,1
chr3,172666286,172666316,3,"1,3,5",1,0,1,0,1
chr3,172666316,172666333,4,"1,3,4,5",1,0,1,1,1
chr3,172666333,172666461,5,"1,2,3,4,5",1,1,1,1,1
chr3,172666461,172666512,4,"1,3,4,5",1,0,1,1,1
chr3,172666512,172666540,3,"3,4,5",0,0,1,1,1
chr3,172666540,172666546,2,"4,5",0,0,0,1,1
chr3,172666775,172666880,2,"1,5",1,0,0,0,1
chr3,172666880,172666910,3,"1,3,5",1,0,1,0,1
chr3,172666910,172666992,4,"1,3,4,5",1,0,1,1,1
chr3,172666992,172667081,5,"1,2,3,4,5",1,1,1,1,1
chr3,172667081,172667098,4,"1,3,4,5",1,0,1,1,1
chr3,172667098,172667118,3,"1,3,5",1,0,1,0,1
chr3,172667118,172667150,2,"1,5",1,0,0,0,1
chr3,172673263,172673272,2,"3,5",0,0,1,0,1
chr3,172673272,172673280,3,"3,4,5",0,0,1,1,1
chr3,172673280,172673308,4,"1,3,4,5",1,0,1,1,1
chr3,172673308,172673399,5,"1,2,3,4,5",1,1,1,1,1
chr3,172673399,172673412,4,"1,3,4,5",1,0,1,1,1
chr3,172673412,172673423,3,"3,4,5",0,0,1,1,1
chr3,172673423,172673424,2,"4,5",0,0,0,1,1
chr3,172711086,172711161,2,"1,5",1,0,0,0,1
chr3,172711161,172711169,3,"1,4,5",1,0,0,1,1
chr3,172711169,172711186,4,"1,2,4,5",1,1,0,1,1
chr3,172711186,172711256,5,"1,2,3,4,5",1,1,1,1,1
chr3,172711256,172711301,4,"1,2,3,5",1,1,1,0,1
chr3,172711301,172711310,3,"1,2,5",1,1,0,0,1
chr3,172711310,172711351,2,"1,5",1,0,0,0,1
chr3,172750401,172750407,2,"3,5",0,0,1,0,1
chr3,172750407,172750409,3,"3,4,5",0,0,1,1,1
chr3,172750409,172750463,4,"2,3,4,5",0,1,1,1,1
chr3,172750463,172750620,5,"1,2,3,4,5",1,1,1,1,1
chr3,172750620,172750637,4,"2,3,4,5",0,1,1,1,1
