chrom,start,end,num,list,ENCFF099EFN_CEBPB_sorted.bed,ENCFF342QGM_CEBPB_sorted.bed,ENCFF757UIC_CEBPB_sorted.bed,ENCFF824TMR_CEBPB_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr7,151227305,151227311,2,"3,5",0,0,1,0,1
chr7,151459809,151460029,2,"4,5",0,0,0,1,1
chr7,151503974,151504033,2,"3,5",0,0,1,0,1
chr7,151504033,151504041,3,"3,4,5",0,0,1,1,1
chr7,151504041,151504169,4,"1,3,4,5",1,0,1,1,1
chr7,151504169,151504204,3,"1,3,5",1,0,1,0,1
chr7,151504204,151504217,2,"1,5",1,0,0,0,1
chr7,152025530,152025543,2,"1,5",1,0,0,0,1
chr7,152025543,152025684,3,"1,4,5",1,0,0,1,1
chr7,152025684,152025706,2,"1,5",1,0,0,0,1
chr7,153974684,153974904,2,"4,5",0,0,0,1,1
chr7,155618966,155618980,2,"2,5",0,1,0,0,1
chr7,155618980,155619015,3,"2,4,5",0,1,0,1,1
chr7,155619015,155619026,4,"2,3,4,5",0,1,1,1,1
chr7,155619026,155619084,5,"1,2,3,4,5",1,1,1,1,1
chr7,155619084,155619137,4,"1,2,4,5",1,1,0,1,1
chr7,155619137,155619174,3,"2,4,5",0,1,0,1,1
chr7,155619174,155619190,2,"2,5",0,1,0,0,1
chr7,155619285,155619461,2,"1,5",1,0,0,0,1
chr7,155808034,155808096,5,"1,2,3,4,5",1,1,1,1,1
chr7,155808096,155808113,4,"2,3,4,5",0,1,1,1,1
chr7,155808113,155808143,3,"2,3,5",0,1,1,0,1
chr7,155808143,155808144,2,"2,5",0,1,0,0,1
chr7,156988566,156988592,2,"3,5",0,0,1,0,1
chr7,156988592,156988605,3,"2,3,5",0,1,1,0,1
chr7,156988605,156988633,4,"1,2,3,5",1,1,1,0,1
chr7,156988633,156988773,5,"1,2,3,4,5",1,1,1,1,1
chr7,156988773,156988781,4,"1,2,3,5",1,1,1,0,1
chr7,156988781,156988796,3,"2,3,5",0,1,1,0,1
chr7,156988796,156988816,2,"2,5",0,1,0,0,1
chr7,157089071,157089087,2,"2,5",0,1,0,0,1
chr7,157089087,157089295,3,"2,4,5",0,1,0,1,1
chr7,157089295,157089307,2,"4,5",0,0,0,1,1
chr7,158590732,158590741,2,"4,5",0,0,0,1,1
chr7,158590741,158590773,3,"2,4,5",0,1,0,1,1
chr7,158590773,158590949,4,"1,2,4,5",1,1,0,1,1
chr7,158590949,158590952,3,"2,4,5",0,1,0,1,1
chr7,158590952,158590965,2,"2,5",0,1,0,0,1
chr8,400887,401107,2,"4,5",0,0,0,1,1
chr8,6901159,6901172,2,"3,5",0,0,1,0,1
chr8,6901172,6901177,3,"2,3,5",0,1,1,0,1
chr8,6901177,6901183,4,"1,2,3,5",1,1,1,0,1
chr8,6901183,6901353,5,"1,2,3,4,5",1,1,1,1,1
chr8,6901353,6901368,4,"2,3,4,5",0,1,1,1,1
chr8,6901368,6901389,3,"2,3,5",0,1,1,0,1
chr8,6901389,6901396,2,"2,5",0,1,0,0,1
chr8,7887313,7887485,2,"4,5",0,0,0,1,1
chr8,8310546,8310570,3,"1,3,5",1,0,1,0,1
chr8,8310570,8310648,4,"1,3,4,5",1,0,1,1,1
chr8,8310648,8310695,3,"1,3,5",1,0,1,0,1
chr8,8310695,8310712,2,"3,5",0,0,1,0,1
chr8,9002636,9002648,3,"2,3,5",0,1,1,0,1
chr8,9002648,9002653,4,"2,3,4,5",0,1,1,1,1
chr8,9002653,9002827,5,"1,2,3,4,5",1,1,1,1,1
chr8,9002827,9002848,4,"2,3,4,5",0,1,1,1,1
chr8,9002848,9002865,2,"3,5",0,0,1,0,1
chr8,11429384,11429604,2,"4,5",0,0,0,1,1
chr8,11853284,11853294,2,"4,5",0,0,0,1,1
chr8,11853294,11853470,3,"1,4,5",1,0,0,1,1
chr8,11853470,11853504,2,"4,5",0,0,0,1,1
chr8,11897406,11897411,2,"4,5",0,0,0,1,1
chr8,11897411,11897608,3,"3,4,5",0,0,1,1,1
chr8,11902502,11902722,2,"4,5",0,0,0,1,1
chr8,13357458,13357484,2,"2,5",0,1,0,0,1
chr8,13357484,13357513,3,"2,3,5",0,1,1,0,1
chr8,13357513,13357567,4,"1,2,3,5",1,1,1,0,1
chr8,13357567,13357661,5,"1,2,3,4,5",1,1,1,1,1
chr8,17247670,17247706,2,"4,5",0,0,0,1,1
chr8,17506697,17506700,2,"3,5",0,0,1,0,1
chr8,17506700,17506727,3,"2,3,5",0,1,1,0,1
chr8,17506727,17506761,4,"1,2,3,5",1,1,1,0,1
chr8,17506761,17506882,5,"1,2,3,4,5",1,1,1,1,1
chr8,17506882,17506903,4,"1,2,3,5",1,1,1,0,1
chr8,17506903,17506924,3,"2,3,5",0,1,1,0,1
chr8,17506924,17506927,2,"3,5",0,0,1,0,1
chr8,17896017,17896021,2,"1,5",1,0,0,0,1
chr8,17896021,17896046,3,"1,3,5",1,0,1,0,1
chr8,17896046,17896090,4,"1,2,3,5",1,1,1,0,1
chr8,17896090,17896193,5,"1,2,3,4,5",1,1,1,1,1
chr8,17896193,17896242,4,"2,3,4,5",0,1,1,1,1
chr8,17896242,17896251,3,"2,3,5",0,1,1,0,1
chr8,17896251,17896270,2,"2,5",0,1,0,0,1
chr8,17907238,17907240,2,"2,5",0,1,0,0,1
chr8,17907240,17907255,3,"2,4,5",0,1,0,1,1
chr8,17907255,17907431,4,"1,2,4,5",1,1,0,1,1
chr8,17907431,17907460,3,"2,4,5",0,1,0,1,1
chr8,17907460,17907462,2,"2,5",0,1,0,0,1
chr8,17907743,17907747,2,"3,5",0,0,1,0,1
chr8,17907747,17907788,3,"2,3,5",0,1,1,0,1
chr8,17907788,17907796,4,"2,3,4,5",0,1,1,1,1
chr8,17907796,17907906,5,"1,2,3,4,5",1,1,1,1,1
chr8,17907906,17907971,4,"1,2,3,5",1,1,1,0,1
chr8,17907971,17907972,3,"1,3,5",1,0,1,0,1
chr8,17907972,17907973,2,"3,5",0,0,1,0,1
chr8,17916251,17916257,2,"2,5",0,1,0,0,1
chr8,17916257,17916292,3,"2,3,5",0,1,1,0,1
chr8,17916292,17916317,4,"1,2,3,5",1,1,1,0,1
chr8,17916317,17916424,5,"1,2,3,4,5",1,1,1,1,1
chr8,17916424,17916468,4,"1,2,3,5",1,1,1,0,1
chr8,17916468,17916475,3,"2,3,5",0,1,1,0,1
chr8,17916475,17916487,2,"3,5",0,0,1,0,1
chr8,18083263,18083351,2,"4,5",0,0,0,1,1
chr8,18083504,18083684,2,"4,5",0,0,0,1,1
chr8,19271261,19271263,2,"3,5",0,0,1,0,1
chr8,19271263,19271286,3,"2,3,5",0,1,1,0,1
chr8,19271286,19271327,4,"1,2,3,5",1,1,1,0,1
chr8,19271327,19271441,5,"1,2,3,4,5",1,1,1,1,1
chr8,19271441,19271462,4,"1,2,3,5",1,1,1,0,1
chr8,19271462,19271469,3,"2,3,5",0,1,1,0,1
chr8,19271469,19271487,2,"2,5",0,1,0,0,1
chr8,19280452,19280672,2,"4,5",0,0,0,1,1
chr8,19318944,19319157,2,"2,5",0,1,0,0,1
chr8,22025387,22025389,2,"2,5",0,1,0,0,1
chr8,22025389,22025405,3,"2,3,5",0,1,1,0,1
chr8,22025405,22025440,4,"1,2,3,5",1,1,1,0,1
chr8,22025440,22025509,5,"1,2,3,4,5",1,1,1,1,1
chr8,22025509,22025581,4,"1,2,3,5",1,1,1,0,1
chr8,22025581,22025593,3,"2,3,5",0,1,1,0,1
chr8,22030661,22030830,5,"1,2,3,4,5",1,1,1,1,1
chr8,22030830,22030857,4,"2,3,4,5",0,1,1,1,1
chr8,22030857,22030863,3,"2,4,5",0,1,0,1,1
chr8,22030863,22030868,2,"4,5",0,0,0,1,1
chr8,22588700,22588782,2,"2,5",0,1,0,0,1
chr8,22588782,22588808,4,"1,2,3,5",1,1,1,0,1
chr8,22588808,22588924,5,"1,2,3,4,5",1,1,1,1,1
chr8,22588924,22588928,4,"1,3,4,5",1,0,1,1,1
chr8,22588928,22588958,3,"1,3,5",1,0,1,0,1
chr8,22588958,22589012,2,"3,5",0,0,1,0,1
chr8,23069029,23069036,2,"2,5",0,1,0,0,1
chr8,23069036,23069082,3,"2,3,5",0,1,1,0,1
chr8,23069082,23069158,4,"2,3,4,5",0,1,1,1,1
chr8,23069158,23069253,3,"2,3,5",0,1,1,0,1
chr8,23069253,23069266,2,"3,5",0,0,1,0,1
chr8,23074676,23074679,2,"3,5",0,0,1,0,1
chr8,23074679,23074697,3,"2,3,5",0,1,1,0,1
chr8,23074697,23074752,4,"2,3,4,5",0,1,1,1,1
chr8,23074752,23074880,5,"1,2,3,4,5",1,1,1,1,1
chr8,23074880,23074903,4,"2,3,4,5",0,1,1,1,1
chr8,23074903,23074906,3,"3,4,5",0,0,1,1,1
chr8,23182150,23182205,2,"3,5",0,0,1,0,1
chr8,23182205,23182216,3,"2,3,5",0,1,1,0,1
chr8,23182216,23182217,4,"2,3,4,5",0,1,1,1,1
chr8,23182217,23182361,5,"1,2,3,4,5",1,1,1,1,1
chr8,23182361,23182380,4,"1,2,3,5",1,1,1,0,1
chr8,23182380,23182393,3,"1,2,5",1,1,0,0,1
chr8,23182393,23182429,2,"2,5",0,1,0,0,1
chr8,23457876,23457891,2,"2,5",0,1,0,0,1
chr8,23457891,23457900,3,"2,3,5",0,1,1,0,1
chr8,23457900,23457931,4,"2,3,4,5",0,1,1,1,1
chr8,23457931,23458056,5,"1,2,3,4,5",1,1,1,1,1
chr8,25187658,25187662,2,"3,5",0,0,1,0,1
chr8,25187662,25187677,3,"3,4,5",0,0,1,1,1
chr8,25187677,25187685,4,"1,3,4,5",1,0,1,1,1
chr8,25187685,25187793,5,"1,2,3,4,5",1,1,1,1,1
chr8,25187793,25187840,4,"1,3,4,5",1,0,1,1,1
chr8,25187840,25187874,3,"3,4,5",0,0,1,1,1
chr8,25187874,25187886,2,"3,5",0,0,1,0,1
chr8,25458740,25458821,2,"3,5",0,0,1,0,1
chr8,25458821,25458896,3,"3,4,5",0,0,1,1,1
chr8,25458896,25458970,2,"3,5",0,0,1,0,1
chr8,27603312,27603330,2,"2,5",0,1,0,0,1
chr8,27603330,27603331,3,"2,4,5",0,1,0,1,1
chr8,27603331,27603507,4,"1,2,4,5",1,1,0,1,1
chr8,27603507,27603536,3,"2,4,5",0,1,0,1,1
chr8,27603536,27603550,2,"4,5",0,0,0,1,1
chr8,27675130,27675350,2,"4,5",0,0,0,1,1
chr8,27872555,27872581,2,"4,5",0,0,0,1,1
chr8,27872581,27872757,3,"1,4,5",1,0,0,1,1
chr8,27872757,27872775,2,"4,5",0,0,0,1,1
chr8,28092944,28092969,2,"3,5",0,0,1,0,1
chr8,28092969,28093128,4,"1,3,4,5",1,0,1,1,1
chr8,28093128,28093145,3,"1,3,5",1,0,1,0,1
chr8,28093145,28093174,2,"3,5",0,0,1,0,1
chr8,28800271,28800324,2,"3,5",0,0,1,0,1
chr8,28800324,28800501,3,"3,4,5",0,0,1,1,1
chr8,28800501,28800544,2,"4,5",0,0,0,1,1
chr8,28889833,28890041,2,"4,5",0,0,0,1,1
chr8,29958411,29958489,2,"3,5",0,0,1,0,1
chr8,29958489,29958641,3,"3,4,5",0,0,1,1,1
chr8,29958641,29958709,2,"4,5",0,0,0,1,1
chr8,30113077,30113110,2,"3,5",0,0,1,0,1
chr8,30113110,30113163,3,"2,3,5",0,1,1,0,1
chr8,30113163,30113170,4,"2,3,4,5",0,1,1,1,1
chr8,30113170,30113230,5,"1,2,3,4,5",1,1,1,1,1
chr8,30113230,30113263,4,"2,3,4,5",0,1,1,1,1
chr8,30113263,30113307,3,"2,3,5",0,1,1,0,1
chr8,30113307,30113334,2,"2,5",0,1,0,0,1
chr8,30156884,30156933,2,"3,5",0,0,1,0,1
chr8,30156933,30157011,3,"3,4,5",0,0,1,1,1
chr8,30385238,30385239,2,"3,5",0,0,1,0,1
chr8,30385239,30385459,3,"3,4,5",0,0,1,1,1
chr8,30385459,30385468,2,"3,5",0,0,1,0,1
chr8,30556093,30556309,2,"4,5",0,0,0,1,1
chr8,30582594,30582619,2,"3,5",0,0,1,0,1
chr8,30582619,30582637,3,"2,3,5",0,1,1,0,1
chr8,30582637,30582645,4,"1,2,3,5",1,1,1,0,1
chr8,30582645,30582805,5,"1,2,3,4,5",1,1,1,1,1
chr8,30582805,30582813,4,"1,2,3,5",1,1,1,0,1
chr8,30582813,30582824,3,"2,3,5",0,1,1,0,1
chr8,30582824,30582843,2,"2,5",0,1,0,0,1
chr8,33484981,33485201,2,"4,5",0,0,0,1,1
chr8,33513048,33513268,2,"4,5",0,0,0,1,1
chr8,37591482,37591499,2,"4,5",0,0,0,1,1
chr8,37591499,37591527,3,"1,4,5",1,0,0,1,1
chr8,37591527,37591555,4,"1,2,4,5",1,1,0,1,1
chr8,37591555,37591620,5,"1,2,3,4,5",1,1,1,1,1
chr8,37591620,37591625,4,"1,2,4,5",1,1,0,1,1
chr8,37591625,37591651,3,"1,4,5",1,0,0,1,1
chr8,37591651,37591676,2,"4,5",0,0,0,1,1
chr8,37604545,37604622,2,"4,5",0,0,0,1,1
chr8,37675184,37675220,3,"2,3,5",0,1,1,0,1
chr8,37675220,37675229,4,"2,3,4,5",0,1,1,1,1
chr8,37675229,37675368,5,"1,2,3,4,5",1,1,1,1,1
chr8,37675368,37675405,4,"1,2,3,5",1,1,1,0,1
chr8,37675405,37675408,3,"2,3,5",0,1,1,0,1
chr8,37899763,37899789,2,"4,5",0,0,0,1,1
chr8,37899789,37899838,3,"3,4,5",0,0,1,1,1
chr8,38067634,38067638,2,"3,5",0,0,1,0,1
chr8,38067638,38067649,3,"3,4,5",0,0,1,1,1
chr8,38067649,38067825,4,"1,3,4,5",1,0,1,1,1
chr8,38067825,38067858,3,"3,4,5",0,0,1,1,1
chr8,38067858,38067864,2,"3,5",0,0,1,0,1
chr8,38166599,38166607,2,"3,5",0,0,1,0,1
chr8,38166607,38166648,3,"3,4,5",0,0,1,1,1
chr8,38166648,38166827,4,"2,3,4,5",0,1,1,1,1
chr8,38166827,38166829,3,"2,3,5",0,1,1,0,1
chr8,38166829,38166872,2,"2,5",0,1,0,0,1
chr8,38269494,38269685,2,"4,5",0,0,0,1,1
chr8,38386327,38386547,2,"4,5",0,0,0,1,1
chr8,38721141,38721164,2,"3,5",0,0,1,0,1
chr8,38721164,38721212,3,"2,3,5",0,1,1,0,1
chr8,38721212,38721371,4,"2,3,4,5",0,1,1,1,1
chr8,38721371,38721388,3,"2,4,5",0,1,0,1,1
chr8,38721388,38721432,2,"4,5",0,0,0,1,1
chr8,38734492,38734498,2,"3,5",0,0,1,0,1
chr8,38734498,38734506,3,"2,3,5",0,1,1,0,1
chr8,38734506,38734520,4,"1,2,3,5",1,1,1,0,1
chr8,38734520,38734682,5,"1,2,3,4,5",1,1,1,1,1
chr8,38734682,38734716,4,"2,3,4,5",0,1,1,1,1
chr8,38734716,38734722,3,"2,3,5",0,1,1,0,1
chr8,38996771,38996781,2,"3,5",0,0,1,0,1
chr8,38996781,38996805,3,"2,3,5",0,1,1,0,1
chr8,38996805,38996844,4,"2,3,4,5",0,1,1,1,1
chr8,38996844,38996944,5,"1,2,3,4,5",1,1,1,1,1
chr8,38996944,38996993,4,"2,3,4,5",0,1,1,1,1
chr8,38996993,38997001,3,"2,3,5",0,1,1,0,1
chr8,38997001,38997005,2,"2,5",0,1,0,0,1
chr8,40103911,40103924,2,"3,5",0,0,1,0,1
chr8,40103924,40104105,3,"3,4,5",0,0,1,1,1
chr8,40104105,40104109,2,"3,5",0,0,1,0,1
chr8,40104359,40104378,2,"3,5",0,0,1,0,1
chr8,40104378,40104388,3,"3,4,5",0,0,1,1,1
chr8,40104388,40104402,4,"1,3,4,5",1,0,1,1,1
chr8,40104402,40104563,5,"1,2,3,4,5",1,1,1,1,1
chr8,40104563,40104564,4,"1,2,3,5",1,1,1,0,1
chr8,40104564,40104589,3,"2,3,5",0,1,1,0,1
chr8,40104589,40104626,2,"2,5",0,1,0,0,1
chr8,40162481,40162506,2,"4,5",0,0,0,1,1
chr8,40162506,40162537,3,"1,4,5",1,0,0,1,1
chr8,40162537,40162559,4,"1,2,4,5",1,1,0,1,1
chr8,40162559,40162656,5,"1,2,3,4,5",1,1,1,1,1
chr8,40162656,40162659,4,"1,3,4,5",1,0,1,1,1
chr8,40162659,40162663,3,"3,4,5",0,0,1,1,1
chr8,40162663,40162689,2,"4,5",0,0,0,1,1
chr8,41929577,41929797,2,"4,5",0,0,0,1,1
chr8,42476812,42477032,2,"4,5",0,0,0,1,1
chr8,42543236,42543279,2,"2,5",0,1,0,0,1
chr8,42543279,42543338,3,"2,3,5",0,1,1,0,1
chr8,42543338,42543460,4,"2,3,4,5",0,1,1,1,1
chr8,42543460,42543489,3,"3,4,5",0,0,1,1,1
chr8,42543489,42543509,2,"3,5",0,0,1,0,1
chr8,42761182,42761238,2,"4,5",0,0,0,1,1
chr8,42761238,42761402,3,"1,4,5",1,0,0,1,1
chr8,42761402,42761414,2,"1,5",1,0,0,0,1
chr8,43093233,43093453,2,"4,5",0,0,0,1,1
chr8,43141300,43141317,2,"3,5",0,0,1,0,1
chr8,43141317,43141318,3,"3,4,5",0,0,1,1,1
chr8,43141318,43141403,4,"2,3,4,5",0,1,1,1,1
chr8,43141403,43141473,5,"1,2,3,4,5",1,1,1,1,1
chr8,47735358,47735392,2,"4,5",0,0,0,1,1
chr8,47735392,47735568,3,"1,4,5",1,0,0,1,1
chr8,47735568,47735571,2,"4,5",0,0,0,1,1
chr8,47967350,47967570,2,"4,5",0,0,0,1,1
chr8,54134714,54134767,2,"2,5",0,1,0,0,1
chr8,54134767,54134808,3,"2,3,5",0,1,1,0,1
chr8,54134808,54134863,4,"2,3,4,5",0,1,1,1,1
chr8,54134863,54134914,5,"1,2,3,4,5",1,1,1,1,1
chr8,54134914,54134937,4,"2,3,4,5",0,1,1,1,1
chr8,54134937,54134938,3,"2,3,5",0,1,1,0,1
chr8,54134938,54134997,2,"3,5",0,0,1,0,1
chr8,55880421,55880438,2,"3,5",0,0,1,0,1
chr8,55880438,55880459,3,"2,3,5",0,1,1,0,1
chr8,55880459,55880466,4,"1,2,3,5",1,1,1,0,1
chr8,55880466,55880635,5,"1,2,3,4,5",1,1,1,1,1
chr8,55880635,55880636,4,"2,3,4,5",0,1,1,1,1
chr8,55880636,55880651,3,"2,3,5",0,1,1,0,1
chr8,55880651,55880662,2,"2,5",0,1,0,0,1
chr8,56074422,56074598,2,"1,5",1,0,0,0,1
chr8,57588396,57588606,2,"2,5",0,1,0,0,1
chr8,58096114,58096132,2,"3,5",0,0,1,0,1
chr8,58096132,58096143,3,"2,3,5",0,1,1,0,1
chr8,58096143,58096146,4,"1,2,3,5",1,1,1,0,1
chr8,58096146,58096249,5,"1,2,3,4,5",1,1,1,1,1
chr8,58096249,58096319,4,"1,2,3,5",1,1,1,0,1
chr8,58096319,58096344,3,"2,3,5",0,1,1,0,1
chr8,58096344,58096356,2,"2,5",0,1,0,0,1
chr8,60961379,60961599,2,"4,5",0,0,0,1,1
chr8,61714904,61714921,2,"4,5",0,0,0,1,1
chr8,61714921,61715025,3,"1,4,5",1,0,0,1,1
chr8,61766728,61766729,2,"3,5",0,0,1,0,1
chr8,61766729,61766766,3,"3,4,5",0,0,1,1,1
chr8,61766766,61766942,4,"1,3,4,5",1,0,1,1,1
chr8,61766942,61766949,3,"3,4,5",0,0,1,1,1
chr8,61766949,61766958,2,"3,5",0,0,1,0,1
chr8,61767254,61767295,2,"2,5",0,1,0,0,1
chr8,61767295,61767298,3,"1,2,5",1,1,0,0,1
chr8,61767298,61767363,4,"1,2,3,5",1,1,1,0,1
chr8,61767363,61767454,5,"1,2,3,4,5",1,1,1,1,1
chr8,61767454,61767471,4,"1,2,3,5",1,1,1,0,1
chr8,61767471,61767478,3,"2,3,5",0,1,1,0,1
chr8,61767478,61767528,2,"3,5",0,0,1,0,1
chr8,63008586,63008594,2,"3,5",0,0,1,0,1
chr8,63008594,63008731,3,"3,4,5",0,0,1,1,1
chr8,63008731,63008767,2,"3,5",0,0,1,0,1
chr8,63241422,63241629,2,"4,5",0,0,0,1,1
chr8,65841981,65842017,2,"4,5",0,0,0,1,1
chr8,65842017,65842193,3,"1,4,5",1,0,0,1,1
chr8,65842193,65842201,2,"4,5",0,0,0,1,1
chr8,66026533,66026544,2,"3,5",0,0,1,0,1
chr8,66026544,66026556,3,"2,3,5",0,1,1,0,1
chr8,66026556,66026568,4,"2,3,4,5",0,1,1,1,1
chr8,66026568,66026720,5,"1,2,3,4,5",1,1,1,1,1
chr8,66026720,66026744,4,"1,2,3,5",1,1,1,0,1
chr8,66026744,66026763,3,"2,3,5",0,1,1,0,1
chr8,66026763,66026768,2,"2,5",0,1,0,0,1
chr8,78665942,78666162,2,"4,5",0,0,0,1,1
chr8,80485392,80485408,2,"2,5",0,1,0,0,1
chr8,80485408,80485433,3,"2,3,5",0,1,1,0,1
chr8,80485433,80485454,4,"1,2,3,5",1,1,1,0,1
chr8,80485454,80485574,5,"1,2,3,4,5",1,1,1,1,1
chr8,80485574,80485609,4,"1,2,3,5",1,1,1,0,1
chr8,80485609,80485616,3,"2,3,5",0,1,1,0,1
chr8,80485616,80485638,2,"3,5",0,0,1,0,1
chr8,80820757,80820977,2,"4,5",0,0,0,1,1
chr8,81606052,81606108,2,"3,5",0,0,1,0,1
chr8,81606108,81606112,3,"1,3,5",1,0,1,0,1
chr8,81606112,81606282,4,"1,3,4,5",1,0,1,1,1
chr8,81606282,81606284,3,"1,4,5",1,0,0,1,1
chr8,81606284,81606332,2,"4,5",0,0,0,1,1
chr8,81633272,81633446,3,"3,4,5",0,0,1,1,1
chr8,81633446,81633449,2,"4,5",0,0,0,1,1
chr8,89611384,89611457,2,"4,5",0,0,0,1,1
chr8,89611457,89611604,3,"1,4,5",1,0,0,1,1
chr8,89611604,89611633,2,"1,5",1,0,0,0,1
chr8,89611866,89612086,2,"4,5",0,0,0,1,1
chr8,89757273,89757314,2,"4,5",0,0,0,1,1
chr8,89757314,89757490,3,"1,4,5",1,0,0,1,1
chr8,89757490,89757493,2,"4,5",0,0,0,1,1
chr8,89757609,89757829,2,"4,5",0,0,0,1,1
chr8,89901839,89901871,3,"1,4,5",1,0,0,1,1
chr8,89901871,89901930,2,"4,5",0,0,0,1,1
chr8,91040144,91040182,2,"4,5",0,0,0,1,1
chr8,91040182,91040364,3,"3,4,5",0,0,1,1,1
chr8,91040364,91040412,2,"3,5",0,0,1,0,1
chr8,91069963,91070171,2,"4,5",0,0,0,1,1
chr8,91107907,91108127,2,"4,5",0,0,0,1,1
chr8,91207588,91207621,2,"3,5",0,0,1,0,1
chr8,91207621,91207623,3,"3,4,5",0,0,1,1,1
chr8,91207623,91207657,4,"2,3,4,5",0,1,1,1,1
chr8,91207657,91207748,5,"1,2,3,4,5",1,1,1,1,1
chr8,91207748,91207817,4,"2,3,4,5",0,1,1,1,1
chr8,91207817,91207818,3,"2,3,5",0,1,1,0,1
chr8,91207818,91207847,2,"2,5",0,1,0,0,1
chr8,93655444,93655664,2,"4,5",0,0,0,1,1
chr8,94959803,94960023,2,"4,5",0,0,0,1,1
chr8,95074916,95074938,2,"2,5",0,1,0,0,1
chr8,95074938,95074978,3,"2,4,5",0,1,0,1,1
chr8,95074978,95075129,4,"2,3,4,5",0,1,1,1,1
chr8,95075129,95075140,5,"1,2,3,4,5",1,1,1,1,1
chr8,95075140,95075158,4,"1,3,4,5",1,0,1,1,1
chr8,95075158,95075208,3,"1,3,5",1,0,1,0,1
chr8,95075208,95075292,2,"1,5",1,0,0,0,1
chr8,95133466,95133610,3,"3,4,5",0,0,1,1,1
chr8,95133610,95133613,2,"4,5",0,0,0,1,1
chr8,96235489,96235516,2,"3,5",0,0,1,0,1
chr8,96235516,96235556,3,"1,3,5",1,0,1,0,1
chr8,96235556,96235684,4,"1,3,4,5",1,0,1,1,1
chr8,96235684,96235692,3,"1,3,5",1,0,1,0,1
chr8,96235692,96235719,2,"3,5",0,0,1,0,1
chr8,96376363,96376388,2,"2,5",0,1,0,0,1
chr8,96376388,96376414,3,"2,4,5",0,1,0,1,1
chr8,96376414,96376431,4,"1,2,4,5",1,1,0,1,1
chr8,96376431,96376493,5,"1,2,3,4,5",1,1,1,1,1
chr8,96376493,96376551,4,"1,2,4,5",1,1,0,1,1
chr8,96376551,96376587,3,"2,4,5",0,1,0,1,1
chr8,96376587,96376604,2,"4,5",0,0,0,1,1
chr8,97643838,97644058,2,"4,5",0,0,0,1,1
chr8,97849553,97849590,2,"4,5",0,0,0,1,1
chr8,97849590,97849766,3,"1,4,5",1,0,0,1,1
chr8,97849766,97849773,2,"4,5",0,0,0,1,1
chr8,98941739,98941746,2,"4,5",0,0,0,1,1
chr8,98941746,98941922,3,"1,4,5",1,0,0,1,1
chr8,98941922,98941938,2,"4,5",0,0,0,1,1
chr8,100473874,100474094,2,"4,5",0,0,0,1,1
chr8,100474143,100474367,2,"2,5",0,1,0,0,1
chr8,100559726,100559902,2,"1,5",1,0,0,0,1
chr8,101205783,101205895,2,"4,5",0,0,0,1,1
chr8,101205895,101206003,3,"1,4,5",1,0,0,1,1
chr8,101206003,101206071,2,"1,5",1,0,0,0,1
chr8,101376127,101376347,2,"4,5",0,0,0,1,1
chr8,102653728,102653766,5,"1,2,3,4,5",1,1,1,1,1
chr8,102653766,102653769,4,"1,2,3,5",1,1,1,0,1
chr8,102653769,102653788,3,"2,3,5",0,1,1,0,1
chr8,102653788,102653846,2,"2,5",0,1,0,0,1
chr8,102731088,102731308,2,"4,5",0,0,0,1,1
chr8,102797657,102797658,2,"3,5",0,0,1,0,1
chr8,102797658,102797672,3,"2,3,5",0,1,1,0,1
chr8,102797672,102797728,4,"2,3,4,5",0,1,1,1,1
chr8,102797728,102797839,5,"1,2,3,4,5",1,1,1,1,1
chr8,102797839,102797873,4,"2,3,4,5",0,1,1,1,1
chr8,102797873,102797882,3,"2,3,5",0,1,1,0,1
chr8,102797882,102797887,2,"3,5",0,0,1,0,1
chr8,102808478,102808485,2,"4,5",0,0,0,1,1
chr8,102808485,102808548,3,"3,4,5",0,0,1,1,1
chr8,102808548,102808577,4,"2,3,4,5",0,1,1,1,1
chr8,102808577,102808698,5,"1,2,3,4,5",1,1,1,1,1
chr8,102808698,102808715,4,"1,2,3,5",1,1,1,0,1
chr8,102808715,102808753,3,"1,2,5",1,1,0,0,1
chr8,102808753,102808772,2,"2,5",0,1,0,0,1
chr8,104418071,104418072,2,"3,5",0,0,1,0,1
chr8,104418072,104418088,3,"2,3,5",0,1,1,0,1
chr8,104418088,104418091,4,"1,2,3,5",1,1,1,0,1
chr8,104418091,104418217,5,"1,2,3,4,5",1,1,1,1,1
chr8,104418217,104418264,4,"1,2,3,5",1,1,1,0,1
chr8,104418264,104418276,3,"2,3,5",0,1,1,0,1
chr8,104418276,104418296,2,"2,5",0,1,0,0,1
chr8,109645264,109645484,2,"4,5",0,0,0,1,1
chr8,116874914,116874945,2,"4,5",0,0,0,1,1
chr8,116874945,116875110,3,"1,4,5",1,0,0,1,1
chr8,117520615,117520623,2,"2,5",0,1,0,0,1
chr8,117520623,117520639,3,"2,3,5",0,1,1,0,1
chr8,117520639,117520654,4,"2,3,4,5",0,1,1,1,1
chr8,117520654,117520809,5,"1,2,3,4,5",1,1,1,1,1
chr8,117520809,117520830,4,"1,2,3,5",1,1,1,0,1
chr8,117520830,117520839,3,"2,3,5",0,1,1,0,1
chr8,117520839,117520853,2,"3,5",0,0,1,0,1
chr8,119209406,119209413,2,"3,5",0,0,1,0,1
chr8,119209413,119209445,3,"3,4,5",0,0,1,1,1
